   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	
 12		46909	50959	     	     	  736	17173	43612	48316	55515	22558	28275	13487	58318	58862	     	     	27466	     	58095	34043	15000	45655	33008	 2404	27278	41953	59047	21675	 5192	29860	20582	17831	 5495	53283	10659	44940	58752	53424	32924	     	52486	39510	12862	10246	25722	     	 5419	     	10092	29416	 7078	14417	59130	 2138	 5181	  228	     	28142	44505	41139	     	18809	41817	42236	54069	19868	     	28870	27757	 1663	     	
 13		     	15339	53343	46823	31906	25171	 3792	21188	14596	  612	34165	     	47553	44712	 1989	41032	10158	55535	16310	33102	56556	52156	54304	23371	37034	     	38399	44597	28533	10899	25903	47870	39178	21690	 3287	56745	24032	 9349	20965	     	12447	     	51025	     	17065	     	16906	29833	10645	24924	30185	     	51271	52702	15152	 9472	55846	28577	23304	     	57569	45138	27145	48468	52475	42903	46488	49284	55616	56302	55019	
 14		     	30056	16430	22737	35105	16918	     	46444	 4900	54706	 8919	18274	39398	14273	     	10488	25550	     	 9702	49128	24381	52021	56073	45400	20587	 2859	16036	 9794	 5288	 8376	 2561	48303	54754	 7724	19951	 4474	52196	37153	26944	48728	34292	52030	11713	 3787	43849	33448	     	43243	13520	 8973	37431	17687	43845	43522	 4407	32133	37932	52265	22165	 4940	34698	 3180	54483	32782	50237	48152	  348	37776	38544	     	52395	
 15		54434	52229	     	24831	12541	56526	49241	33327	49028	36839	39570	25055	38492	30659	     	42749	41942	11766	 8300	 1841	30042	43735	 1019	     	55348	     	27893	 8640	     	57389	     	     	     	51260	     	25514	     	45620	 2103	14535	58255	46712	32953	20067	25131	49161	30346	 7898	29744	48394	28195	 4912	 8366	     	47815	52192	   44	40883	  703	22124	29409	     	 6127	44643	43154	32943	 3999	12682	42506	     	55963	
 16		 2513	35814	24741	59165	 5050	39105	28038	37419	31422	28360	     	 2889	     	     	     	26335	50481	39399	14656	53686	25054	56255	42029	43150	41837	  973	 5230	 8992	55421	33630	36030	51136	50943	13151	19432	56423	56274	     	51270	35614	56127	 5253	57554	51909	     	     	35714	49224	37460	49341	15219	46147	17860	44856	51669	40217	53832	21906	25421	46976	53552	 4759	     	 3243	49376	59453	     	 1683	59156	     	45466	
 17		50088	56206	     	33248	18481	 2906	 9496	41632	21761	51629	50690	34476	40313	59778	13885	37402	48066	34527	     	23633	54113	55742	38746	48962	44586	 1407	 7783	54057	57550	10489	30934	46961	 2487	   67	54030	25917	     	35389	 5357	 3838	38958	     	 8682	32353	34251	38656	40412	50388	20405	20038	52889	     	48724	29135	29052	32559	27457	     	19615	13592	53024	51944	47301	     	44369	52941	     	11421	 6000	23123	 2619	
 18		     	20058	 8540	18334	40078	59129	25525	     	     	44618	32916	     	30204	     	44622	27832	     	41499	39164	19613	     	53543	19047	10007	50547	17516	30711	46144	44883	37206	54023	30171	53654	52148	38535	     	50568	49623	54150	59261	     	 7174	51075	36617	39903	54032	22430	13045	27647	 8909	15489	 2993	30339	28282	47747	     	49812	26811	24813	57787	     	11609	     	 7587	37646	14091	15966	 8782	25182	41758	49939	
 19		45342	49286	40124	     	46408	  489	39022	20938	28967	43105	49526	40751	   66	31777	29653	41794	31050	29314	38603	27842	10823	     	41009	14825	44296	 1578	41020	31538	     	50087	29022	     	 2157	23197	24170	41711	12734	15227	42845	36508	     	11535	27982	45282	18924	     	     	51088	17855	     	 8267	 1074	 3438	42875	40263	33692	35792	19780	12333	32182	     	 9016	20784	52907	31107	20749	45313	55727	13281	14456	 2550	
 20		     	20790	53903	46997	20277	26929	33696	41750	50665	31039	19103	 7050	14777	58417	51238	31138	36472	20579	23888	17051	12961	17662	27348	44078	51413	19247	19415	13132	37008	35746	53184	57510	53152	46379	32252	59880	19700	18320	 4623	47100	33349	26029	19821	     	     	 4178	38568	24094	15200	     	     	54752	     	     	 3282	50978	     	23670	52837	46886	26897	 3947	     	     	17614	 1263	39957	12452	 5413	11834	49205	
 21		     	51180	     	36707	31946	26489	55226	     	51329	     	59536	45291	59369	43437	 7952	18539	40077	59975	     	49471	     	     	48514	     	26936	 9901	44170	 3415	43271	55829	32839	19143	22812	27335	57880	28154	21142	     	     	37307	12754	27961	 1309	 3542	34118	43626	47077	     	20129	     	59158	50211	     	16659	     	35653	35639	36005	42132	     	53799	 6238	39002	     	     	16859	49201	43986	 7274	29414	58924	
 22		43819	37950	11806	10927	27358	22221	     	20348	59570	41915	 6196	13486	     	40334	56370	41253	43858	16257	13579	14729	 7637	26085	33669	13064	 9762	47019	55471	     	19400	 9554	34340	52440	51068	 8079	35079	42393	47185	28042	16489	58076	19827	29370	20752	     	     	38273	 1734	44014	38340	49386	 7246	55922	 3580	46632	24195	37970	32164	     	43957	17476	     	     	16002	30585	     	 2954	     	29261	43011	     	  996	
 23		21899	20650	20273	     	     	50262	38213	     	11322	53201	     	     	13406	50274	51098	57022	25280	48341	33723	 1133	18324	     	38216	     	 2879	20052	 5990	33181	42118	55010	19691	52011	39616	     	28543	 5474	14039	     	29644	 1035	15325	30200	     	28418	52357	 4112	13539	37285	29405	54889	43586	18991	     	48526	53386	32360	27687	48205	17010	 6369	 9726	50592	     	42175	39556	55306	     	29924	23727	  175	 3702	
 24		  791	 6872	10556	55797	47550	  456	 2298	 2051	35665	58548	20923	     	 7466	20010	 7652	28186	52648	53587	 4546	56130	54256	48325	12281	34976	53213	42754	29958	49300	46082	56396	24791	56151	50997	44375	30372	35538	14568	50677	     	26966	46623	48094	 5065	  704	44796	12174	50447	51121	29527	     	     	42211	59787	44000	51144	44517	 1545	52039	31120	13185	34646	24581	11689	45265	58497	38412	48945	54953	35421	     	56606	
 25		20262	19873	46046	38460	 3858	30477	     	42469	37247	15203	24804	36462	     	26192	 6828	57352	14189	13110	49451	     	35023	25269	32542	39853	 6809	49758	13843	     	52738	47257	     	 4111	32436	34461	55266	11615	20605	     	53266	23801	54472	     	     	31271	27467	14952	     	 5261	14661	56137	24611	59931	51727	19553	19105	52371	50372	     	42543	56831	43863	40348	55093	18774	32842	     	     	  203	     	10836	     	
 26		 8329	36686	45373	 2416	22323	27504	     	26191	15897	47307	33241	 7919	26455	     	44401	 3254	     	     	     	48840	23391	 9755	 6337	47250	     	38528	36956	12889	44960	46154	13296	39698	     	43581	10230	21980	21961	15067	 9238	20439	25085	 5041	31835	39710	30182	29189	47563	12593	53317	41740	18291	30226	52820	 3117	20799	26559	50962	11851	47796	     	 1434	53307	40056	54394	45968	15374	19592	34824	     	38722	43946	
 27		 2161	56146	32226	34515	28766	 8401	46247	47900	45246	23004	     	22943	55818	21627	49351	33363	17572	31480	42708	 9290	12514	17669	     	40299	13020	15308	 4477	25838	30676	22863	45068	24418	17602	51894	 4588	 2739	20485	     	49978	52241	55615	     	48690	     	 6909	56768	14472	19211	15328	     	47568	 4398	30132	17639	     	     	 3303	28976	     	     	23323	21145	53296	     	53005	     	17341	40166	35217	     	42743	
 28		     	57075	44810	10107	56582	41305	19678	21569	     	     	45171	34047	57042	45509	17338	26134	11703	27898	31279	59364	 6189	42838	55516	25658	25026	32154	12077	     	 2735	15245	54307	     	     	     	17766	48711	57808	50286	 6219	     	49050	 9091	46591	24394	54462	48031	50022	36922	53800	50519	55382	25345	  260	     	41785	46290	     	45106	     	40845	21984	19740	51315	10728	28232	59915	54792	     	53457	54206	17934	
 29		     	43485	29581	49938	     	47926	     	49254	45184	58051	45809	19004	43375	     	41180	27861	49559	56894	11917	34314	     	32185	23941	55312	29818	41225	35262	47765	43833	22839	45423	49111	 9897	16685	 6741	22888	27875	10796	25160	46126	51101	34061	56268	 6607	52637	13348	 2061	20230	11426	30255	     	46649	     	52341	31002	17363	10086	31005	46851	  765	40508	33613	29696	49899	58419	31596	42836	59761	 1902	     	31511	
 30		14013	18867	37608	17299	33600	59267	 7226	41732	55873	18890	28583	 5172	     	56632	52924	18097	     	 5162	33619	     	25060	48878	     	28928	42272	58363	25010	18836	 6687	54232	     	     	20770	57110	40192	39701	 7492	26115	24736	     	     	33210	     	12643	26366	 8674	24487	 2846	48743	     	27043	30524	22005	59683	14711	56111	57027	 6188	     	45900	58444	     	37566	     	50659	40463	13680	21565	51078	 6443	52556	
 31		19451	53959	42165	 2698	 9230	32813	57376	38404	50239	15818	40100	27531	33666	22969	     	16460	 8925	33565	33753	51985	     	 8323	 8227	 8726	16224	40064	 6510	28777	36872	     	18917	27713	     	     	40852	 8642	 1542	56022	38499	  746	 7158	     	52703	     	58703	53004	22349	  828	31234	11424	50468	 4758	49066	35140	23985	 3869	30180	     	32588	 8309	 8964	50445	27500	11874	43394	     	38843	34481	43256	40966	57040	
 32		     	17768	     	     	     	 3894	 7884	11281	51281	36306	58322	57817	44957	24353	39263	     	46481	47857	33365	21262	55281	 3764	     	  226	 5863	13569	11095	38485	12629	27259	16733	34961	35845	48485	 5527	54623	12766	31834	  604	26496	     	 6115	33626	12305	30538	     	 6450	 6402	15382	43926	53677	10635	23868	     	     	26853	38026	44317	10214	     	29336	59319	 2257	35258	40894	43727	33984	     	15242	29888	17518	
 33		27284	53361	47956	37953	21656	 2417	46492	56069	40861	39000	23454	51380	19133	43773	10723	28274	36542	 2227	57320	57353	30574	12533	     	25935	37406	42086	  910	32415	24363	37554	44039	40935	     	 5994	48722	     	13418	49450	 7932	     	50887	     	30714	  351	53509	10630	     	42957	24361	36142	59416	     	40093	14906	37291	  381	41518	     	40695	25817	27724	34042	17189	50766	30855	42420	 1382	10054	12294	     	22481	
 34		 6315	 9388	56970	32829	50915	24587	17453	39589	11968	18627	  838	52246	36974	 3522	     	14845	29120	16501	45300	12244	56212	54946	     	     	     	43654	34885	35767	13385	18155	29875	24236	14196	47721	 6675	29892	38378	43855	38635	59434	15337	34630	36697	24033	 5293	36431	 3242	     	     	40781	42898	     	13481	33658	44678	 2519	53775	45826	52022	17236	     	47880	24315	17632	19101	20276	     	21029	58351	48548	39762	
 35		32786	50004	   83	27674	52415	10847	36915	44111	14654	 6728	53185	38727	22198	19961	 3672	59404	52104	37360	59654	27953	     	21418	55787	40679	49289	20250	35024	43587	 4705	50339	26206	36865	43634	     	10171	47890	40993	43993	40977	53280	     	34516	48327	54642	56091	 3138	 6302	49811	17351	  839	29518	 6668	10573	12596	38240	22956	     	59588	47089	     	38627	 8629	 2184	 4975	 3059	 5064	22002	12527	  964	     	54941	
 36		 6322	13404	54276	49081	14737	28789	     	     	14925	 4639	44644	22815	26923	38730	16449	33113	33136	45007	43334	     	     	37762	20584	35206	54612	41480	 4962	26680	 4290	57876	57574	50282	32670	34430	 3928	10967	34511	26821	52355	51889	  220	58238	  366	59186	   41	 7015	51595	50070	13265	15250	 6780	28695	35286	30188	24947	36929	     	23912	 7651	     	     	11826	  962	26987	39727	     	     	 8379	     	 4433	     	
 37		20189	20891	23630	44562	24899	39921	12510	     	58888	22369	27751	     	14621	     	10046	     	     	56983	42237	52214	46984	52579	     	31825	     	48244	55890	56461	44501	19164	12803	58782	28057	 9659	27436	46313	58118	15487	46188	 1501	18449	19688	10038	 6125	32141	50054	15142	56195	     	40593	10615	 3378	 1991	36822	49068	55410	48481	52510	21769	11824	43355	18100	 7560	13633	     	     	 8154	     	27231	50811	25526	
 38		41945	43599	59571	59287	     	 2465	     	40739	     	     	26939	47318	56240	57089	 3950	27855	39340	10486	27240	 9809	21657	 1339	51171	     	     	     	14716	 9354	32682	18570	38697	51431	48478	18080	 7881	41315	25972	58422	 8123	48343	20703	     	23157	28020	25490	 6512	57361	     	42635	  324	     	     	 8735	 7867	15834	36162	31985	55241	11636	14372	46530	24284	     	30820	42045	 3849	45456	39538	36497	38888	15440	
 39		22531	40651	 3315	40120	     	     	23819	40989	  461	17434	 2308	54185	 1033	58901	55429	59393	48014	     	26331	     	16911	27258	22249	 4017	23257	27714	 4841	11244	 1812	46499	 9107	  728	     	     	42588	10460	36043	10443	31415	     	31841	43321	 6434	     	47150	48577	 6953	  600	     	     	 5564	   18	11903	     	     	     	30207	11266	11030	23469	     	46834	 8044	     	47195	 3776	20546	52669	     	18206	     	
 40		19507	     	28666	49681	     	  472	34837	30030	27956	33695	     	36319	36684	41628	23488	 2932	25746	50584	     	     	     	35385	57701	 7266	 1846	40689	14901	43323	48956	48795	49805	26133	54152	50215	48100	11382	 7528	56131	55361	30651	59910	37660	 1760	58295	52691	47350	35788	     	57306	12735	58174	41178	34739	45585	57257	37216	     	42148	58801	 3570	51617	 3642	19384	13887	     	43706	22089	17512	     	12611	54791	
 41		     	20181	     	     	14694	 2656	30806	  179	23432	45759	51158	51023	 1864	     	35072	45242	10769	47928	51557	10333	43074	59522	 5873	45064	 4204	45026	10648	 3058	 6114	46121	50964	15846	44002	38986	25185	     	11612	54135	  455	59406	     	     	30316	51832	 9195	39730	 2717	51988	     	33411	27352	 8059	17527	16415	 2013	56084	46660	12536	     	18055	52101	52040	59354	17954	56081	19194	59826	54788	36076	32838	 2868	
 42		30569	25220	38396	     	55845	16170	45680	24871	23111	     	13736	 7892	     	 6233	13091	40370	35484	40222	46281	13234	53979	49059	55688	22241	57159	     	     	24451	     	59557	     	54159	     	35644	18265	24656	56163	     	14558	     	 3291	33694	53500	29150	 3343	46626	30333	 1463	44815	18526	21793	     	     	     	56578	15059	18563	59134	39702	     	55673	50116	37021	 2391	48425	14291	 7305	 5259	     	20683	55780	
 43		47255	 7971	40366	     	     	34728	54419	 7088	 5554	13120	18441	17842	32760	57097	23067	     	52633	 8709	     	41825	38972	     	     	21469	15637	     	26287	     	51690	23822	57402	57907	     	16405	12256	     	     	     	     	17970	13317	     	53022	 2675	33701	22490	11238	18974	43206	28956	59785	 7659	46766	42480	     	 9701	45018	 4029	51835	 6311	44972	57504	49358	 9166	21208	 5326	     	55331	     	47057	39631	
 44		27963	18255	51623	36344	21358	 4594	     	44067	19975	19301	50145	47853	56145	     	39766	35712	45625	39117	25577	40128	26491	 6541	25334	23008	23651	29014	33039	     	     	16485	44477	48913	  495	33282	31450	12834	56911	 2195	59920	53750	27509	23196	42902	13630	34945	30830	 4733	16429	57519	42748	49928	12635	46422	 9139	 6424	40199	10418	 3946	 6692	42281	48482	25543	44694	22150	43272	20915	57551	     	32327	39227	22689	
 45		51143	16050	15323	     	20084	34657	51688	     	38345	11338	     	     	     	32847	     	11740	22140	46610	22139	42995	34413	29807	37879	29659	32573	23551	13983	29084	36635	     	40397	35596	     	22407	 3997	30596	     	16934	27771	34804	11151	27357	37889	51834	26208	     	39751	26116	 6550	58735	43038	25856	     	20612	 2518	55459	24958	     	45402	     	22080	51596	26960	     	25317	52811	     	21499	30790	19532	11892	
 46		58145	 5463	45819	56269	13811	15071	 7184	 7726	 1886	57948	58334	40317	 9711	45213	 1325	 7588	48318	21463	     	     	     	41594	44825	50966	21334	19117	46531	17604	27187	58166	 2761	25411	     	31704	53669	15183	30080	49403	46077	37714	53403	14961	     	33073	 6242	16635	11594	     	18833	35033	53980	14666	29891	30295	41567	26643	     	     	51759	11193	36360	20864	31430	24420	     	53346	35950	38652	     	     	15762	
 47		45541	12615	 4522	     	12352	46825	29113	58345	19227	19445	42278	47848	49860	     	 1667	 5035	30420	26663	 1275	44162	25705	15319	35112	59400	     	46999	 3812	45065	36080	55363	13749	16787	 5707	57094	39899	35865	34888	52539	14154	20073	23761	     	     	55275	 1111	38011	 2691	19781	     	 6724	55693	57259	17078	     	     	15427	57650	59418	     	51468	44269	 4901	     	     	     	13624	23832	     	33991	12612	32340	
 48		56050	12219	19567	20391	 9699	37486	58829	     	22529	 9942	14764	     	43539	44906	47944	54564	     	22335	     	     	45961	57579	37641	56519	45718	     	     	29362	46420	29839	47167	32922	 4233	 2425	 7241	54820	36421	11542	 8789	59323	 6659	35847	24990	 8450	40785	     	31709	 3206	16003	     	46261	40638	55355	38055	21462	 3666	17093	14950	49854	 4904	52995	 3199	24777	13073	56171	     	41985	19602	43771	     	28611	
 49		 1202	 3440	     	18616	17642	17129	10235	49940	19893	     	     	55217	25249	     	32082	 4570	     	54370	57502	12630	     	49449	 4063	 5405	 8304	16746	45088	22588	     	47222	22011	     	50355	59160	17284	30945	     	21044	24569	30106	29213	     	14607	     	18948	17825	56956	24389	50141	54667	     	34306	24113	     	 9370	     	     	18498	 7707	34672	15217	     	49273	10352	59860	47816	58922	13255	38661	42842	53747	
 50		 6794	50559	12482	49355	39972	 8023	 5471	37735	57266	  719	 8951	 6697	48416	     	16572	     	21580	51246	50742	13532	53643	52182	54637	58208	     	 4205	     	51580	 2033	57018	26886	     	41875	32080	     	12649	40469	15528	27610	57258	33124	22239	     	59426	     	 4806	     	 9389	     	59996	46319	29477	18952	49499	34159	31084	49600	38305	37450	15968	 9338	34380	37058	20733	58303	42803	38908	10882	34269	 8888	13668	
 51		56525	12194	11965	10918	55979	12922	34863	 9984	 3338	45658	     	58062	44197	14895	37532	36500	46618	55251	27604	59503	     	     	13005	 7440	 2415	27840	24983	     	 4888	18393	55036	18211	12908	35014	45646	15433	16220	49543	28710	48693	17090	30489	29056	  586	47840	     	  819	44696	  568	16408	48691	57288	26541	     	17521	 5067	 5931	 3185	 4373	52310	37971	15641	 6791	 3519	35857	14303	26225	     	56560	26993	     	
 52		18962	13182	     	     	41299	48673	     	     	54732	36683	34829	26117	     	 5543	49365	     	     	56909	59632	10181	 8586	20917	18725	51046	     	22632	12944	38592	14773	56335	     	     	14671	29328	  528	17635	53875	49377	49835	35211	27345	 3084	26698	12995	20238	38776	29124	     	45888	46759	 9792	11923	36589	43426	 2627	19911	36252	14728	50353	47965	     	52186	20082	16423	     	57585	 5791	36651	36742	57671	11341	
 53		     	43729	     	10011	18669	43101	47192	31335	40158	38220	58102	26394	17471	     	58622	 8572	54716	52917	     	19406	     	41892	51322	     	     	15036	10784	 4406	39979	30464	     	23504	58331	     	     	 9931	37333	57004	  549	 2178	44304	 8055	19109	13130	43545	18615	53568	 2366	51561	     	 7900	10913	14600	26365	 6845	21556	42460	18568	38734	38753	22133	12747	18766	58442	14783	     	35260	 9650	30660	 7071	44560	
 54		48877	34028	28169	     	27806	20505	24232	52874	 1172	 2687	21280	     	     	23136	55318	20269	     	 4351	29478	51471	17467	48216	     	     	55696	  666	 2436	31583	 7277	40525	 3661	25554	     	14292	 2654	57992	11100	 6254	30480	     	11097	11984	     	14862	 4296	     	 3937	56503	 1050	13166	52916	40296	46954	     	28050	53562	53974	     	10563	11040	     	17259	12580	17014	 6590	54273	32965	31483	11413	12956	30491	
 55		14590	24370	42574	25654	 9741	35233	     	53124	31221	15514	16513	40250	 9631	     	47947	20172	45976	16998	     	50391	20210	20986	32604	     	     	 3540	41496	20519	27302	  310	     	38231	28817	41551	     	 3090	44144	44971	47373	58350	 7340	57170	43524	  488	33833	     	50324	 4804	23163	48354	13458	24046	37884	50511	24630	17233	54293	24645	29977	48843	21702	     	46069	 5912	21503	41206	 1890	 5733	 5748	42054	55687	
 56		     	 1298	26606	 9885	58572	     	 8335	57310	     	10526	39270	22429	46781	   46	45629	     	 1396	56859	52138	25057	51298	 1993	50451	55955	41246	11514	24739	42491	21189	     	12598	22442	 1631	46616	58210	55035	19343	52273	49815	45818	 2815	39744	11410	40998	     	58895	 7419	40908	     	28291	50667	37093	33934	26090	 4040	43466	     	     	14134	 5959	43387	     	27193	50845	15671	12704	22416	12298	21683	19000	     	
 57		47793	42290	     	     	27315	     	     	     	14213	18727	57379	 5571	     	17648	 4936	     	30976	21552	48369	 8277	     	10628	19916	 7328	15907	17727	 3075	25285	33279	40369	54980	21582	46731	29116	22688	37312	40749	  323	41847	21008	28679	10406	16215	 2185	     	     	 5504	38564	58059	     	58374	26266	13966	29894	14503	16372	45929	 5089	45702	47383	50595	46474	 4478	15844	55718	     	     	43804	45255	48023	29111	
 58		 5190	16437	 1843	     	58194	48864	45685	 7649	26820	     	     	 9698	23770	 1461	32125	25243	27487	     	30285	15909	12903	 8747	     	 5881	11859	 8320	45514	17681	17575	 3370	15993	17886	18329	     	     	46199	50344	11278	22511	     	36174	36299	17145	18376	18731	14088	31553	     	58346	40060	51044	44952	13776	45709	37948	21735	     	     	18460	     	24519	52174	50378	10249	53096	16448	 8013	26611	 2677	11591	46935	
 59		48674	     	19348	29361	21931	36194	35724	31359	41043	34416	12566	40756	 4987	27877	23151	27843	 8247	31646	50786	25996	33809	     	     	18386	     	45610	23600	21722	28569	22908	23689	     	34704	38182	 9627	 7193	56322	     	51648	     	49193	54812	     	50374	38281	44332	 3851	59930	 6043	 9801	 2579	     	18131	26417	29061	37451	28995	 5725	39069	     	 9056	 6192	38187	52366	53351	24528	10872	54846	56169	     	47420	
 60		39494	18397	45598	52206	19140	50632	52218	 1279	     	27492	 2696	53119	59869	20232	43076	 3811	56980	17413	22864	     	52045	54253	     	     	50219	37938	28325	     	54072	36848	16887	     	24874	     	55671	22205	41587	32413	48629	     	49874	46981	25100	 9165	 4872	11658	32795	14313	24220	29288	  995	57977	 3364	24526	16631	23502	49995	45490	26553	     	   73	24022	30827	55528	34839	14669	32471	45592	16880	40210	     	
 61		20827	32550	 3383	 3974	54482	50309	 2594	56801	41266	28405	36302	30608	11450	     	21850	     	26934	30872	22770	44948	 7969	44443	27933	 4287	34607	41124	52527	18366	13984	31953	38509	32630	     	 9948	     	38645	51457	47529	33928	58396	24090	     	23370	     	28073	17720	20746	57656	     	     	56303	 9835	40068	49895	36850	22974	21343	 2191	27404	     	     	31251	12815	 3971	22993	     	21490	     	 7701	  967	48512	
 62		35338	48726	49849	38473	57840	59948	11236	20558	51186	 2790	40965	     	44307	19805	25530	     	39491	47361	33112	19468	51880	25651	 9639	 4136	58517	26724	57626	41784	 8076	     	31390	32995	42752	37698	47637	38609	16687	38991	50437	 7309	 5325	     	 5762	11576	21174	17903	30770	58032	25077	58038	     	58892	 9529	     	     	 3507	55623	     	34819	 9501	53689	22574	 1723	 4756	42735	58071	     	     	34093	54644	30157	
