   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
 16		     	17740	47008	30604	 9896	32863	43112	55551	23074	     	48361	28108	50444	 9797	21435	50376	58194	27966	36317	23549	 7355	     	48762	13845	46982	 8169	58337	12158	17486	10645	     	43752	
 17		18249	44821	     	10213	43826	37078	54014	46823	 8566	     	13786	35786	42711	     	     	18100	     	14200	11619	 3504	15038	47878	21180	24320	32337	 5393	  377	46275	19093	 9675	49478	32824	
 18		47260	     	23293	32506	40402	     	52209	     	 6297	 9920	     	58314	42667	     	52595	27404	 5326	31551	22184	42409	30024	35675	52693	46200	27624	51901	45142	     	22456	27596	48446	18617	
 19		41314	     	40654	 9624	55284	 6999	20243	48412	21221	     	     	14835	     	     	33241	55182	41390	46485	53203	33644	 3797	     	18963	45810	 6494	43519	13143	     	22631	14175	     	53126	
 20		28861	     	     	22123	49334	 5053	51142	 3152	     	16585	 8667	 2301	     	18452	     	52280	21702	26116	41800	13096	16569	     	45950	     	53789	45721	29512	21676	58835	47600	36325	26589	
 21		 4561	24375	37627	55858	53408	55289	39483	48631	19333	37738	41972	 5749	13262	43107	 2105	36686	26026	28559	58302	48056	33144	10049	41429	37462	18132	37678	40307	36265	11706	  655	50899	14648	
 22		48545	     	 4631	54252	37463	     	58046	48747	33260	46702	 3271	17769	41664	50675	50425	25494	22652	14111	     	26614	     	10355	56404	 3851	 6176	31309	56245	45832	15017	55965	22108	56810	
 23		37319	20002	41935	29805	21166	     	10325	 2361	59540	 5292	10003	56584	54596	12997	10898	53984	48575	     	 4808	12172	     	49102	44969	 4633	11881	11872	21172	 4459	     	56378	23889	35796	
 24		15731	45980	39034	46223	30252	19472	59304	     	19547	54623	33277	26164	 1645	34055	     	52547	 3126	 2555	     	53103	58327	34255	34563	37302	54336	34570	 8132	     	19228	50898	49360	46936	
 25		16207	43630	30661	33041	10858	 5568	54214	51167	19794	47029	21834	45219	40939	21634	45473	46289	     	     	53566	28535	57746	17597	 3026	43464	19955	  336	32214	11589	39175	20432	25518	17314	
 26		29620	 9749	57697	11616	 2866	48997	23918	36908	35892	53922	38130	     	32406	17351	 8156	43644	44209	     	26402	52263	     	41342	59546	14576	     	47623	17195	59968	57435	23569	21156	37671	
 27		40802	 2116	26756	     	57700	36272	21819	20958	     	17520	45010	20672	12249	37653	12656	20619	 9615	 7482	12908	 7086	     	     	15350	53330	12406	     	27976	30477	 9752	34786	18400	28717	
 28		19451	  193	22794	26202	 5408	50251	16966	25419	51349	     	40748	 4515	33177	47775	39604	22325	42321	28536	17734	17793	 9114	46081	33292	43801	22646	44572	46947	26046	32166	27913	27196	32211	
 29		11558	11505	59225	42713	45861	25975	     	 2707	56423	11826	57693	12404	37377	57376	     	     	 3840	29388	23649	42732	 1912	     	42274	 3757	18786	 7454	27290	58933	  764	20296	18592	21073	
 30		     	12772	37009	44454	20374	  550	     	19220	59431	33399	 4929	49500	56227	  203	59035	46767	25679	29952	38678	 5475	  549	25753	 5483	44148	14089	55369	22459	36283	12294	55630	     	11768	
 31		39952	41321	28000	58797	18405	48647	18475	     	58918	22621	59133	     	 2043	53751	51649	19881	35252	54577	16323	41654	     	17988	     	33294	52638	41905	     	34175	49099	38033	42224	19631	
