   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	
 18		20304	48660	12405	47110	16809	     	58130	24565	37088	57612	27465	52361	19763	45676	33416	33999	17298	     	 1804	53920	58742	     	29518	     	59111	     	11259	     	16003	39448	 6568	19843	45090	14202	55986	35686	 4286	10718	54657	44583	54472	  687	     	21658	20877	57989	41139	     	48099	38275	55668	     	33387	51314	21513	49412	19205	30467	26641	27383	33448	     	29583	     	42689	58820	28361	59290	23240	44312	26923	 4420	     	 1994	55203	39303	31834	59013	49570	14393	25558	  497	     	16736	49393	22692	10211	10474	36672	36708	55492	     	 6643	50388	56816	56040	15468	42447	 9800	37817	
 19		17694	15245	12896	35412	31419	34096	59923	 6607	 5305	55955	56108	21070	23491	35892	     	     	     	     	 6456	26634	24994	46023	18438	34066	54985	14939	21000	  755	     	51787	49686	36053	 5757	21915	     	41402	31473	30176	31317	41789	48915	38276	     	20954	38154	18819	17717	58833	56503	43628	11486	11061	     	45949	     	34986	 7281	50910	13086	41415	30718	30559	     	20405	46280	38244	 1682	53768	51033	12307	     	 5880	36979	     	41956	17401	 1261	 3153	27849	21272	25774	38271	51997	58000	 8146	25922	35308	38132	53703	25991	32824	44309	 1813	13871	18570	34196	17892	58559	     	21646	
 20		42119	     	40969	 1088	21825	34700	18483	55781	10830	40318	26280	53068	45542	21792	20115	21209	34084	 8558	32248	29553	     	46918	41557	34262	33490	28886	     	51386	24412	35298	59673	 1049	44888	35411	20491	 6948	41888	57720	58153	18872	38307	40454	 9460	21219	     	     	43227	35029	36974	45526	19998	42654	 1219	     	38923	57073	17490	     	37587	38151	57300	43511	31966	  929	     	32885	  120	 6019	55462	37155	21572	52964	24491	     	36009	11992	     	13774	20086	19895	     	10991	10842	23130	     	38312	28030	 5723	57709	43771	46938	     	33406	26802	43958	17014	19691	34915	     	49586	
 21		 9248	  189	27615	49917	     	37728	11774	38795	10841	22232	14116	25876	19399	32207	15738	     	     	15926	 7939	31592	26192	53354	19812	37437	     	 3439	     	34450	28225	18919	 2285	29456	27806	14583	29348	22059	 4345	43917	54049	22632	34864	44899	47323	46055	45059	33373	24275	15430	 1214	38329	23404	24331	26328	     	56607	49805	35325	     	21014	14605	33893	28440	39739	 1497	 6686	17005	49051	49000	     	18346	28150	 6656	17427	30216	32823	57095	35265	     	 7102	41492	26260	54574	     	47576	19278	 5362	41974	     	35321	32009	19387	39404	 6893	39322	     	 4000	51105	49180	45550	56283	
 22		58361	29007	56062	58911	 2363	17966	18594	33606	56058	 5252	41005	  408	     	     	     	26198	50729	     	 2625	 1361	19608	12828	 7080	40750	14556	 1632	11586	 5049	32792	18240	21236	     	50159	 2680	     	   50	 3700	39512	55106	46709	44849	17556	     	40413	     	19562	     	56879	     	47791	     	39326	48035	     	 5599	 1156	 5012	18021	45942	38582	36720	59378	12791	20700	19689	58382	     	24371	24418	52261	34502	50530	47416	 8393	24882	30349	33313	33457	52954	10936	10434	 9670	31658	59331	59428	26960	45531	51985	     	46448	37451	51593	41510	18654	 6639	     	16370	54811	54928	48403	
 23		48529	     	46727	21311	43939	29501	49358	19235	     	     	35743	53388	48535	23563	24638	 1289	  653	29230	34245	37856	59187	     	49264	     	56742	 8966	41455	 7432	20484	32296	49271	     	 8831	17570	34593	37432	57121	41588	     	 5236	40168	54529	20260	51734	55009	     	19604	42855	31042	30806	45042	 2735	32021	  611	57878	54412	15368	     	25488	11242	     	42543	16402	 8668	50440	51119	 2520	36574	22412	10835	     	57223	35310	 6514	 6904	46356	     	 6684	12160	16027	47395	10264	35302	20769	34601	51988	58995	11328	32907	29547	38342	33706	55934	59085	 3442	49072	18606	     	26529	10045	
 24		57736	40140	     	34740	30171	51183	34627	26091	21360	47286	36033	 2429	  779	41633	55601	 8103	56261	     	16820	 6903	16016	  588	52147	52553	24534	     	52470	39292	28974	20530	18613	34109	38766	 4409	55268	20745	51659	52704	     	 9016	 7385	29935	     	30851	44374	41412	     	42990	28763	 8656	     	     	55068	42021	40431	 5918	36765	25379	     	     	     	26262	     	37637	10296	 4136	10818	     	     	11277	19729	 7066	 3831	34342	27719	32043	52587	 5944	     	33241	38590	50349	24622	 3417	     	21229	35633	51435	46148	 6995	53222	52077	17016	     	39362	21078	15840	 2008	50640	16421	
 25		48139	     	16494	 9367	     	20009	     	  624	50052	     	     	     	41290	47597	29969	     	46089	     	51826	15135	38461	44344	51237	33934	39537	40161	44756	22423	 6830	52258	 1235	     	     	 5639	     	30588	     	24352	 4799	51620	     	52518	 9301	 8481	 7068	     	35942	43748	     	51761	 4640	43140	16321	     	14842	24942	49692	52032	21017	 5759	30432	36613	11398	  966	45805	22051	22794	29339	12543	40572	34055	12445	29304	 8327	56593	44532	     	 7703	55864	     	 5927	26759	14933	     	57226	     	     	17681	33041	28149	27927	55919	12819	30996	     	16834	41905	18572	  864	25606	
 26		33520	10624	27850	53643	17324	23055	21894	     	29544	     	22482	40368	37838	20407	15177	 5222	39233	30935	     	     	17390	33806	10139	43293	57439	27071	26329	47904	12638	16268	     	57689	24367	12076	23608	12996	44584	16438	57013	31528	     	 4592	16279	     	     	42801	25593	11477	14007	58016	 1365	37508	28419	23810	32441	27273	32665	     	17864	57415	42525	     	29336	     	26303	55434	     	44680	26182	 2679	 4020	45165	57647	13714	14420	     	14547	28236	53080	23726	 9216	17962	15540	 2031	  808	34775	11877	35507	 7439	 2457	14562	40283	26082	41527	     	 9434	  814	41880	27735	52750	
 27		38355	41364	28743	45473	     	59887	10759	37365	 2401	48512	43544	24846	40907	36351	 6236	 4573	 3891	33819	26780	35156	 8540	11525	56720	15516	51731	 1084	     	     	16310	48998	31041	 3934	  944	10575	 5388	51109	25255	29179	31355	39454	41282	13375	17493	     	29529	22065	     	     	54109	31621	  622	48866	 2565	41933	  748	 8298	56337	40790	     	 3256	     	47089	     	 4132	     	     	     	     	 4916	     	22575	19861	56189	     	     	43905	 4863	40920	     	     	18620	33294	     	17963	32568	25370	29595	13001	37613	 1576	12883	10058	 5102	 8815	42694	23063	     	 6463	49052	 4709	
 28		28185	23705	58061	35983	21607	52931	47274	 3075	35504	     	32804	22752	25793	12339	16901	46733	18899	13988	29379	56125	53155	38435	     	12569	17435	     	  841	     	     	  538	     	26168	     	53742	 9142	32651	59367	56565	41937	48948	 9289	40386	44958	     	43705	 7452	 1411	57031	23519	 2074	21583	24400	 5995	29416	     	12719	 9250	18511	50845	58674	37202	21080	34313	40353	42478	     	 4478	53098	     	53799	 6543	35100	44991	20552	44456	49722	42787	31172	49829	45068	31888	33092	     	46754	33015	 5244	21780	47237	10234	     	48581	13099	23749	16040	     	     	25494	44184	 4767	15698	
 29		     	23043	39062	23692	     	15174	19873	40808	59700	47578	58835	58538	 4423	34141	 8456	58790	56257	32585	32537	40377	23651	46660	     	33422	20389	28013	58596	38472	48331	30535	18506	12142	 5523	     	27175	     	54971	33296	32691	26241	33559	     	33873	29760	50557	17430	     	56769	     	48986	54286	33890	15597	13990	34998	     	 2620	46464	58555	 9760	46827	13021	 6045	   28	25600	57781	 8300	     	46407	10255	52468	17915	20401	27293	41641	46745	27036	44104	44667	45622	57285	42105	 6016	15267	42515	30130	22806	     	11190	32572	18559	15205	22766	 4351	 1941	39185	32492	21280	 6397	 8533	
 30		52192	35052	21293	54640	     	     	35549	15892	     	47560	36544	 4692	35764	45351	20637	 1242	 9108	     	47222	28618	     	43746	     	31129	22135	40642	51343	18427	48547	     	 3885	 2622	     	     	50228	25619	53659	27743	 1157	36510	     	42624	13249	34570	     	21267	52403	 5386	54312	28178	14614	30784	35196	 1163	55461	36449	24101	54688	43014	33681	10451	     	57727	22067	 5465	  554	52390	42100	43279	26395	32997	 1026	31186	     	46950	15778	16504	33935	 9413	31731	31651	54429	     	 5506	22383	 3015	55816	14572	11113	  543	22042	44320	45858	42919	53097	35220	     	14994	     	58649	
 31		     	55689	31229	25217	     	24380	 5190	36594	51334	43270	48316	     	28666	31363	16595	41354	 6088	58432	 9052	     	     	     	45125	     	46547	52638	  967	25046	13429	55022	10609	34822	47401	30212	44803	39268	53166	39449	32736	50825	53650	38592	35975	13024	32219	20535	 9305	33405	54708	29702	24190	18928	37931	     	15859	22772	 3199	 3751	57810	     	     	     	58440	     	43808	24177	48399	55883	45013	36190	46199	12333	33703	52952	44258	22064	56553	41100	22088	45355	24705	55514	 9534	     	 6878	55484	17255	     	25410	48352	35636	27602	42701	37330	32305	58045	     	46461	55475	     	
 32		12578	35852	  305	  601	     	 4368	32686	 8645	     	35407	48997	59874	 4450	49685	35592	52703	38558	46431	21133	23439	     	     	52956	51032	 8532	     	 7873	14761	 8822	15414	43618	22976	43884	36136	53075	     	51227	  293	12247	 4223	43222	     	43660	33319	58662	15933	21221	 9213	21450	     	37103	54055	48812	26853	10390	22880	23914	     	40983	18898	15564	54594	 4893	28680	     	20872	10473	     	     	 2361	50442	 9541	45263	46699	 5258	10924	     	28234	27544	29827	46625	     	41829	35639	20694	28024	51873	 2757	     	36444	 1322	     	58990	27306	42287	30970	36554	 2331	25766	40699	
 33		25711	11958	38906	32052	37996	     	34494	46663	52249	     	30951	37300	 5913	 3653	29820	     	47251	27027	 4152	43241	 9888	     	54342	56222	 7288	20308	17236	28091	56858	10817	 8205	     	 9449	56217	 9897	37696	24145	22800	27829	50297	33505	29115	20325	     	     	11718	 4856	47249	40632	     	50160	  889	57366	57611	24616	40215	10690	 5157	 9600	54641	13392	 2548	 5501	     	53466	 8252	57646	49930	17502	26948	19557	21436	13189	     	  500	36650	     	30674	40248	50594	23849	10663	20693	54089	48726	33164	59192	33942	53622	 1393	53452	     	23923	 4115	39075	 6303	58551	46041	38902	20809	
 34		56066	     	     	19458	35521	     	21173	43822	25004	27777	 5114	     	     	52757	37040	     	     	37984	12931	19933	16612	 8431	55027	 2158	39372	54284	 9954	19764	 9864	15707	 9334	25467	 9813	43006	49888	17920	15574	41458	     	14557	 7791	29823	     	18169	21606	     	28475	16941	     	     	     	     	43257	     	26791	44774	20713	47059	     	17404	     	 3970	37144	21845	 9127	26598	     	33924	 7291	33157	23868	59456	44863	     	18061	     	50887	31625	     	17880	16463	24342	11694	31471	     	     	40835	19460	20780	34873	25723	56618	  393	36799	     	     	25718	25561	     	44862	
 35		10790	     	38474	31751	32001	19759	 9901	25313	     	44970	57574	23621	46913	10617	24989	41616	 3319	31638	45447	44777	34690	     	45821	23119	32059	29174	55677	31431	     	30043	 9657	48914	 5789	36071	10268	50196	     	     	 1597	41122	57383	 8444	 5594	 5123	12963	     	50805	52643	     	35895	45252	39683	10952	36448	54399	26001	11867	22643	36180	 1444	17388	50967	52695	30326	 4167	40093	29422	 2225	37042	39419	     	49645	38174	     	10314	19640	58280	36839	15271	 2938	57032	27242	51529	     	15812	21005	32739	26845	14108	     	 2992	  130	  938	46002	57680	34514	31335	38401	20057	48199	
 36		18500	34325	     	14501	53274	29223	45593	48344	38051	     	23571	24439	38640	51684	     	 1907	 6209	28254	21950	     	35819	27192	     	   97	 9544	38143	58196	50329	30413	39821	 9385	14623	     	15918	10547	 7265	31889	44330	20916	 6352	16363	22128	47115	     	37319	37171	11427	14749	49162	25398	59869	14179	46300	46975	14725	     	40678	     	 9245	11985	31315	20091	23858	 8053	29451	     	59544	28676	16863	51327	 2050	11431	37321	 6347	11848	44285	 2816	23618	 6112	 5127	46667	 9336	     	 7679	40475	36125	27742	50813	21581	12825	     	38021	53130	37204	14682	29537	59911	28857	 6980	 8651	
 37		24936	     	32801	58781	 6441	49710	     	 8050	 1060	     	 3952	39424	 9156	56030	43394	12417	50150	 6186	10311	30002	28438	 8572	24102	31833	     	     	14239	28037	     	34556	44692	15531	45081	     	53849	27947	 5740	41182	 3274	19722	30474	38731	     	34925	19016	16543	 8193	26174	50983	     	13527	47778	52199	46923	21900	25387	54735	     	     	31993	23940	40776	48374	     	36843	32049	53192	  643	27883	     	22290	26386	12322	17357	 7903	 1317	54639	10576	     	55585	32348	17840	34372	  862	40157	41985	     	     	32073	     	52512	     	 8079	     	33582	 2075	30543	     	11669	56656	
 38		17262	20387	29668	     	43783	55213	49013	 5352	33707	 5026	35649	     	     	29866	 6950	     	32042	46715	11670	 1877	54305	11638	     	     	54542	15284	21249	31577	     	56053	45746	24653	47847	17807	31868	21463	     	     	     	 8895	32825	36592	24928	19647	     	23410	56940	48388	32029	33839	46669	 7906	17728	56080	33079	57025	50444	 1344	59082	41991	56908	46865	  526	 5163	30685	43663	 5638	27080	     	     	53233	19169	56349	30946	 9768	 7831	23703	26480	15815	44498	33688	16151	12863	     	37069	29284	 9557	     	55037	     	45248	13596	33530	43874	35247	48405	24397	     	48961	     	
 39		57209	     	41891	     	55178	11258	 8810	30211	     	54404	23283	48074	     	     	 6459	     	32740	49947	32910	51692	32937	53662	16936	57054	50416	29212	22279	     	47628	43294	33001	52652	54157	40888	     	48304	28945	57310	     	     	43818	13506	24048	27702	56425	28896	19813	     	38905	59550	16857	32700	     	23412	16092	45894	30565	  650	48430	     	 8707	16087	 7859	     	56229	30139	  730	36635	51108	52460	37483	     	25862	11144	49194	26881	19677	36291	     	55310	47339	13958	 7065	53660	20444	 4735	43653	47839	19226	21609	55386	14969	31115	     	24437	13581	 3103	20869	44800	15327	
 40		 9915	     	17065	19465	24305	23666	30676	     	 5186	40106	54590	     	36458	35456	 6079	10193	     	     	40446	     	     	46345	 9610	14195	25798	55957	35995	     	46683	 3746	19038	25953	44561	26354	     	23460	57911	14710	58385	55260	 4246	27501	 6393	25537	28940	 7557	32110	26550	20537	25081	 9906	17671	30353	57314	14151	     	20928	     	39296	41460	59545	     	36460	50379	52546	41932	45635	10190	31387	15070	21521	 5211	49618	23497	  667	 7498	29744	     	11680	28381	43526	21383	45874	31422	22452	56210	13599	21008	13963	12614	 2006	     	24746	   77	33845	43271	 5818	     	     	 3554	
 41		35228	55020	49338	16981	40553	 9418	     	 2870	     	     	25543	19745	     	 8046	23669	38743	    2	     	39569	11175	48216	59464	17173	     	43015	 8674	54058	43671	 1890	38004	 3405	43468	 7808	45856	32650	50323	     	39938	40901	34280	50279	 2787	55929	48341	11710	     	31006	45565	56980	52302	51654	20061	27639	 3050	     	56098	56049	56384	20187	55304	55254	32054	43053	42538	42687	43212	     	44733	13332	 5926	45627	23637	     	39920	29673	 2295	 7667	31583	59300	39954	10384	37811	12271	     	19142	33536	     	     	16829	35232	 7889	     	51915	     	21283	17923	23564	56870	23921	     	
 42		 5615	     	 8788	 3244	     	20314	16051	 2350	33787	49980	  830	40873	16208	47864	16142	45011	49307	39535	 6762	 1600	54301	16317	24652	     	32738	26399	51085	     	56898	 4717	52867	42056	23104	16502	15714	13317	36773	58325	41405	21842	39769	53515	     	23482	25896	 9643	45320	29426	     	54458	29554	19810	53791	25069	55927	10406	 1886	12982	45339	     	10067	37410	14483	 8697	 3998	25338	25528	45836	 2097	34615	     	44604	28993	28605	58912	     	46313	58073	 1722	58826	     	27165	20497	     	20801	30536	43191	40735	27020	52720	     	     	46312	16711	     	     	52755	18188	25407	39531	
 43		 7837	49997	 7021	35071	 2081	15834	16359	23296	16913	18562	58809	44187	48069	46082	58937	     	21597	17759	32747	 2251	51194	     	41264	39474	38086	     	14143	31434	57734	39807	54473	57862	     	 5626	18647	     	23165	52854	33699	 1612	     	 5969	46473	42307	24002	     	     	     	     	 5567	     	 2115	52949	26750	54914	17952	21373	53608	21840	10334	 6495	11336	45559	     	14976	54670	34263	14936	31117	18751	39324	29711	  126	50503	48849	40493	52863	38774	47583	22661	39575	11230	31613	29563	11838	33925	31542	     	17317	29532	40733	 9743	18320	57838	39097	25629	18524	37579	56724	29741	
