   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	
 10		 5144	     	     	     	 7587	 7516	31808	40498	32380	 2484	34782	22716	41381	52914	32277	35473	 4641	40004	28918	10319	 5830	23160	     	10599	 5787	11450	53783	 5767	48439	47275	36127	48767	51166	49817	31958	20198	26600	11898	11366	     	52370	 8442	 7159	57210	     	     	 2144	56062	55479	48827	31485	22492	     	13341	55622	33162	24353	     	45595	12676	33616	26278	     	27077	35329	  197	37538	31963	 6904	33424	19703	
 11		29112	21693	     	40564	11981	13981	23250	20219	     	     	     	38143	54343	27989	41134	13967	55659	16591	47504	33724	58201	25694	45972	     	18951	52145	35088	37288	42690	  219	52015	56064	30016	50507	42658	11916	40165	54582	53272	34785	43944	     	     	56998	 9983	32815	17074	19995	40549	59853	41066	37028	53979	21259	43455	42497	     	24696	49812	     	55045	     	13488	42409	 4820	55880	 9137	40557	18234	20325	56612	
 12		38745	37516	     	57375	54486	     	 7701	25786	20873	15132	19841	     	     	     	36642	52327	 2936	55630	15468	 6767	21835	 7900	34560	     	     	 9365	48645	     	52681	20963	56688	     	52845	52190	16313	11426	49856	 2184	51389	37314	36447	59922	47110	 1666	49634	17799	38179	43636	55082	22371	13512	     	17770	46393	16397	47557	 6898	     	48722	34390	39763	57637	20085	11736	18347	37534	 2419	56678	24525	56138	26247	
 13		     	20528	50401	49541	50800	38258	     	31470	21694	30045	20366	44507	 7375	37489	27360	26324	     	46202	  943	33383	28275	 6665	14053	30535	 1984	52244	     	54156	 6005	55510	44908	 5659	     	50185	44208	46590	28655	  659	59358	 9578	20479	10292	29882	59405	55668	     	43874	14937	36305	 5134	20718	26090	 9634	 5708	47640	29269	13576	57002	31673	 5768	11222	     	     	 1698	     	20818	18581	14712	57352	  433	 5354	
 14		26889	50248	59934	 7774	     	45325	27430	     	58641	     	 8616	     	27514	 6357	29255	27317	56502	24671	38712	59300	31751	13095	 7911	11142	49156	     	49504	17604	18117	33769	28729	31054	35490	51180	 3613	45494	 4389	44191	22083	21535	17389	38098	     	50179	28516	43297	11438	14248	40543	41312	39973	 9287	13001	42551	57839	 6100	54527	54573	11552	13475	 1886	45251	28665	 2361	     	22624	41820	37246	25688	53519	 8401	
 15		47112	10705	22952	36028	28476	55557	     	39341	19505	 4835	29698	22786	 6344	20659	 4333	     	45108	     	25271	25407	40532	 1597	28636	     	 1548	26679	28713	     	38064	23790	32435	46513	11765	53942	21393	 4615	43952	26594	51654	52764	 7479	24715	58554	     	     	43545	 1402	     	19221	19231	     	35918	29697	33865	54578	48360	40123	38289	53387	     	     	27725	     	45420	     	27778	32128	45871	42346	12408	18169	
 16		50578	11947	46544	 4918	32889	43538	21604	37541	  298	21593	34807	 1298	58550	38428	10761	 7473	     	     	 7472	48317	 9023	18983	43213	10759	46980	 6899	 2573	37066	 4017	21387	59137	41541	32056	54646	 2935	44290	 6433	 2693	58237	52972	  481	     	44878	 8806	     	     	52860	     	     	56694	     	     	34220	     	     	     	14044	28634	56713	30011	 1780	49580	 3091	13303	44046	54942	32880	29858	14565	46244	41435	
 17		54886	     	17195	     	44643	47481	48878	39045	53201	21838	14529	58138	13756	53213	55570	56303	26177	  631	26181	11383	58284	     	13192	42564	16791	38025	48472	 3437	54210	41768	 4391	13544	 1337	12855	 2310	 4050	23660	42627	44406	12751	41936	     	55654	     	     	 3694	10898	27171	43275	26930	 4603	 1364	52509	     	50731	57796	55814	40762	 8416	45224	     	28443	15116	37101	     	31738	     	 7856	24300	     	53700	
 18		 2924	12120	     	     	57559	54786	 7992	21697	19918	41061	47981	16522	33931	37215	     	35523	17411	44829	     	     	     	25267	 2393	36617	58612	24279	30048	41039	11768	 9348	12385	51737	43290	     	 7549	     	17696	21804	25186	57892	 3369	59741	53250	     	44901	55851	     	 2403	53118	28889	47552	55566	 9416	 7859	     	31659	16954	     	40471	30090	  490	13252	28037	52426	 5248	11289	44424	26421	     	17921	44269	
 19		27491	     	44165	51901	     	 5538	 8305	49719	  553	  654	27583	39819	     	18738	14698	51257	 9580	41817	43144	35190	21640	40222	10275	51795	57556	42913	10514	 4156	48537	 2386	11275	28522	59892	25696	16481	54718	39872	26657	34958	12443	     	13898	43617	51430	20110	     	22916	29715	52949	51868	28013	     	43055	 2970	 8461	     	23156	30638	40540	     	 2643	 7074	33416	35535	56731	59283	 3962	25771	46649	33708	35459	
 20		 4219	48816	31205	49830	50031	15861	38614	41993	24248	12638	53426	 2319	     	19046	32769	 7726	59813	19330	13792	 2721	19757	     	14475	54415	33070	43217	43313	57908	47890	58331	57114	 4525	36132	 7893	42647	 8852	31629	10896	30552	10459	 1026	24877	35507	30242	51597	26438	47539	55161	46504	33853	  703	     	     	43672	25215	32024	     	41150	 6192	26790	13857	23029	51136	11910	22423	49575	25020	48008	     	45430	51521	
 21		10055	51864	20878	17936	25685	     	13810	46426	41138	52652	17451	49144	28308	33391	 6300	     	57999	 6763	11500	 5581	 8343	10809	28036	19312	     	45916	55763	34134	38433	43476	48465	45655	16807	 3390	27283	31990	51691	23958	     	55905	     	36828	 5299	36510	 9772	33258	12701	 6873	42421	56208	22362	26751	59027	 3363	     	50201	13659	37005	49880	45034	11522	37668	     	     	28822	11957	35857	 6549	47191	18330	32728	
 22		13061	19110	24524	34986	     	31428	     	56476	57678	 5486	11823	 9980	 7109	30570	50659	11149	29994	13698	16785	43014	35555	37305	 8412	28821	31798	59543	     	25275	33073	27524	 5397	39612	     	 8080	     	18509	     	 6849	44921	58387	     	26614	25112	22983	43825	56125	 1415	41355	     	 4919	10361	12756	42120	 2636	39312	     	20968	30851	     	19333	21191	     	37985	     	37029	33792	13874	23876	     	20831	11292	
 23		31860	15164	39636	22290	38189	10363	19856	  785	25762	35727	43817	16439	29304	18211	     	27624	 8346	 7346	20136	26179	55680	 7026	 5237	 8667	53114	     	     	 2229	24980	17011	 7845	     	17494	     	 4260	31597	     	22126	 7530	44770	24628	  461	37833	 2295	18196	19075	 1987	34020	     	 8938	35956	51454	25109	54248	41715	41967	57309	48979	 8982	 9473	59276	     	 5480	56876	 9115	  228	40082	 7723	     	     	43682	
 24		48357	 1789	21378	25677	17449	     	     	21840	48621	46015	26224	     	18817	49174	39071	55489	19922	21317	23019	     	42811	49064	     	10011	43732	42566	30614	26169	     	15124	     	11375	29012	26038	32934	56429	19000	15567	20974	36436	23251	25392	37531	26139	39209	 6852	18450	 4648	35894	33404	35308	17752	24510	35625	 9872	32324	     	39347	55972	     	32756	 7977	 2102	39365	26996	 3064	25197	     	57776	49392	52625	
 25		44953	31029	32677	     	28742	     	 9323	28299	18974	     	 8739	18112	48369	31604	36905	 6720	31001	 8978	13634	37290	22923	  118	 2350	     	26188	20662	 5751	25912	15185	52127	45954	     	11886	30627	41716	35397	10754	14879	 1614	17382	     	 2972	14512	39208	 9780	36914	17968	57433	 5052	15235	  146	43757	38475	15763	48456	20047	     	     	 8296	51979	47115	 9861	14185	 2087	     	 7709	 4562	51725	29978	 9362	48023	
 26		28292	 2590	30363	50070	32087	45471	 9494	     	53121	10812	53543	12706	48733	33058	38628	56234	28448	20391	50786	19397	     	55185	     	59460	54304	39933	10831	43364	51693	10763	28598	24868	     	42727	 7504	     	20443	57774	28324	54696	25830	46440	13965	50782	37907	 5643	43853	40687	 9746	 9715	41869	51300	22384	44000	 5890	48226	 7940	51903	21109	52168	27641	55991	32205	     	26882	54811	29109	56272	34583	     	41474	
 27		38611	27735	     	  641	     	59013	41329	  365	     	29218	56059	     	28040	 9595	45566	45545	43167	     	42191	17372	26376	 9072	  745	     	32716	55723	27938	24557	 9689	17263	16689	43187	 6471	16740	     	 4235	 5687	20500	51711	27933	 8157	 3896	17200	27806	44134	22554	58755	55939	55404	23964	33277	19451	     	34207	57346	     	34812	48432	32638	33228	 2181	  575	25922	38106	39074	     	51067	42721	48080	29420	21714	
 28		40967	42898	39271	59290	 9673	     	37271	     	24345	55131	54558	     	31885	41669	43009	12966	42149	25709	     	39490	 2392	  580	46813	54529	39397	20536	     	15080	     	34686	 9995	24686	30985	18877	     	31700	52374	59544	48516	17764	34380	27483	     	48013	39492	37921	     	35205	43042	     	11884	43262	 4847	29983	58126	29678	27771	 6613	19873	25096	14960	58977	27034	55245	31086	     	28317	 5025	25517	     	36074	
 29		12447	20164	46657	44275	 3923	39503	36830	 6241	16874	58625	32735	27975	34359	     	 8114	15180	55598	     	54993	21427	12036	 5644	21844	24999	56291	11861	47347	     	 3943	 1350	     	27564	36058	45617	27571	     	59369	20888	33991	57271	41959	36157	36317	35511	     	 6341	31835	19037	     	26067	55721	38159	32328	21773	27011	53622	23291	     	     	47228	52362	25689	42083	46435	39604	     	42976	34955	48963	58580	     	
 30		     	12839	46286	   97	 8332	47326	 5947	29261	48165	35539	     	     	34100	 5772	57470	40836	25033	     	 4172	27495	30992	 7324	11322	18109	34866	58586	58524	32519	 9426	16823	28367	40022	 9370	49686	48731	52911	 8471	37988	15188	55673	22706	21309	20524	15003	     	56315	     	25116	26212	42175	45573	 8118	13615	47518	     	 4449	     	24700	18402	50549	50612	10199	17057	37859	21620	34713	28775	19091	 3803	25728	 7063	
 31		 7283	20936	37876	52501	52122	37640	 8898	15970	22140	 2511	49660	26820	36323	21920	33442	 9790	     	     	42728	56085	34590	49607	50161	 5029	40775	 6313	29640	44975	44923	49380	38542	28506	42641	  851	54141	27354	36465	43430	32040	20609	11250	 9767	13887	34773	29305	23569	     	 2442	37411	37019	31749	 5165	50368	50533	38068	25627	27848	54108	22166	24539	21376	39032	 9696	44018	29231	27084	23081	30678	29116	25189	     	
 32		38792	45716	17678	21757	     	51958	 4681	34460	55278	13723	53798	 6244	     	17774	30104	     	26997	 2654	40409	     	25075	15169	22403	 1081	     	 3717	52505	48637	34110	46164	43652	14519	37067	     	38843	51957	47261	     	56650	17344	47011	55783	45961	20041	     	10231	 2247	47652	35223	56561	25120	 3747	 4510	15721	15910	     	     	57388	54325	41698	13646	37682	57184	12787	24032	 5691	 4557	 1554	39854	48587	25749	
 33		36358	23534	     	28021	58593	     	44792	42009	31898	58254	38388	58687	59534	59453	18887	55305	30628	50936	23435	49823	28652	     	56212	 7628	36202	38465	31943	     	56232	24311	53943	27498	 2931	 5491	12345	44408	51602	49311	54523	 9171	53518	55375	46720	51986	18503	33173	46987	15724	52224	 2683	32771	26980	30345	33727	 4985	42152	40847	33066	29937	32501	31873	17479	53062	     	41624	 4803	59935	36921	     	30175	 7439	
 34		27554	21333	21985	40491	12255	 1280	26711	49277	     	39114	46902	31732	     	27603	56147	20215	33594	49222	41290	15617	     	 1906	31176	13097	     	15536	 2910	38781	 9549	47133	 9306	     	     	41611	24338	37394	 1128	41428	 1186	54078	27297	30146	24853	32852	52856	59526	39348	55902	 7135	25461	 8415	 7761	20425	18127	43202	     	 7935	45478	59841	37358	19189	17831	34044	29808	 9687	13601	55004	51873	 3624	     	45589	
 35		13951	51290	35501	 2774	24098	43451	30170	29526	23710	22806	41853	48049	     	46650	22366	34485	17502	     	39019	57020	44130	 2610	     	59310	11677	 5845	18803	21327	     	24406	13002	32627	55952	51923	37306	20484	37937	 6037	17456	43278	36918	37554	     	56820	47029	31136	36866	     	49108	     	33906	 3597	26638	18705	37041	55855	31420	38853	45356	 5509	39266	15172	     	     	 6719	58508	46311	49036	28191	40368	17269	
 36		22501	39029	40055	12879	38319	33542	18040	 4966	     	     	37063	57243	14483	 2773	23167	21763	45067	26550	42128	     	 1537	25148	40110	51258	37094	57762	33846	20309	42347	16271	 6336	     	     	56670	44298	22942	53815	 3919	49927	23543	     	28647	     	38126	 9944	     	54816	     	 3932	43496	 8364	14050	25350	22277	36175	37187	34872	18088	21043	28150	11013	35011	29766	 7284	25560	 5810	46662	43266	     	39106	27900	
 37		59913	22996	31375	 1688	54593	35495	10087	 7877	     	21380	22991	 5211	52833	10696	     	30158	49691	30064	45272	42136	     	21184	     	16084	48790	44840	38880	28109	51235	46782	36213	 5802	 2008	15393	56894	36037	 8593	     	     	27891	15506	29054	49914	23519	32103	     	55819	26189	11274	 6039	41016	30970	     	21609	14724	34623	53325	25250	21760	37768	   73	18458	38573	34069	43534	 1756	33153	22941	35991	 1600	17958	
 38		     	23323	     	58334	34997	     	55275	     	11086	 2376	13800	54475	 1062	36340	33789	     	     	     	29004	     	12759	     	40646	58996	     	53233	47182	56855	31247	52692	     	49552	36602	     	27902	     	41696	32013	38248	22742	     	57951	43552	     	14432	42116	42473	21944	15559	33464	 6359	28834	45445	57007	39498	37449	18840	22687	     	     	 9172	 8128	47785	55166	54705	37375	16675	52905	  693	     	52963	
 39		52137	17216	23220	57524	51818	20427	23655	58823	28245	24956	 7913	 2927	33316	33398	38589	10362	20289	 6918	47588	12176	15203	21824	22421	58853	41268	     	14497	39420	14125	17579	57717	11656	     	15512	 4548	     	 6859	     	28498	12536	25977	     	 5578	10045	     	 4932	29865	34388	33737	40412	58019	44664	43108	42139	 1727	17598	49708	10216	11318	38235	47827	31142	 9956	25019	47093	 9530	 9778	28409	23992	     	35664	
 40		46153	28907	     	22471	     	  909	45737	17838	36952	 6264	13261	10312	     	21741	34717	27619	  643	 2431	49702	48805	30346	36392	22466	50012	20550	48442	     	13926	20680	35596	22847	     	45350	19192	11844	49769	33150	35514	 4500	36719	 4435	 9279	25180	 6736	37788	42180	54883	     	52602	38324	     	35988	26827	48389	41829	     	     	 3745	58710	15205	49835	41266	49310	41354	26287	11417	10010	41459	16805	35952	47993	
 41		53766	51442	55381	16120	     	 2278	  360	15911	46044	54355	55516	58560	     	26025	31508	 5089	29098	     	55454	43961	14476	39427	 2687	18997	     	  295	 1991	 9298	17017	     	54467	40245	31905	     	 8639	34619	     	40474	43842	19275	 6368	19434	22505	28593	37447	37340	     	 1656	 8738	11347	18146	31867	 9934	     	 9998	18528	47255	58412	16070	13108	29981	27209	53938	 8247	34687	     	47860	21203	20380	 6698	40671	
 42		26280	45988	56244	36112	52044	     	58875	28781	 2103	31853	36767	36863	26144	29796	22378	41048	     	     	27230	17701	21625	20642	43118	52899	43352	53748	     	     	     	 8359	59391	23840	59428	  795	 9042	57400	29030	26403	41460	     	     	 6211	59388	31125	54418	26435	43184	34765	26534	22174	     	40590	19308	26477	55111	 3922	23036	41374	17614	33364	     	14329	47499	50595	27769	57017	 7720	 3399	43764	22671	50355	
 43		15122	49629	     	49206	  341	49545	22726	39026	53089	     	31692	34068	36122	16072	 4227	43500	18473	34015	24017	     	     	 8251	 3527	22375	31207	16572	     	     	30199	30981	     	19332	24495	 3454	58396	20248	 7757	55643	     	56275	40586	53816	43310	28437	20478	37626	     	     	41027	 9659	  103	     	57754	49868	37333	     	16361	37857	45924	31985	58314	     	44822	 8490	 5891	46131	38568	24646	     	     	52708	
 44		     	54311	43382	27727	20867	16162	 9979	 6855	 6323	32750	24139	55343	45551	43255	 3716	12578	25788	47066	31806	30092	49941	29254	    0	     	53538	43153	36605	     	 4845	56023	55750	32329	16520	40250	11698	 4084	 3293	36332	43207	56617	59044	38023	 3146	26596	     	45817	23598	 2022	39843	24545	40789	18776	35723	35959	     	16411	16653	22683	     	37724	53853	     	25454	43684	43727	 7494	     	 6752	47244	58363	32154	
 45		     	40271	52786	18013	 4459	46430	     	19212	     	     	59159	23204	31603	59279	51735	     	29392	 6330	10648	55713	24110	44192	41007	     	32086	     	23916	 1384	     	 1447	30757	44772	 1334	     	28702	30607	 5621	 7927	12107	     	     	49565	14673	59720	10237	39401	     	52117	50684	20501	 4194	40371	51700	28848	56565	57928	 2013	     	     	45026	28218	     	17364	21410	49083	 2858	48198	     	 8088	38613	10348	
 46		     	29500	27672	46069	 2331	 3703	56960	26504	17532	 1094	  485	14598	38044	     	43893	46455	58108	22606	32602	11615	10397	 6555	29449	31027	 3712	42058	41184	     	20672	41096	46867	10085	53481	40005	42074	38162	11785	10569	 6305	38322	39310	11968	12996	46291	59304	34320	 5012	44431	20262	 9025	43584	     	13896	 6586	     	     	30389	29802	18414	 4152	43851	52819	    5	     	49903	52726	23272	 8454	12972	44068	34881	
 47		     	     	58434	     	 3887	41755	56054	18642	 8304	15954	50643	21715	17715	49281	21072	 9223	28539	49161	25503	33326	59723	48602	57477	 3243	53467	38148	17068	32318	11959	18033	35331	23614	32322	49469	24422	48110	33678	44205	29550	55953	     	42138	49476	41100	50267	     	     	 2264	21595	 8893	27312	     	47577	     	39831	39563	24886	37869	49901	56355	42562	34306	     	20268	49589	27507	     	36834	  252	12449	16768	
 48		 9058	44313	48342	52360	     	44390	33972	43406	59596	58092	     	38485	     	58080	45244	51145	     	48397	41509	47250	43633	48115	     	17369	24906	 4036	     	 6620	39529	40435	38558	 1333	     	24072	     	     	15213	38903	55051	31620	26564	40518	19903	 5615	45540	20486	     	12870	57512	52651	     	 9913	49020	33325	11918	36454	40450	56013	37418	15464	50319	36346	     	40027	44348	     	     	20654	     	     	21116	
 49		16695	26068	41120	59602	47179	15796	32238	50492	 4002	25635	13897	     	31250	14887	     	 6992	26306	30439	59060	59245	  601	 8139	35016	30637	52945	     	25408	34896	     	 3164	58922	10867	25618	26557	13296	20490	33362	 7811	22959	     	58497	57057	     	53802	53721	30072	50113	38641	52420	     	25999	 1851	18849	29549	21406	14932	 1953	31389	43075	     	11842	57165	 4273	36274	36685	 8691	23489	     	29764	28485	22332	
 50		 5695	 5894	39615	52128	24816	     	     	33344	 6068	56336	     	19641	     	22784	 6970	25821	33617	23126	  154	49644	44675	     	49394	45141	12492	 2060	17512	54769	20764	 7580	50694	18801	     	56192	10072	19173	45809	     	36721	     	52804	31525	     	58545	18760	42687	     	47329	     	45941	35038	20619	     	24710	 7907	15610	 4115	  348	     	54065	47148	20656	     	39726	21555	10524	     	14555	     	44309	     	
 51		 1074	40798	 3824	32330	     	20316	39159	     	27839	     	38321	25452	22479	56834	     	42253	17920	 7311	 9108	52093	12210	37392	39676	36004	22302	     	45552	18916	27493	15975	     	 5888	     	58285	38482	38049	 9569	40595	55545	 1786	41458	18072	13935	36400	     	     	35165	30930	45029	34400	 7822	23470	37205	28508	42026	17537	     	50313	56665	 3710	28211	19269	 2077	27220	52472	     	17889	39295	34121	10062	     	
 52		 7608	 3382	28746	46493	 6422	     	55035	39842	37618	     	 8744	51838	32207	36177	14778	     	25990	39193	     	 2438	 9588	43933	     	34880	27303	32573	45104	     	     	     	15198	23921	40635	54452	 4485	     	58324	 9509	58145	     	50136	31616	 5530	51163	38014	27808	40877	 8474	13575	54997	59127	33795	37759	48585	26581	 9526	 3431	 6374	54242	     	     	53525	     	45090	18747	59695	11087	26582	19518	38746	     	
 53		38401	32173	26629	50246	11439	28396	22882	50200	35619	46165	59887	28791	55191	     	 9413	     	35403	12175	     	38158	19819	 7517	19618	 5156	52315	  477	30323	36144	48903	10934	     	42768	40133	22621	24403	58100	53219	24120	57964	56076	 2025	33783	54826	     	27563	17681	44433	34143	     	     	     	 5685	49074	27992	54833	17695	     	53409	     	32795	17083	26414	     	36886	 6017	32634	22781	 1420	56341	15368	35717	
 54		29491	20960	30172	46690	17924	 9533	36948	18319	     	55746	21649	31582	16199	     	21298	14314	24457	21530	18398	   65	 1460	38934	     	 3567	     	     	44328	23268	59903	23110	51911	59370	     	10779	58718	36969	  964	38036	31040	50328	 7574	32522	24955	12707	35470	16371	14398	27753	34882	15766	37906	48770	     	  687	18950	23770	24425	     	12621	     	     	36350	     	36934	13035	46333	24586	55913	55490	35121	45967	
 55		24664	 2897	     	47227	33154	 1275	42597	42250	48981	     	17054	41797	59688	48441	11488	     	20030	51184	58377	23845	     	47854	37405	43695	14286	58663	 2724	     	 1737	51899	34781	     	14220	32134	12703	58506	 6642	38962	  352	51385	     	46470	 2540	 5194	     	 9379	 5692	  539	21300	17306	41246	28518	     	21120	     	36160	44727	26142	44098	     	16951	 2316	12076	     	     	17878	10014	56167	30124	45028	  425	
 56		54085	31020	     	32361	42784	     	28312	59766	     	45688	57943	41852	11897	37748	54654	 2466	51382	20714	43970	14835	11652	11296	     	     	49077	 9371	32028	     	36984	     	 7138	24591	15780	30767	     	38181	     	13008	     	51392	16383	51162	52981	15932	25942	51326	42297	     	19796	51418	43390	47791	12367	49813	23319	45576	23062	 5131	 6814	     	     	     	39194	29870	38447	21647	49800	31342	54981	  437	42434	
 57		     	30698	15353	24474	     	21311	 5059	17188	59303	13294	58174	 2363	30313	  998	  829	41617	17163	41347	43133	     	38936	28116	25803	  746	36799	32085	48416	39229	51502	57091	14719	     	57050	35206	34096	56179	51221	  161	32730	59859	42080	13976	34137	48947	49723	42016	 5930	37515	 9728	32385	41607	19758	25308	     	58782	20141	17746	     	30136	52817	 6559	40202	18888	54496	53186	13124	 1066	40696	29540	40180	38186	
 58		43440	54625	34392	22526	43261	38498	54374	27440	16534	     	46771	38813	42376	37895	23711	30618	51380	24399	51334	29144	51943	21240	22521	34216	29527	45534	     	  940	 4481	     	55230	 6561	52246	     	13423	     	39789	15332	30726	29058	53286	33461	 6552	53704	21878	59203	26123	 1105	     	17117	26292	 7144	 8826	52605	53814	55567	53527	     	46865	 5556	56569	46941	24316	     	     	21731	45488	31668	 4054	54919	 4460	
 59		32995	     	29063	52126	51929	41666	     	33183	55544	53299	14344	28893	46906	     	     	38104	    2	53216	24123	20103	 3425	     	23733	 8968	45749	     	     	50627	29158	34383	24907	56811	40935	36744	12349	12990	57380	 4015	23873	26990	58618	     	21035	44976	     	     	 4982	41919	     	     	     	     	35368	51353	32969	56079	49918	13078	     	 3880	     	 2827	36666	 6000	52449	50963	20078	57986	18993	10086	25430	
 60		25446	28192	42117	18020	34849	31981	21190	  152	28904	49170	49765	45099	 8890	40778	     	     	     	16925	     	 1980	10099	12985	22745	57538	42765	19210	35187	43256	 3361	15539	51403	 4110	44245	50027	18301	 3544	34667	49997	41791	25659	39236	 3672	38254	52775	44491	20169	 3587	 6931	     	42974	31276	28798	37667	 7098	     	53488	21978	     	 7450	17035	16306	 6754	25420	48906	31502	55631	21370	46811	42686	24071	     	
 61		31104	 1558	     	51400	55119	     	     	54050	 6413	15538	54580	 2459	32032	47733	56777	15642	 6569	 1083	41990	 3094	14989	22759	45789	13284	20584	18784	47348	 5494	33389	 6248	44657	11224	19596	51753	38311	     	19445	 6775	59467	49821	31158	21228	15428	39421	15112	 2893	     	     	 1348	10338	     	     	  237	     	     	49740	16179	     	     	     	36194	21962	 4183	     	40659	46213	 5620	24301	12311	36389	     	
