   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	
 13		54533	32609	57151	33685	59351	50006	24025	51621	55437	59986	42081	     	52398	26152	23111	58418	26684	31522	30431	41761	 5803	38020	35237	59763	     	27512	15392	20058	19371	21002	40145	 2068	 5239	55203	 9130	46841	24104	     	     	24715	10250	22763	30586	12009	36347	24948	31241	25537	44996	13120	25279	 3492	39393	45438	45146	57911	15695	30914	10436	27213	 1716	15079	13557	56399	38513	 4994	     	36226	47488	 3071	52111	
 14		47068	45691	 9125	48679	21585	12518	 1859	15655	39657	34058	46703	16182	45768	 3526	29793	13124	 6552	38936	40989	33597	32324	36276	52841	35146	 2726	 6784	44206	54384	44137	23389	 9486	20622	39151	11988	24343	24287	 4274	     	50164	24904	43013	13896	43203	28470	21430	 8445	  972	50287	57801	54274	12662	16102	53988	55611	46044	     	52035	 8573	35591	47373	37887	33338	13349	21620	31889	59487	36172	13892	26680	52930	22935	
 15		12357	36245	     	 1574	55516	27469	     	44483	21601	18431	26135	18563	38996	39143	57594	     	26803	37099	28292	26971	10901	10028	42000	 6400	27674	 9444	25635	12293	52673	10719	15704	13917	36202	19472	19921	57146	23991	23676	13534	56339	15457	13808	18904	14594	17941	 2149	14908	10331	27558	21237	56445	44279	 4820	 1445	24353	 3222	 4335	30258	39462	  536	 6014	22391	37229	27299	45625	56244	35511	47849	11938	58664	23052	
 16		33650	22532	27366	 7165	 9280	     	24313	12348	41564	13941	38485	43071	40072	31435	19352	 6892	38197	11512	21403	22776	53017	50896	40745	18004	42401	27030	30142	22943	  659	21461	37659	24483	28828	 6994	32428	47604	19229	 3648	12553	50786	42188	52354	48770	39444	44924	11869	50026	 2160	58056	14540	     	39316	28429	28833	37286	 8782	15187	45688	16541	 7454	54338	57028	46246	 2680	59691	 4374	47804	14848	  633	29967	24085	
 17		51389	30338	36227	15337	20585	     	17379	 6232	 7580	25372	51319	12398	22780	  349	 7223	28509	 7490	12558	36750	26575	 7167	43482	11551	10589	17798	23262	16997	46195	47152	 1182	 5819	38918	 2627	34270	12380	     	58046	30065	50260	 7605	 6243	 4060	30885	51123	46950	35733	41750	21377	54181	56149	31908	50450	     	     	57291	49158	 3124	10183	20483	54909	14793	41689	47120	53911	34022	13085	31649	39208	43357	43460	13875	
 18		45783	     	     	25470	28545	26164	36589	 6069	52771	15205	 5346	13997	18249	49093	21892	37291	14516	33063	59555	59676	10153	45533	52517	43656	35590	25307	 9874	 6026	 6422	44598	55645	19094	52960	28688	     	40662	16779	47449	17993	     	37236	 3052	21562	 3497	  347	47314	57448	44256	16834	49427	34827	 8253	30940	 4302	57797	28579	32010	50062	35482	47548	14155	34222	36325	49232	33248	56939	26414	48591	46417	38669	     	
 19		16133	11381	20155	30722	16403	10083	43359	34019	55610	30278	49198	33471	 2444	41719	13289	19817	27001	50838	29223	 1995	57613	44811	52444	58930	36523	  589	45398	40886	41729	28821	33521	56620	56397	20175	25852	21447	28407	 4018	14296	     	42676	33598	47179	12460	43881	51711	     	33332	 3838	12554	59256	59017	28701	     	     	45250	44235	     	26189	11069	42370	     	12263	12178	41736	     	39557	32296	17586	45350	42482	
 20		35183	24470	44197	53306	38176	21539	14292	25667	 9601	 5760	32933	  371	50110	 6971	44443	15491	14812	 4115	41387	29686	 3860	14175	33668	22175	31542	37704	30306	10203	34027	20397	59218	17528	50916	10847	56346	54134	57019	47771	49870	28597	27887	45792	35829	 3349	21179	33161	28675	43396	     	26832	 8911	26248	30012	46257	 7710	54567	30419	31870	48361	29563	26691	22310	36065	 9157	24749	11634	18714	11759	35215	43996	52115	
 21		55003	21274	54817	31995	43371	14138	 3510	26263	52506	33547	 4889	 7763	 3971	51152	 9825	31818	56272	     	57921	47941	 4100	28743	51845	36354	51847	56825	 1814	36811	30381	36921	22997	32560	30829	28927	30208	22858	 8077	34706	31860	 8763	47648	31405	54307	  292	56012	19546	 5751	 5032	46623	19551	16516	44981	47423	59056	     	46122	 9981	14272	15869	26005	 4614	52088	17297	 5829	 8337	15796	 9521	59734	 5295	55667	45981	
 22		 8643	51211	11077	34966	21186	43135	     	   55	17181	 2657	48593	45888	42363	 2449	 6035	16893	10160	 3128	38583	28067	35132	14668	     	     	51396	12236	46215	45309	 6418	30460	52736	58054	43082	28668	28964	35610	44408	20982	29245	21321	42110	45178	30894	36695	12809	31614	50022	 9876	12306	57012	27829	16155	19856	46522	55568	20006	31913	35826	 7322	58100	46904	30912	15016	57070	 7990	 5186	19398	 6661	21433	34965	34876	
 23		14805	     	32439	37490	50146	13253	48734	17299	 2606	38435	21157	36201	 7873	40748	37856	20287	42897	38397	51326	 8907	53344	37941	58330	30616	     	     	56235	37282	19377	     	 2839	58775	42610	18935	44195	    0	 9795	30712	34097	17054	32008	54539	56574	 8297	 5216	21254	 5194	47040	48867	19736	 5418	 7567	40715	46831	30773	43440	23579	 9879	50865	52397	10669	14508	12951	 3486	24988	12163	42404	  563	21618	 9492	12218	
 24		 4010	59686	37092	21047	17164	39003	56259	 1547	28184	 2763	17489	47861	38463	 6586	19235	26476	48341	 9589	50029	     	19544	29612	     	31887	 5251	45144	 1760	54072	 2361	 4512	44793	     	33105	23922	39839	     	53636	39525	 7268	30430	40741	20330	29434	25283	     	42622	     	16912	33568	 4572	12703	27483	26275	22575	37730	24331	21417	     	12628	59996	45473	32233	 7793	14194	10243	19039	44954	22039	25894	59618	 8752	
 25		48133	 7995	36393	34321	 6964	 7638	42372	20563	16280	 2800	     	20365	53198	33321	31278	     	24745	32986	33447	55337	22819	 1634	  934	 8199	31581	18775	14005	21616	44499	47745	15565	24556	40486	16231	54366	32040	12096	 9319	11214	11426	 2334	48209	52879	     	38947	50674	23890	12207	16769	37270	43254	19843	19250	59567	26021	 9145	 1481	44123	 1896	34371	 3206	51569	58402	  857	14487	     	     	16648	39395	30464	39104	
 26		15391	 3778	23592	48056	13683	53253	41347	41404	 9104	  679	12685	27736	     	43782	34626	34775	53880	15060	 7949	40499	30877	18678	26083	54125	40460	54617	26818	 2829	50400	32963	53907	16718	15964	43002	14915	19117	51922	 4577	28535	16681	40441	35414	 2216	13723	57354	 8035	 1992	58631	 2725	25228	36653	 2415	46505	30249	58457	45658	23026	36711	17024	35141	48912	37680	  602	37754	15051	34403	57884	34169	 6914	15087	41681	
 27		45282	48358	53894	29141	14209	27728	49286	 2441	16000	33053	18612	 5036	27539	29507	12560	45280	34050	56181	24790	 4730	56807	20302	53285	 8074	34832	45016	30734	     	28350	27462	42814	45477	11429	 5471	21607	  120	 7772	51412	52066	56914	     	29292	  902	44215	20504	29159	37810	52914	27697	42812	10287	51281	19360	45536	36086	 7152	 5107	59485	 3895	 6757	 6015	43691	45875	18766	34480	56131	58611	49658	13506	11182	21674	
 28		37686	50540	19332	44072	     	57162	10103	34539	35655	23196	33234	 7714	28250	46467	     	35474	41370	59571	33750	 5305	20232	30579	53222	53179	20009	 9054	55052	56587	 1588	51858	35108	46920	13542	46647	     	35619	     	59186	33176	24002	51807	24646	16482	55603	35090	 7958	54139	22238	32044	55208	45693	  476	  915	 7730	 3181	     	41244	     	33156	30933	     	39773	47290	45968	59840	29488	13374	 1888	37071	 2931	25385	
 29		54541	37429	47683	32097	38023	 8012	 7669	24676	39974	46292	41176	48671	24503	10933	39349	40828	21900	24262	32121	     	53671	54708	46345	30951	16686	14125	 4862	55251	 5283	38407	31779	45196	12069	 4900	23085	 6824	37857	 1290	56552	 1866	21742	39472	     	59759	50935	27167	51721	43335	22956	54638	47484	56759	     	35895	 2251	  578	56662	27479	11146	31356	39690	41337	15332	53167	44173	56008	37070	45039	 1103	 9377	14748	
 30		43515	25250	44936	15493	 6668	 8324	39781	39917	 1683	21759	 8841	22213	20742	 7346	38033	32473	18747	38881	13460	46314	 8855	39636	34820	36683	55534	49921	 7854	11153	21703	56866	12185	39277	45995	17201	16761	28005	 6425	 6906	30282	 6368	31330	31608	22451	 4375	20299	 6173	41129	20837	37654	37001	 1593	18664	25292	36911	37942	 8493	14068	 1674	37917	46694	 2977	37864	42866	     	31134	28023	48459	26789	26625	24306	18826	
 31		36386	40246	     	 1772	     	54347	57836	26883	25887	17853	43149	14323	19669	 7675	 3707	59289	 3028	32474	22253	52928	44921	32697	36106	 2159	21899	19545	54630	17575	34119	23629	49461	55274	34286	33862	58981	43198	     	29490	22317	22784	53257	40199	54978	58067	52925	40063	50850	 7292	37361	     	 8744	56436	33733	19108	16213	10623	49300	33881	22896	12412	23967	43758	24590	 6681	45497	12524	31173	13670	43356	51616	35433	
 32		35958	47181	17843	 6434	18080	42896	41030	 8092	49302	26714	     	50069	 7754	10484	14690	45015	     	24509	23073	42816	29855	24452	43721	54374	 5348	18220	21069	29733	14658	52365	41917	37060	26746	 9552	 1528	55384	44491	15788	 5666	11140	28494	32606	33569	 6420	31318	 7390	44439	38418	31799	10375	45657	20637	28788	35310	     	36798	 7254	30688	22090	25617	55319	52443	43527	39606	21834	13030	24757	32374	     	38244	23874	
 33		35081	53663	28218	 4637	37316	  161	  546	14283	21901	32503	48823	38008	23829	59800	35897	51446	32668	48583	21965	43007	 5968	     	53151	36743	48911	13437	34971	50058	     	  834	59736	29620	29481	10224	19554	15797	 2214	     	51223	53269	51583	31729	33540	31334	12452	45663	  789	 4625	52819	 3665	10572	11159	11262	37122	28280	28835	49609	49342	20796	38793	45064	30669	16380	34846	26681	10532	59412	26247	     	56039	11962	
 34		 2997	23655	58910	45811	 1554	     	     	11649	50920	26500	     	  612	59192	 6473	25771	54141	 4143	 5883	52767	 9821	39431	33948	58178	26926	25671	14809	30285	19185	32260	36385	43244	28796	29588	15375	11807	37715	13495	 6735	13024	 6802	     	     	14081	 2094	54851	44969	55846	17137	36091	  348	31250	10326	46998	33590	11247	12064	28798	55098	23715	27455	19207	16692	 7402	50612	42616	 5798	24171	 7515	24231	16901	19449	
 35		25539	46016	  595	47329	47743	23302	13434	59592	     	29134	38290	36301	52222	17263	26470	29411	10094	57236	46589	33524	11364	29831	33807	19810	39178	42516	45606	47949	11352	14931	34515	35254	     	15221	49126	21764	44433	15799	18515	32149	18018	     	36869	51249	 4792	29939	12093	57694	50635	12579	39128	42034	46622	10187	45818	58093	  948	35377	52262	40457	42687	41915	33591	35530	31388	42124	31693	26286	40511	32167	53970	
 36		12706	 8533	24378	14310	40994	25552	22472	37380	13574	24346	14214	22883	23508	43191	46981	46283	38046	47785	13087	     	36831	17295	21873	29494	41510	19463	14879	 3628	34786	55935	23550	46738	23122	55216	49834	30252	     	59370	     	 6348	55959	12184	52355	 3398	30336	31491	 4681	18740	54061	50528	23820	 1222	57378	51520	 1431	13477	35471	33772	     	42532	 2700	41131	44025	11127	39287	16337	32507	 8995	47286	 3293	43280	
 37		33859	12670	33037	 2350	28140	55712	 1799	33073	11981	50243	39793	 6194	40351	54657	41437	25386	58322	17150	47802	32113	 2661	20616	31494	25305	25644	11001	48004	53834	30364	54668	14723	     	17275	53976	49077	36779	     	     	22483	50239	38760	12747	55977	53169	53889	 7522	10098	36602	41523	16830	50973	51340	37626	50728	37288	44428	38360	     	51454	39886	48432	16446	47841	45034	29328	 4161	57341	 5254	17533	21514	27400	
 38		39358	31747	44679	46609	50454	10921	30571	47876	33916	15926	48210	56746	  149	43906	     	15645	58290	10005	14039	11492	45531	 3109	57466	17351	50620	     	     	21952	19892	11372	45502	25834	34634	 3383	 6024	58595	10159	23351	 1304	14385	55839	15169	28729	 9080	56182	43046	39921	59016	47177	     	18736	27989	43673	 8098	16732	20981	48383	     	29516	46854	13845	15858	 2739	44200	 9141	43587	21784	54291	 6949	18608	34492	
 39		42478	18229	30135	26648	16981	29634	59400	56075	32434	 3312	25696	48877	34191	51289	     	37344	 3389	     	18983	52807	53312	22923	45526	40267	52581	21853	45352	36196	19938	 6413	32513	55295	 2863	57584	10100	19218	10559	29826	17877	15360	15307	 6056	36817	25411	29756	17073	57525	57937	26976	45022	25841	53397	 1295	48787	28540	32736	59230	17873	33833	 2495	28868	19073	44798	55029	50607	40718	27666	     	13359	16309	28857	
 40		35614	 9713	56588	56697	22562	54326	39451	46354	 6143	21652	17217	29287	47947	27008	59885	   12	46929	     	48020	 6249	 5063	31782	38597	13547	34153	     	18470	57255	16878	24299	33356	13497	56872	52944	40134	32981	27815	54737	52789	31186	42475	58659	     	20386	49059	53324	20354	40115	15201	35536	36943	 3678	55921	33818	57628	26303	39127	19688	55867	10818	39752	 5278	30314	59241	17794	16908	49281	27354	42130	57749	11330	
 41		17828	     	 8811	38006	 7508	14684	51967	24390	55147	45023	     	40037	17681	40354	45848	28381	59302	38343	28451	21551	28086	56344	 6680	10932	32692	10040	  165	33187	53019	59781	  391	 1204	48131	53868	 2741	 1939	49493	48303	34726	54403	32075	10581	12264	57108	55479	50521	41697	31663	 4849	 6781	 1433	32870	 6648	32756	32932	59404	52687	48959	17909	17618	56280	  311	49757	57779	13625	42710	25479	34014	  572	42864	42500	
 42		59377	56004	36487	58855	36313	54621	14358	20758	50653	38530	 7459	 7769	 8858	33195	34342	20535	17269	35368	57632	38698	46101	45723	 6957	12258	19690	12327	26816	40675	   14	49915	 1044	 5048	18052	29573	 7542	27983	26228	51812	59553	41048	54479	 7451	22676	54734	59871	56240	22787	11349	19822	27208	17943	40018	 8485	28786	23730	16699	52322	56659	24398	31942	27962	13284	42550	47989	15185	 7131	13991	39916	30529	36646	28147	
 43		 6458	     	58378	35712	47685	40628	 8600	51072	47635	37486	 7383	     	47427	35529	39271	55944	     	24714	57349	 6362	54649	54301	48861	56772	39243	 9258	18427	49546	35988	18957	25177	14376	39992	11465	46164	48998	26188	30572	13835	     	55546	 1607	49892	15315	13603	13115	35634	 1563	13501	54289	35318	35710	34130	22670	 3231	21809	47083	49794	11518	22445	 5402	40349	29820	38388	     	33997	28007	43008	     	 9893	47593	
 44		15637	31590	33811	 3717	12826	46516	59705	40099	36549	 5040	16671	10503	59848	55934	13043	29856	15676	 1465	33994	57903	26278	41359	17819	39096	32721	46312	33358	51257	35646	 5729	29867	55394	17534	48717	11831	50294	51305	45543	55165	32455	36982	42286	30961	14776	17911	43456	25557	  355	31659	58521	38655	 2410	43507	55592	21662	35033	53428	29236	57880	43940	58071	50468	46484	31722	10043	43471	28396	21224	14890	16547	46449	
 45		19720	55600	38429	19105	49818	59740	     	58919	 7749	40201	53493	 8086	36103	38295	30811	53458	21523	16672	23602	11258	32039	 3950	47826	 9689	21022	 8128	 5933	48801	21105	34252	24739	42909	46281	12065	 3943	38596	 2104	42861	59466	20207	30495	 8070	 1397	41543	23931	39122	21502	53585	33854	 9113	22589	21037	58543	38845	28756	58715	  310	 2183	15102	  117	 3853	 5174	46799	46568	49273	46127	57168	 2469	15517	42526	30328	
 46		21187	30484	36412	 6379	25662	45124	35176	32538	59533	13852	16296	43586	16675	58780	57618	 2419	20722	13077	  905	43123	38306	45559	52669	52300	14173	 1448	51290	49385	43909	14309	31778	17135	     	34429	18531	50717	 1791	16346	58483	30899	44046	51754	32572	42911	29828	28053	 9836	22428	36970	 9164	 2103	29373	22715	35894	30195	18055	17321	52599	26251	41956	 7192	22842	25355	25205	 2821	24471	13209	10462	11378	24114	59407	
 47		10276	26853	17554	54208	13158	48889	21553	50072	54496	59715	37794	43700	27677	57750	35136	16799	36298	50766	13946	41669	52622	32344	11929	 6312	11674	 4550	41755	     	 7511	24168	27406	     	24383	19190	 7245	     	31749	     	35231	31501	48525	33651	57547	26697	     	48492	42088	10549	31321	44684	14327	49513	36039	35255	55386	16589	37724	33517	47986	23992	30887	13636	21385	22455	54661	 7444	39121	34235	44238	 3712	20878	
 48		37873	56656	38068	 6073	46167	59510	 3015	51635	48428	  539	24006	31122	21201	33734	54639	29638	38908	44420	30577	23589	23722	51130	38651	 3865	31255	40949	 1240	12181	34025	53819	43404	     	29381	44825	39848	44632	37660	46717	31338	31584	53939	47716	57816	14305	50908	 7026	35454	 8137	     	 6200	15601	 9481	57333	35180	26868	27816	59520	 4549	 1464	41535	47870	31565	26231	26477	52576	44042	24123	41060	12248	10586	45615	
 49		50503	58982	32761	39702	 5366	57597	58947	13174	41351	29254	15728	33401	13695	41784	10313	44691	52514	 6828	13879	49231	57769	 8044	12771	 2339	     	45966	22055	 2369	 2365	11489	 5013	 3342	42775	14096	47029	46793	56026	14720	50625	31679	32965	20194	25526	 3224	35486	44464	44658	43448	50098	54801	34986	51552	13541	15748	20928	37511	10130	 1544	43669	32638	 8063	46789	52404	16797	43945	     	24567	37747	10614	34833	49782	
 50		30313	     	56969	42636	17248	14882	     	58148	30069	     	38363	35493	46032	38220	 4496	37830	32484	     	21883	40568	56072	24194	42787	23772	50048	 3700	30724	29772	55813	31379	45106	22995	17168	  906	20482	31922	 1150	39590	28153	 6091	16427	57156	28884	44380	 7780	53505	25453	24574	20655	32488	51622	48202	53680	     	53157	28946	51921	37003	 5370	 6810	 4545	     	 7520	31115	18830	36102	 2732	43676	19760	     	42498	
 51		 8559	17767	  624	35537	37057	 9541	  522	 7286	 7489	54559	21453	39029	 4158	51753	44001	25955	30092	49287	 5947	49955	     	46297	 1827	35556	12402	20466	11528	56795	43326	27883	11664	28441	16579	 7138	56604	20813	41549	 1863	19741	25225	  875	33287	10796	42235	55104	46697	24090	 6808	42360	28605	 9898	55765	48286	59907	53936	 6707	 8113	17761	     	21279	11823	 5381	47242	     	18928	37037	16178	     	26807	48168	21837	
 52		 8482	  590	 2609	13988	23161	13259	47047	45927	15859	13485	 1423	     	13525	 6559	33981	54339	11963	23617	57380	 8369	     	47463	31194	35015	 4369	26175	50677	18363	45836	58443	50806	40891	46571	37884	23477	 6715	35560	12088	30115	10053	50251	44271	13054	     	15571	33723	38710	 9494	15884	46265	16772	41217	 4510	59640	47511	 7256	24349	48205	45167	38092	  394	59327	 9772	 3811	23280	12989	43005	 3411	30505	49958	 7858	
 53		29948	53249	47914	40123	34348	 9705	11290	14364	     	12282	24412	56720	 1639	 4216	24929	26169	12500	50631	58830	17917	39542	35225	 7870	57950	 4491	14919	48519	 2784	36904	38186	33714	21436	18003	42358	 1422	56713	12570	56564	 8327	48590	46494	42772	 4539	34477	52934	24409	24811	40797	 2448	16379	21301	27939	24384	45088	54524	17643	21744	59963	31835	     	48289	13516	56302	22463	     	12035	 8043	26957	     	56494	50778	
 54		49843	13668	32093	 3739	27848	 2513	54873	58392	27873	26131	28171	52474	34491	     	47822	27672	 2935	30544	16218	23549	53824	38910	 2429	12113	 8060	55646	33274	50813	56444	48614	52179	53996	10552	10902	25130	28583	  104	37413	38574	20438	40051	16093	48498	23564	34401	35785	28129	58849	45415	13655	47361	30073	10195	56197	10172	51484	 3980	41140	14549	41363	36519	40691	29061	57670	21307	40956	 6475	35411	 5264	58109	16705	
 55		23501	  437	14899	38958	52465	10087	  554	 1738	45973	20428	 7727	56686	54847	15256	13949	36616	27805	46586	 5615	59637	54196	48848	15804	57352	11269	 6652	18823	31218	28734	48177	52255	35429	22748	58453	35625	38096	33343	43510	52637	41777	54585	30841	52546	57926	 3891	30063	 4671	51862	44890	20218	35107	53231	29204	44143	36614	43730	 2918	 9768	53676	 8459	     	44519	47911	55368	51995	56331	47386	18294	32449	18237	33938	
 56		     	44979	 5734	22946	 9222	50431	16153	48960	56554	53101	 7615	 3482	  513	 3976	 8807	25054	 8952	48607	17825	57907	45832	50892	     	44359	 2693	 2876	24523	     	16275	12193	36867	46202	37340	22825	 2786	     	23417	25747	17703	41057	50550	 4137	45519	47173	 3080	31843	42413	29211	22909	28658	51206	11799	13698	54387	49984	36746	53839	45105	18629	15377	33270	17679	39924	56348	50704	37516	45774	 3394	30061	10391	51472	
 57		29430	54901	 5701	59798	14716	25007	57900	 4015	56754	38379	21811	37176	50791	33964	15569	21213	 9991	32357	20505	11946	45829	28047	     	50000	10701	10903	34735	38187	 4753	17866	25157	42890	33188	17003	48548	15263	49537	13040	12249	19319	46692	59273	14014	     	59268	54878	18980	54774	 5880	 8580	23682	11125	31196	 9614	26950	16846	 3326	44624	 5334	16544	22621	11399	30615	30274	34475	29336	35288	34296	11659	 5668	38929	
 58		25090	 3536	39449	19174	20264	48301	 4247	35718	 4104	19658	49619	48931	44437	48673	56106	40017	50572	     	36555	32728	23997	19561	10825	18031	29151	     	50362	     	28305	22742	57641	17459	39015	30011	13745	33841	 6827	45115	 1911	45844	50706	41794	56822	52708	46481	59882	14316	42327	49858	25665	     	44809	43755	17611	     	21010	 9851	40666	     	31288	11641	 2264	19531	37678	31327	21709	58856	26321	 1576	21596	25094	
 59		44174	15162	     	19614	30956	 9364	47755	22974	40243	31744	27608	 7886	 9958	52369	18024	 5783	24956	42185	16256	54553	23024	     	     	22220	43029	35439	53954	 7616	     	53031	 8910	39990	 3777	43750	42016	17121	45059	36067	46737	25509	25654	51558	 8698	50601	24488	49624	38772	47809	  361	17601	23809	54433	46038	 7598	35193	     	32665	39794	 9793	39305	 3854	54838	31023	 1267	56549	28589	44866	34524	     	28717	37156	
