   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	
 10		52761	39388	56481	54296	53292	46750	27878	 6285	36663	47530	17390	 1618	 8389	57206	     	 1930	19727	 2273	48549	59901	34951	25381	21168	     	54993	40319	45987	     	26752	48933	51648	33724	18019	23404	 7747	32687	18908	27066	44729	58987	58297	49882	42578	27417	26091	     	24753	46404	 2348	28960	19128	41715	 9812	39850	53810	28260	     	     	  196	     	57016	 4094	38305	26992	49288	38427	43831	45866	48417	56804	30589	
 11		42985	 9897	 7367	45608	     	11012	     	47531	     	27719	14579	 1801	49645	43888	59636	39480	22744	47153	     	  387	46133	41961	28860	58579	10346	55237	37073	19231	10014	18675	52508	49182	     	58629	46071	42206	57470	 8205	     	59380	28256	     	56433	43930	44284	 6011	58790	 1038	21435	26057	28635	 8766	 9345	49254	14437	22241	51395	 5715	43111	36912	 8636	57042	43427	     	 5293	51664	17421	     	19043	22467	17368	
 12		     	 1525	52797	22351	56091	47567	     	17937	52616	10136	 3886	 4276	 8341	43320	  145	16240	 2115	50578	28295	 3965	     	54506	36898	55001	56469	13038	28861	     	25965	54983	     	49189	14760	45025	58298	53575	     	  377	 9343	     	     	 9159	39708	59000	32452	54322	39458	 3618	58462	40601	54870	 7685	 7207	37579	37365	 9931	45557	39056	48696	13792	 8225	53265	  110	58059	 1546	     	32320	 5119	38645	49475	     	
 13		54533	32609	57151	33685	59351	50006	24025	51621	55437	59986	     	15506	     	26152	     	     	26684	31522	30431	41761	 5803	     	     	     	28961	     	15392	20058	19371	21002	40145	 2068	     	55203	 9130	46841	     	56895	     	24715	     	     	30586	12009	     	24948	31241	25537	44996	13120	25279	     	39393	     	     	57911	15695	30914	10436	27213	 1716	15079	     	56399	38513	     	17661	36226	     	 3071	52111	
 14		     	     	 9125	48679	21585	12518	     	15655	39657	34058	46703	16182	45768	 3526	29793	13124	 6552	38936	40989	33597	     	36276	52841	35146	     	 6784	44206	54384	44137	     	 9486	20622	39151	11988	24343	24287	 4274	35600	50164	24904	     	13896	43203	28470	21430	     	  972	50287	     	54274	12662	16102	53988	55611	46044	41665	     	 8573	35591	47373	37887	33338	13349	21620	31889	59487	     	     	26680	52930	22935	
 15		     	36245	26141	 1574	     	27469	16150	44483	21601	18431	26135	18563	38996	39143	     	15693	26803	37099	28292	26971	10901	10028	     	 6400	     	     	25635	     	     	10719	15704	     	36202	19472	19921	57146	23991	     	     	56339	15457	13808	     	14594	17941	 2149	14908	10331	27558	21237	56445	44279	 4820	     	24353	 3222	     	30258	39462	  536	 6014	22391	37229	27299	45625	56244	35511	47849	     	58664	     	
 16		33650	22532	27366	 7165	 9280	30199	     	12348	41564	13941	38485	     	40072	     	19352	 6892	38197	11512	     	22776	53017	50896	40745	18004	     	27030	30142	22943	  659	     	37659	24483	28828	 6994	32428	47604	19229	 3648	12553	50786	42188	52354	48770	39444	44924	11869	     	 2160	58056	14540	58549	39316	28429	28833	     	     	15187	     	16541	 7454	     	     	46246	 2680	59691	 4374	47804	14848	  633	29967	24085	
 17		51389	     	36227	     	20585	  154	17379	 6232	 7580	25372	51319	12398	22780	  349	     	28509	 7490	12558	36750	26575	 7167	43482	     	10589	17798	23262	16997	46195	47152	 1182	 5819	38918	 2627	     	12380	34340	58046	     	50260	 7605	     	 4060	30885	     	46950	35733	41750	21377	     	56149	31908	50450	47099	37590	57291	49158	 3124	10183	20483	54909	14793	41689	     	53911	34022	13085	31649	39208	43357	43460	13875	
 18		45783	17095	  786	25470	     	26164	36589	 6069	52771	15205	 5346	13997	18249	49093	21892	     	14516	33063	59555	     	10153	45533	52517	43656	35590	25307	 9874	 6026	 6422	44598	55645	19094	52960	28688	54618	40662	16779	47449	17993	29427	37236	 3052	21562	 3497	     	47314	57448	     	16834	49427	34827	 8253	30940	 4302	57797	28579	32010	50062	35482	     	14155	34222	36325	49232	33248	56939	26414	     	46417	38669	57522	
 19		     	11381	20155	30722	16403	     	43359	34019	55610	     	49198	33471	 2444	41719	13289	19817	27001	50838	29223	 1995	57613	44811	52444	     	36523	  589	45398	40886	41729	28821	     	56620	56397	20175	25852	21447	28407	 4018	14296	     	42676	     	     	12460	43881	     	16165	     	 3838	     	59256	     	     	     	     	45250	44235	     	26189	11069	42370	31976	12263	12178	41736	59272	39557	32296	17586	     	42482	
 20		35183	24470	44197	53306	38176	21539	14292	25667	 9601	 5760	32933	  371	50110	 6971	     	15491	14812	     	41387	     	 3860	14175	     	22175	31542	37704	     	10203	34027	20397	59218	17528	50916	10847	56346	     	57019	47771	49870	     	     	     	35829	 3349	21179	33161	28675	     	     	26832	 8911	26248	30012	46257	 7710	54567	30419	31870	48361	29563	     	     	36065	 9157	24749	11634	18714	     	35215	43996	52115	
 21		55003	21274	54817	31995	43371	     	     	26263	52506	33547	 4889	 7763	 3971	51152	 9825	31818	     	24107	57921	47941	 4100	28743	51845	36354	51847	56825	 1814	36811	30381	     	22997	32560	30829	     	30208	22858	 8077	34706	31860	 8763	47648	31405	54307	  292	56012	     	 5751	 5032	     	19551	     	44981	47423	59056	     	46122	 9981	14272	15869	26005	 4614	     	17297	 5829	     	15796	     	59734	     	     	45981	
 22		 8643	51211	11077	34966	21186	43135	43438	   55	     	     	48593	45888	42363	 2449	     	16893	10160	 3128	38583	     	35132	14668	12228	28244	51396	12236	46215	45309	 6418	30460	52736	58054	43082	28668	28964	35610	44408	20982	29245	21321	42110	45178	30894	36695	12809	31614	50022	 9876	12306	57012	27829	16155	     	46522	55568	     	31913	35826	     	58100	46904	30912	15016	57070	 7990	 5186	     	 6661	21433	34965	34876	
 23		14805	 2042	32439	37490	50146	13253	48734	17299	 2606	38435	     	36201	 7873	40748	37856	20287	42897	38397	51326	 8907	53344	37941	     	30616	     	26915	56235	37282	19377	40412	 2839	58775	42610	18935	44195	    0	     	30712	34097	17054	     	54539	56574	 8297	     	21254	 5194	47040	48867	19736	 5418	 7567	40715	46831	     	     	23579	     	50865	     	10669	     	12951	 3486	24988	12163	42404	  563	21618	 9492	12218	
 24		 4010	59686	37092	21047	17164	39003	56259	     	28184	 2763	17489	47861	38463	 6586	19235	26476	48341	 9589	50029	19154	     	     	23867	31887	     	45144	 1760	54072	 2361	     	44793	31802	33105	23922	     	25116	53636	39525	     	     	40741	     	29434	25283	13484	42622	56043	16912	33568	     	12703	     	26275	22575	37730	     	21417	     	12628	59996	45473	32233	 7793	14194	10243	19039	44954	22039	25894	59618	 8752	
 25		48133	 7995	36393	     	 6964	 7638	42372	20563	16280	     	16876	20365	53198	33321	31278	47915	24745	32986	     	55337	22819	 1634	     	 8199	     	     	14005	     	44499	47745	15565	24556	     	16231	54366	32040	12096	 9319	11214	     	 2334	     	52879	29356	38947	50674	23890	     	     	37270	43254	19843	19250	     	     	     	     	44123	 1896	34371	     	51569	58402	  857	14487	     	26271	16648	39395	30464	39104	
 26		15391	 3778	23592	48056	13683	53253	41347	41404	 9104	  679	12685	27736	53896	43782	34626	34775	53880	15060	 7949	40499	30877	     	26083	54125	40460	     	26818	     	     	32963	53907	16718	     	43002	14915	19117	51922	 4577	28535	     	40441	35414	 2216	13723	57354	     	 1992	58631	     	25228	36653	 2415	46505	30249	58457	45658	23026	36711	17024	35141	48912	37680	  602	37754	15051	34403	57884	34169	 6914	15087	41681	
 27		45282	48358	     	29141	14209	27728	49286	 2441	16000	33053	18612	 5036	27539	29507	12560	45280	34050	56181	24790	 4730	56807	20302	53285	 8074	34832	45016	30734	  871	28350	27462	     	     	11429	 5471	21607	  120	 7772	51412	52066	56914	40096	29292	  902	44215	20504	29159	37810	52914	27697	42812	10287	     	19360	45536	36086	     	 5107	59485	     	 6757	     	43691	45875	18766	34480	56131	58611	49658	13506	     	21674	
 28		37686	50540	19332	44072	50873	57162	     	34539	     	23196	     	     	28250	46467	44355	35474	41370	     	33750	 5305	20232	30579	53222	53179	20009	 9054	55052	56587	 1588	51858	35108	46920	13542	46647	     	     	19055	59186	33176	24002	51807	24646	16482	     	35090	 7958	54139	22238	     	55208	45693	  476	  915	 7730	 3181	45779	41244	48309	     	30933	 6574	39773	     	45968	59840	29488	13374	     	     	 2931	25385	
 29		54541	37429	47683	32097	38023	 8012	 7669	24676	39974	46292	41176	48671	24503	10933	39349	40828	21900	     	32121	15001	53671	     	46345	     	16686	14125	 4862	55251	 5283	38407	31779	     	12069	 4900	23085	     	37857	 1290	56552	 1866	     	39472	23207	59759	50935	27167	51721	43335	22956	54638	47484	56759	     	35895	 2251	     	56662	27479	11146	31356	39690	41337	15332	53167	44173	     	37070	45039	 1103	 9377	14748	
 30		43515	25250	44936	     	     	 8324	39781	39917	 1683	21759	     	22213	20742	 7346	38033	32473	18747	38881	13460	     	 8855	39636	34820	36683	55534	49921	 7854	11153	     	     	12185	39277	45995	17201	16761	     	     	 6906	30282	     	31330	31608	22451	 4375	20299	 6173	     	     	37654	37001	 1593	18664	     	36911	     	     	     	 1674	37917	46694	     	     	42866	 6124	31134	28023	     	26789	26625	24306	     	
 31		36386	40246	38355	 1772	52672	54347	     	26883	25887	17853	43149	14323	19669	 7675	 3707	59289	 3028	32474	22253	52928	44921	32697	36106	 2159	21899	19545	54630	     	34119	23629	49461	55274	34286	33862	     	43198	41396	29490	22317	22784	53257	40199	54978	58067	52925	40063	50850	 7292	37361	     	     	56436	     	19108	16213	     	49300	33881	22896	12412	23967	43758	24590	 6681	     	12524	31173	13670	43356	51616	35433	
 32		35958	47181	17843	 6434	18080	42896	41030	 8092	     	26714	40784	50069	     	10484	14690	45015	 3701	     	     	42816	29855	24452	43721	54374	 5348	18220	     	29733	14658	52365	41917	     	26746	 9552	     	55384	44491	15788	 5666	11140	     	32606	     	 6420	31318	 7390	44439	38418	31799	10375	45657	20637	28788	     	33516	36798	 7254	30688	22090	25617	55319	52443	43527	39606	21834	13030	24757	     	38048	38244	23874	
 33		35081	     	28218	     	     	  161	  546	14283	21901	32503	48823	38008	23829	59800	35897	51446	32668	48583	     	43007	 5968	     	53151	36743	48911	13437	34971	50058	42105	  834	59736	29620	29481	     	19554	15797	 2214	     	51223	53269	51583	     	33540	31334	12452	45663	     	 4625	52819	 3665	10572	11159	     	37122	28280	28835	49609	49342	20796	38793	45064	30669	16380	34846	26681	10532	59412	26247	  317	56039	11962	
 34		 2997	23655	58910	45811	 1554	55661	52539	11649	50920	26500	40507	  612	     	 6473	25771	     	 4143	 5883	52767	 9821	39431	33948	     	26926	25671	14809	30285	19185	32260	36385	43244	28796	     	15375	11807	37715	13495	     	13024	     	17344	 4748	14081	 2094	54851	44969	55846	17137	36091	  348	     	10326	46998	33590	11247	12064	28798	55098	23715	     	19207	16692	     	50612	42616	     	24171	 7515	24231	16901	19449	
 35		25539	46016	  595	47329	47743	23302	13434	59592	37267	29134	38290	36301	52222	17263	26470	     	10094	57236	46589	33524	11364	29831	33807	19810	39178	42516	45606	47949	11352	     	     	35254	11389	15221	49126	21764	44433	15799	18515	32149	18018	58105	36869	51249	     	29939	12093	57694	50635	12579	39128	42034	46622	10187	45818	58093	     	     	52262	     	42687	41915	33591	35530	31388	42124	31693	26286	40511	32167	53970	
 36		12706	     	24378	14310	40994	25552	22472	37380	13574	24346	14214	22883	23508	43191	46981	46283	     	47785	13087	     	36831	17295	21873	     	41510	19463	14879	 3628	34786	55935	23550	46738	23122	55216	49834	     	32265	59370	30013	 6348	55959	12184	52355	     	30336	31491	 4681	18740	     	50528	23820	 1222	57378	51520	     	13477	35471	33772	 6257	42532	 2700	41131	44025	11127	39287	16337	32507	 8995	47286	 3293	43280	
 37		33859	12670	33037	 2350	28140	55712	 1799	33073	11981	50243	39793	     	40351	54657	41437	25386	58322	17150	     	32113	 2661	20616	31494	     	25644	11001	48004	53834	30364	54668	14723	28009	17275	53976	49077	36779	11357	35336	22483	50239	38760	12747	55977	53169	53889	 7522	10098	36602	41523	16830	50973	51340	37626	50728	37288	     	38360	59081	51454	39886	48432	16446	47841	     	29328	     	57341	     	     	21514	27400	
 38		39358	31747	44679	46609	50454	10921	30571	47876	33916	15926	48210	56746	  149	43906	38359	15645	58290	     	14039	11492	45531	 3109	57466	17351	50620	45377	41245	     	19892	11372	45502	25834	34634	 3383	 6024	     	10159	23351	 1304	14385	55839	15169	28729	 9080	56182	43046	39921	59016	47177	37028	18736	     	     	 8098	16732	20981	     	46025	     	46854	13845	15858	 2739	44200	 9141	43587	     	     	 6949	18608	34492	
 39		42478	     	30135	26648	16981	29634	59400	56075	32434	 3312	25696	48877	34191	51289	13799	37344	 3389	31909	18983	52807	53312	22923	45526	40267	52581	21853	45352	36196	19938	 6413	32513	55295	 2863	57584	10100	19218	     	29826	17877	     	15307	     	36817	25411	29756	17073	57525	57937	26976	45022	25841	53397	 1295	     	28540	32736	59230	17873	33833	 2495	28868	19073	44798	55029	50607	40718	27666	31275	13359	16309	28857	
 40		35614	     	56588	56697	22562	54326	39451	46354	 6143	21652	17217	29287	47947	27008	59885	   12	46929	34728	48020	 6249	 5063	31782	38597	13547	34153	 5850	18470	57255	16878	24299	33356	13497	56872	52944	     	32981	27815	54737	52789	     	     	58659	     	20386	49059	53324	20354	40115	15201	35536	36943	 3678	55921	     	57628	26303	39127	19688	55867	10818	39752	 5278	30314	59241	17794	16908	49281	27354	42130	57749	11330	
 41		17828	33737	 8811	38006	 7508	14684	51967	24390	55147	45023	57734	40037	17681	40354	45848	     	59302	38343	28451	21551	28086	56344	 6680	     	32692	10040	  165	33187	53019	     	     	 1204	     	53868	 2741	 1939	49493	48303	34726	54403	32075	10581	     	     	     	50521	41697	31663	 4849	 6781	 1433	32870	 6648	32756	32932	59404	     	48959	17909	17618	56280	  311	49757	57779	13625	42710	25479	34014	     	42864	42500	
 42		59377	56004	36487	58855	36313	54621	14358	20758	50653	     	 7459	 7769	 8858	33195	34342	20535	17269	35368	57632	38698	46101	45723	 6957	12258	19690	12327	26816	40675	   14	     	 1044	 5048	18052	29573	 7542	27983	26228	51812	59553	     	54479	 7451	22676	54734	59871	56240	22787	11349	19822	27208	17943	     	 8485	28786	23730	     	52322	56659	24398	31942	     	13284	42550	47989	15185	 7131	     	39916	30529	36646	28147	
 43		 6458	15701	58378	35712	47685	40628	 8600	51072	47635	37486	 7383	     	     	35529	39271	55944	18527	24714	     	 6362	54649	54301	     	56772	39243	 9258	18427	49546	35988	18957	25177	14376	39992	11465	46164	     	26188	30572	13835	44778	     	 1607	49892	15315	13603	13115	35634	 1563	13501	54289	35318	     	34130	22670	 3231	21809	47083	49794	11518	22445	 5402	40349	     	38388	59434	33997	28007	43008	16734	 9893	47593	
 44		15637	31590	33811	 3717	12826	46516	59705	40099	36549	     	     	     	59848	55934	13043	29856	15676	 1465	33994	57903	     	41359	17819	     	     	46312	     	51257	35646	     	29867	     	17534	48717	11831	50294	51305	     	55165	32455	36982	42286	     	     	17911	43456	     	  355	31659	58521	38655	 2410	43507	55592	21662	35033	53428	29236	57880	43940	58071	50468	46484	31722	10043	43471	28396	21224	14890	16547	46449	
 45		19720	55600	38429	19105	49818	     	56666	58919	 7749	40201	53493	 8086	36103	     	30811	53458	     	16672	23602	11258	32039	 3950	47826	 9689	21022	 8128	 5933	48801	21105	34252	24739	42909	46281	12065	     	38596	 2104	42861	     	20207	30495	 8070	 1397	41543	23931	39122	     	53585	33854	 9113	22589	21037	     	38845	28756	58715	     	 2183	15102	  117	 3853	 5174	     	46568	     	46127	57168	 2469	15517	42526	30328	
 46		21187	30484	36412	 6379	     	45124	35176	32538	59533	     	     	     	16675	58780	57618	 2419	20722	13077	  905	     	     	45559	     	52300	14173	 1448	51290	49385	43909	14309	31778	17135	     	     	18531	50717	 1791	16346	58483	30899	44046	51754	32572	     	     	28053	     	22428	36970	 9164	 2103	29373	22715	35894	     	18055	17321	52599	26251	41956	 7192	     	25355	25205	 2821	24471	13209	10462	     	24114	     	
 47		10276	26853	17554	54208	     	48889	21553	50072	54496	59715	37794	     	27677	57750	35136	16799	36298	50766	13946	41669	     	32344	11929	 6312	11674	     	41755	28022	 7511	24168	27406	 8163	24383	     	 7245	13057	31749	43087	35231	31501	48525	33651	57547	     	21112	48492	42088	10549	     	44684	14327	49513	36039	35255	55386	16589	37724	     	47986	23992	30887	13636	21385	22455	54661	 7444	39121	34235	     	     	20878	
 48		37873	56656	38068	     	     	59510	 3015	51635	     	  539	24006	31122	21201	33734	54639	29638	38908	44420	30577	     	23722	51130	     	 3865	31255	40949	 1240	12181	     	53819	43404	41627	29381	44825	39848	44632	37660	46717	31338	     	     	47716	57816	14305	50908	 7026	35454	 8137	24268	     	     	 9481	57333	     	26868	27816	59520	 4549	 1464	41535	47870	31565	26231	26477	52576	     	     	41060	12248	10586	45615	
 49		     	58982	32761	39702	     	57597	58947	13174	41351	29254	15728	33401	13695	41784	10313	44691	     	 6828	13879	49231	     	     	12771	 2339	51718	45966	22055	 2369	 2365	11489	 5013	     	42775	14096	47029	46793	56026	14720	50625	31679	32965	20194	25526	 3224	35486	44464	44658	43448	50098	54801	34986	51552	13541	15748	20928	     	10130	 1544	     	     	 8063	46789	52404	16797	43945	15966	24567	     	10614	34833	     	
 50		30313	22244	56969	42636	     	14882	36351	58148	30069	 4324	38363	35493	46032	38220	     	37830	32484	 2142	21883	40568	56072	24194	42787	     	50048	 3700	30724	29772	55813	31379	45106	22995	17168	  906	20482	     	 1150	39590	28153	 6091	16427	57156	28884	44380	 7780	     	25453	24574	     	32488	51622	48202	53680	     	53157	     	51921	37003	 5370	     	 4545	53657	 7520	31115	18830	36102	 2732	43676	19760	27791	42498	
 51		 8559	     	  624	35537	37057	 9541	  522	 7286	 7489	54559	21453	39029	 4158	51753	     	     	30092	49287	 5947	49955	47514	46297	 1827	35556	12402	20466	11528	56795	43326	     	     	28441	16579	     	56604	20813	41549	 1863	     	25225	  875	33287	10796	42235	55104	46697	24090	     	42360	28605	 9898	55765	48286	59907	53936	 6707	 8113	17761	35440	21279	11823	 5381	47242	39717	18928	37037	16178	11481	26807	48168	21837	
 52		 8482	  590	 2609	13988	23161	13259	     	45927	15859	     	 1423	20270	13525	 6559	33981	54339	11963	23617	57380	 8369	31611	47463	31194	35015	     	26175	50677	     	45836	58443	50806	40891	46571	37884	23477	     	35560	     	30115	10053	50251	44271	13054	48660	15571	33723	     	 9494	     	46265	16772	41217	 4510	59640	47511	 7256	24349	48205	45167	38092	  394	59327	 9772	 3811	23280	     	43005	     	30505	49958	 7858	
 53		29948	53249	47914	40123	34348	 9705	11290	14364	 7735	12282	24412	56720	 1639	 4216	24929	26169	12500	50631	58830	17917	39542	35225	     	57950	 4491	14919	48519	     	36904	38186	     	21436	18003	42358	 1422	56713	12570	56564	 8327	48590	46494	42772	     	34477	52934	24409	24811	40797	 2448	16379	     	27939	24384	45088	54524	17643	21744	59963	     	     	48289	     	56302	22463	     	12035	 8043	     	40788	56494	50778	
 54		49843	13668	     	 3739	27848	 2513	54873	58392	27873	26131	28171	     	34491	55536	47822	27672	 2935	     	16218	23549	53824	38910	 2429	     	 8060	55646	     	50813	56444	48614	52179	53996	10552	10902	25130	28583	  104	     	38574	20438	40051	16093	48498	23564	34401	35785	28129	58849	45415	     	     	30073	10195	56197	10172	51484	 3980	41140	14549	     	36519	40691	29061	57670	21307	40956	 6475	35411	     	58109	     	
 55		23501	  437	14899	38958	     	10087	  554	 1738	     	     	 7727	56686	54847	     	13949	36616	27805	46586	 5615	59637	     	48848	15804	     	     	 6652	18823	31218	     	48177	52255	35429	22748	58453	35625	38096	33343	43510	52637	41777	     	30841	52546	57926	 3891	30063	 4671	51862	44890	20218	35107	53231	     	     	36614	43730	 2918	 9768	     	 8459	41608	44519	47911	55368	51995	56331	47386	18294	32449	18237	33938	
 56		     	44979	 5734	     	 9222	50431	16153	     	56554	     	 7615	 3482	  513	 3976	 8807	     	 8952	48607	17825	57907	45832	50892	42049	44359	 2693	     	24523	     	16275	     	36867	46202	37340	22825	 2786	41312	23417	25747	17703	41057	50550	 4137	     	47173	 3080	31843	42413	29211	22909	28658	51206	11799	13698	     	49984	36746	53839	45105	18629	     	33270	     	39924	     	50704	37516	45774	 3394	     	10391	51472	
 57		29430	     	 5701	59798	14716	25007	57900	 4015	56754	38379	21811	37176	50791	     	15569	21213	 9991	32357	20505	11946	45829	28047	19212	50000	10701	     	     	38187	 4753	17866	25157	42890	33188	17003	48548	15263	49537	13040	12249	19319	     	59273	14014	54242	59268	54878	18980	54774	 5880	 8580	     	11125	31196	     	26950	16846	 3326	44624	 5334	16544	22621	11399	30615	30274	34475	29336	35288	34296	11659	 5668	38929	
 58		25090	 3536	     	19174	20264	48301	 4247	     	     	19658	49619	48931	44437	48673	56106	     	50572	17624	36555	32728	23997	19561	10825	18031	29151	22498	50362	 6378	28305	22742	57641	     	39015	30011	13745	33841	 6827	45115	 1911	     	50706	41794	56822	52708	46481	59882	14316	42327	     	25665	40724	44809	43755	17611	     	     	 9851	     	11801	     	11641	 2264	19531	37678	31327	21709	     	     	     	     	25094	
 59		44174	15162	45247	19614	30956	     	47755	22974	40243	     	27608	 7886	 9958	     	18024	 5783	     	42185	16256	54553	23024	46290	29354	22220	43029	35439	53954	 7616	 6738	53031	 8910	39990	 3777	43750	42016	17121	45059	36067	46737	25509	25654	51558	 8698	50601	24488	49624	38772	47809	  361	17601	23809	54433	46038	 7598	35193	 4051	32665	39794	 9793	39305	 3854	     	31023	     	56549	28589	44866	34524	45920	28717	     	
 60		33506	21087	 2108	12615	57217	 4683	38563	33725	27282	46927	 3921	38536	54027	27534	11612	 9633	44231	16236	47746	15736	27321	 1223	38749	24230	10304	     	41782	49129	16603	14646	55457	13576	 2341	     	30880	36185	     	22401	45540	24823	34269	11217	     	49509	31793	     	20599	32179	40562	48390	11971	12923	 7103	28261	34931	49761	     	43021	40076	47404	 8568	32070	34705	54951	31701	49772	15771	40032	  538	36771	36931	
 61		50779	 8211	19555	     	36473	18660	48901	17654	20875	51804	31776	17355	37721	31957	 4821	     	     	11729	43473	     	49825	32350	34192	34993	 7702	31216	59909	 5104	44526	 9424	29033	10573	55300	     	10533	     	     	 3182	39803	52544	 4124	40646	22932	37115	53652	40928	 4390	53277	51063	     	18425	18680	12151	29070	44521	56420	25783	26464	31787	23308	     	 6076	 3642	     	42264	     	 4587	40248	 8505	44045	 6097	
 62		     	     	 5689	     	     	 7283	55999	  360	39086	20146	     	56749	     	18182	47232	     	37418	 8554	56460	21294	 6634	19361	45520	25275	56679	58405	44210	20016	50087	41896	20568	  274	17620	 1057	10873	45188	53744	41554	     	 4623	33670	51682	51750	14792	20673	     	 1041	33593	  148	16186	 3367	     	     	 2967	 1341	25729	     	11379	47277	45381	     	37855	27144	 6148	35229	47677	39196	     	     	14989	  325	
