   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	
 10		52413	20298	14567	12025	 8681	19036	17208	35030	 4129	25244	     	14663	     	26184	18548	14121	28100	21268	39358	     	56518	  518	46295	44926	18182	44173	39379	 1936	18270	24484	45085	50506	30768	34624	21918	44014	51826	 4195	27746	58499	 9233	58322	     	 3673	52519	42642	24818	     	     	21732	40255	39994	58604	19416	 7487	57939	     	     	14605	33765	49434	38160	     	 6278	33603	11256	 6344	 7259	17624	36438	39075	36192	     	19093	47149	20350	34723	21602	 2178	     	25203	     	55712	     	 4036	12506	25585	14580	47418	16535	     	     	     	32349	15549	24508	 9078	51844	     	30439	
 11		55129	25922	11846	21802	 6463	52279	 6688	 7237	55918	12647	47682	 1002	37736	     	     	     	26146	10417	 3075	18158	52625	     	     	26164	26059	25153	47271	31030	52293	29308	35403	27656	57376	53722	35071	57456	37427	14912	28828	51358	     	16619	26761	56115	46426	29288	40771	 8591	50972	24251	17769	57386	14642	17129	34872	12607	30597	12101	42596	  306	 7891	36711	     	58287	 7972	28175	49357	16700	32158	40025	16445	17295	31307	52066	14313	 6975	49929	 8843	50368	48944	19738	12588	 9910	57613	57427	51807	 9128	58760	 7686	18395	46438	11688	29367	26886	54224	54787	53334	13753	47911	 1082	
 12		32612	16101	53762	     	     	40774	24033	22815	     	26275	30205	55300	22097	30185	 9813	49161	     	34353	20323	 2305	25804	45428	10261	27970	23268	57778	39606	50384	55578	47233	41823	39218	     	52103	 7626	17503	 2380	30374	 9069	37938	48142	12932	     	     	28615	48726	46977	33178	25521	12346	51880	50779	44693	14513	57474	15473	28509	     	 5429	 6829	59946	45623	56710	     	21101	40850	15395	10720	27750	37566	 2802	34956	42789	     	     	32734	     	26652	28144	35313	43649	     	     	55402	 2181	54402	24042	47712	28225	34867	55205	59763	44798	     	 2390	10189	18040	55542	50767	11241	
 13		26813	10447	13828	37064	53827	44458	  116	     	27382	     	17298	34365	20246	35191	34929	27694	26787	47840	42139	27126	52772	16733	56675	37390	23404	55126	31383	20762	27599	25546	16983	     	44885	 4687	 2974	     	52756	37896	59573	35999	54410	 1567	40978	55294	  964	38947	 5927	30554	46025	51181	57075	 5082	51619	41258	39395	48838	40096	32624	42369	 5444	43233	44719	20772	 9561	     	21204	18245	36559	47858	12466	 8840	48276	     	12990	18890	 3262	12482	28841	33021	 4278	35793	53488	55162	12602	     	 4347	22467	48749	48796	49118	     	34866	45067	41139	27154	30125	 6835	34297	     	47535	
 14		     	     	33920	     	54916	53059	     	49735	30425	20100	     	21541	55135	58115	34221	 9782	33104	56975	58805	33524	 4844	24585	44038	18162	59669	52162	31486	20553	48155	     	17237	15815	     	51495	49500	44922	 7844	10049	 7943	18214	42776	11967	45075	24186	46818	46968	57469	38764	35465	14609	     	52030	 1031	     	     	     	 7422	36249	22675	22092	25750	47831	29157	38839	23638	23798	     	     	37769	11571	 8266	52308	36708	20914	51973	27033	35393	     	     	58539	 6298	57800	43622	 7365	27947	48108	47150	41995	57948	     	 8351	25386	28981	28366	49338	30846	42626	20892	 7887	20041	
 15		 3298	58460	37155	46367	47457	54434	13339	10936	27434	46850	43962	     	32843	13447	13522	37557	51012	32205	24962	55718	20894	47468	21961	48389	     	40034	     	 3816	16787	33723	21016	11162	15808	 5422	48702	49251	13185	58476	29849	 2756	16854	34784	     	22477	54775	19401	     	14615	     	  235	27405	     	18526	54441	45319	41006	     	51453	26104	13499	     	24788	14506	16630	42787	18940	27633	31607	 3190	48827	54091	30220	18774	18441	27362	38164	12152	 5019	14235	25454	     	49221	30288	17896	37597	     	17316	33986	24047	29866	 8966	50836	43849	21575	39021	15620	30416	32726	29215	57997	
 16		     	58374	43392	15494	     	11747	43066	     	     	37243	49027	 5377	21428	44466	56552	     	 7899	     	22489	 8721	52724	35029	57919	13652	49636	27899	48239	 4737	58724	42162	27257	45954	43639	26051	22501	23841	 2564	52281	16532	29343	36135	44785	39141	 6309	35635	11359	58587	48158	36204	     	     	     	13178	42272	18442	11210	     	12047	     	37507	     	     	 9344	36640	16332	     	26073	34032	     	48794	55582	 3461	 2376	23380	     	39919	30809	34167	37236	48349	50090	     	24995	15403	55157	28923	18159	22912	     	 1617	57353	 2845	38834	     	 4510	43284	46516	52090	15268	13834	
 17		51483	  812	58458	15529	 3559	51616	 3118	13176	37146	35734	29041	56642	57681	45432	     	14368	21505	50989	42812	35934	26339	43881	34537	45472	37429	35519	11959	20501	47811	  491	     	19731	     	     	24160	12352	10788	13363	59587	53445	21405	     	     	26300	51462	     	     	  637	12167	     	     	42570	 8920	     	14485	33830	45486	     	22149	 8564	44794	25101	47824	27012	15091	     	39853	 2549	13558	 2051	34142	 3704	20926	19337	  697	37303	 9054	51041	 3781	31142	43460	43368	18014	37335	19808	     	36638	 2366	  674	13826	39880	59643	11886	21240	17125	41714	39620	33441	23889	56140	
 18		12812	35420	50981	45574	20881	59221	27224	45732	     	     	29579	14538	53712	21759	56725	     	57545	22755	11588	     	42446	46102	 8611	31183	20187	 3714	49057	49566	58696	46647	49502	34166	50317	 6493	36309	12131	32027	57468	     	13421	30818	 7239	 8151	 6911	38109	59409	36140	24793	32697	43580	19988	40551	30364	58774	45719	 2548	24195	34993	15645	44899	49969	30223	     	  409	35829	 6571	12454	24555	  733	15200	17848	59116	  189	57083	38982	48464	45476	40429	39227	42882	39696	55374	59365	54147	22995	54281	26677	16713	43191	     	11017	20885	38588	     	     	 9086	33998	13525	29788	35302	
 19		12858	35588	29039	38793	29289	31379	     	 5842	26566	 5010	33231	     	20348	26192	     	23218	23435	11704	18062	39031	58832	43956	16523	39872	25567	     	21179	31792	  565	22754	23488	32128	20332	 9136	50658	13068	51676	11169	34848	17613	     	47850	 3514	 2862	27507	     	 9498	46658	34911	22249	     	47461	41437	 4560	 6379	47841	 5615	     	21493	28847	23903	17469	49954	 8253	 2676	26466	24379	 6228	40024	45933	     	38833	58049	33800	42632	 4511	55695	48033	47002	10989	 1048	     	 1611	 3869	16376	16402	     	40184	     	54712	41940	16786	     	32773	42397	     	 2425	18456	47400	 7315	
 20		     	58411	58732	48986	26758	   16	25006	20845	38305	22989	32822	54653	30796	10226	45115	20626	44129	  283	34597	30544	     	37244	  176	28432	31443	10040	 6727	23312	  302	17938	 5032	36683	13922	     	 2499	23861	37511	     	39479	     	16944	14173	31108	37628	40107	32860	36499	54920	32704	17183	47970	57585	 2678	16839	32663	55386	48016	 6996	32219	     	59237	     	26762	52187	13751	30774	49642	55045	 5594	     	42802	10753	28961	39323	53125	     	19462	16614	     	21289	18820	27090	38795	 5596	23613	44177	57502	 5928	     	41390	54171	24946	49028	19789	26534	17549	     	35563	57657	     	
 21		17159	17197	58914	28170	     	13048	22979	36370	21378	57281	30497	59591	     	     	28212	56399	48133	53532	39274	     	     	41956	     	     	28549	20470	     	16106	23384	23408	11596	49350	     	36182	34445	54012	14606	     	 9127	     	12062	 2547	57922	23916	 2586	34020	50116	43148	28235	57074	     	  776	28529	     	45889	12937	43097	 5520	43218	56382	54265	39725	27593	     	17913	19927	41888	47076	39491	     	46321	41703	     	19274	36203	56937	58269	18569	13899	43913	45253	52773	 4788	52357	     	     	     	     	58854	28637	17901	     	 4517	38303	22122	     	     	46161	36558	39688	
 22		     	32208	10284	  775	56383	     	36933	     	30820	     	12748	35521	29140	49903	28097	23456	     	     	  566	  543	59377	     	 7303	 7419	39887	48707	46967	16909	55149	36430	     	11095	43221	25650	53458	 1791	49245	26097	 7014	10873	 6213	     	     	12585	45123	     	     	46200	35205	36397	  227	49818	41450	36606	 7021	15481	40167	31385	 7964	31929	 7574	22146	 2983	39675	10380	32695	56232	49308	26589	45450	57711	44182	34601	48463	  555	27396	45694	     	36694	31470	 6629	44057	32535	17821	 1882	21893	30557	     	 9361	     	47259	 4269	47455	33496	35523	40428	26054	34871	27924	12328	
 23		28975	21577	 4355	51419	 4171	15275	42710	29426	30297	35649	     	 4783	26966	     	16655	     	48994	     	44541	48969	27192	43969	14671	24930	43298	39903	     	 5283	57216	44478	20113	     	43109	42835	     	48709	13484	47819	59688	 3325	 4649	38091	16292	34889	     	31576	     	49841	59475	31027	48036	51772	38426	39152	19567	     	20400	31624	     	30163	23360	49419	 8796	25067	30773	37571	13483	31519	39083	16060	 5005	10865	31365	55901	44735	48701	22614	     	 4252	     	51344	25124	43190	17552	 6555	29309	31019	18785	13461	36041	     	 3389	15056	32399	51809	     	 9814	     	50063	 8023	
 24		 4479	51533	28259	57856	39342	34680	14718	     	     	35252	44481	30175	45975	31454	20599	10817	 2522	53394	 2098	50068	13452	53876	39736	     	51750	 1391	     	43773	27454	55377	11341	36944	42134	  311	 8092	     	24489	43418	 9244	37951	15373	42826	41879	46201	     	26069	57321	26459	 9085	     	     	28927	49638	27575	13296	 4752	26490	20572	29497	  839	     	36403	20539	49113	49551	44711	37045	     	     	43953	18642	46457	 1711	51452	     	     	 6256	55647	     	46397	     	28400	23774	39767	18877	     	37784	26315	53390	     	22289	     	22562	54486	44938	26163	55290	     	     	  806	
 25		44112	43908	37513	     	 5144	     	 7639	35472	13234	33707	58627	25276	 3870	34435	11476	    4	29031	31348	25222	31544	19510	38949	18816	 4631	  767	25017	23469	30673	45166	  778	38848	10231	11771	     	     	56839	56621	 7830	11966	28249	10640	11683	 3665	     	47346	 1515	 6414	37254	10087	 3890	     	 3087	     	26074	11848	 1035	21633	27031	     	32583	29314	14741	43723	 3030	     	32091	53493	45860	16558	22494	59629	39325	11756	     	40655	 9928	 2075	12485	     	 8748	41159	49633	     	 4846	 3058	 8305	58412	19693	58090	17115	 4335	44312	 9924	 2574	43361	55748	24153	56619	45033	18622	
 26		     	18219	 4463	29319	49978	50035	 8903	54663	 5179	49217	     	38725	46166	11790	11414	     	29066	21598	52041	     	 4561	 3851	19828	50112	45005	56173	     	29537	 3033	32920	59776	57931	     	54992	22329	     	 8559	 6945	45911	34879	51308	     	29496	 9093	  244	28414	56405	40396	     	29401	15813	59415	     	36393	53283	41140	34469	25001	55934	27331	23838	10346	53478	10789	59899	 6210	24070	     	53573	 5618	27159	     	42261	49682	25075	10782	 2841	 3302	43049	     	23486	56789	15180	42091	24486	29666	     	49747	     	     	16506	46022	23619	 4070	 6851	18477	     	     	44238	58445	
 27		     	19565	     	48593	     	14722	12702	15472	  177	25359	54719	36394	47352	     	     	18979	     	38206	57838	35786	59848	35375	29239	51890	     	21663	33865	 3428	32079	     	29529	28983	45790	15167	39922	20523	 9014	     	49452	     	 7572	 8274	18084	 7157	     	27845	55351	21622	57597	33180	 5129	31233	26955	     	17282	38672	55332	 8938	 5521	56433	 9411	49332	     	42863	32049	     	58111	23704	23667	11140	26265	24356	 2357	23119	38401	43326	16229	     	29588	32179	51971	 7979	17032	     	 8495	41877	35307	27013	48750	44607	17013	38065	     	 7082	     	 6241	55974	42637	     	57463	
 28		     	55981	  165	32930	45886	     	14895	20508	14530	10739	54181	40050	45559	16633	24666	16643	48507	14693	49034	51933	     	37559	39972	18326	     	     	32416	15646	 5400	25920	     	 9505	     	     	     	 8490	26784	39165	 5484	20357	44661	35821	 2999	     	48996	 4396	27658	37310	     	36183	18858	21572	 5545	14399	33832	     	 3982	53262	37625	27428	17285	28624	35777	50163	     	27757	28507	19335	24647	54555	17653	29881	26379	17672	52193	16138	30118	18197	14962	     	20310	32524	17265	 2497	17333	46708	11327	  765	28747	22565	 3656	17626	37823	17361	 9753	41988	     	40552	     	     	
 29		 3201	33993	 6149	     	30887	48157	17258	 4855	42739	48683	51071	37407	50233	21329	18591	16790	 3886	12480	38172	15595	29643	  585	12044	35343	     	19251	54946	28682	 3164	15777	16890	     	 4913	48788	     	33048	31538	 9189	31289	     	20076	44440	 2354	     	27581	     	25080	34608	     	     	41507	54469	34685	52563	36362	 3479	53085	 5851	46058	21258	 8741	41600	 5935	32093	59492	17395	43206	55511	26960	51473	13285	57512	56200	22533	53007	24960	24437	16737	33885	     	56430	     	22636	     	21408	 5986	27626	25824	12808	44242	34427	15927	 2026	     	     	     	50094	30896	19288	33439	
 30		 9337	52715	40659	35457	  421	21645	     	56941	19668	 8934	18451	34505	19662	56820	20370	41283	     	16423	39493	42914	52132	 8717	 5131	12947	49963	 7273	55845	38406	     	29985	     	40668	15785	53100	58612	57047	 3499	31880	52363	 6192	41157	33759	 8613	13553	26312	16383	49284	42361	36093	29941	 1616	30033	 8314	 4467	31043	38860	45009	27535	24036	  199	37610	55011	24061	     	17688	57123	40968	27920	25144	 8194	22696	  423	49268	 4533	26877	12033	35342	42132	 7565	37656	 6607	31229	23836	31651	     	 1924	35283	22972	23570	27160	20653	13142	24063	47719	     	50239	27001	 9446	22169	27858	
 31		21131	41304	58598	40179	46073	56060	54639	44473	44171	44985	34480	26426	33751	     	30290	41391	35144	 6640	     	11777	38431	10605	48065	 5738	56370	 5442	     	38397	21357	18529	16750	40182	38488	 4076	 3669	26255	35480	     	51749	17759	15853	22437	36868	14832	 3477	54075	40749	46776	56436	26996	 7393	38380	52425	47981	14817	24973	18434	26746	38130	     	22254	     	38326	 3403	 8082	     	12739	15512	27790	11692	19616	     	35611	35902	53567	36900	17883	21081	37342	     	29211	42541	32171	14291	21576	52976	43451	35260	24226	25420	21362	     	 8323	     	56889	     	 9543	38354	37619	16143	
 32		     	     	56490	32307	37573	18583	     	 7321	16270	11761	43918	33909	37019	57262	 3671	     	37298	19346	47560	43806	40294	45777	 9239	28088	 7561	48853	17643	29192	13478	 5500	15218	50409	43199	42963	     	44285	     	17610	45257	     	24769	29991	39752	21208	 2996	56344	25724	10926	59188	 8237	29165	30152	48705	45744	     	 6121	     	48502	     	36073	38849	 8098	     	19177	35190	 8303	17266	33402	37758	 8543	22020	16007	24310	48094	26838	  142	40352	35603	50552	     	51281	12224	42985	 2149	36851	55017	47541	48069	55696	     	27323	     	30744	16359	20766	     	16516	     	47647	25797	
 33		38043	     	     	26969	36936	     	11398	11965	24680	37767	23020	     	11074	36485	54985	57694	23996	20167	27394	33319	     	28959	 5734	 8983	 1502	10149	53687	52338	     	     	21685	57400	19505	40456	56612	     	     	52331	     	39122	17825	40600	55581	     	33527	37604	     	48201	 2194	33529	21455	26217	52975	     	27795	18683	57653	 5334	30415	48704	20686	27791	31802	47544	33151	56156	50156	52857	51424	45205	 7236	14042	11953	41919	    2	19135	54931	38891	     	 6478	 6839	53036	41745	 6742	53413	33802	48797	58289	 8608	 6388	 2847	24557	43210	27967	26223	17682	13750	10139	 4379	18664	
 34		14511	10266	21425	58550	 6288	29170	     	     	10035	 6403	41530	57999	 7530	24806	40048	43854	     	 6060	46707	11659	40658	32971	26704	 8135	21449	28862	50346	 2355	 8791	28765	22182	49685	22943	     	36089	44820	     	27524	 4897	57659	25449	 7745	16026	48460	21110	34530	12425	24628	20008	43993	14674	32136	49838	 5057	25078	10853	36733	14108	12119	     	59692	39647	16046	29420	22620	31458	59753	18981	 2702	20194	 3684	     	18808	43532	13611	     	56356	     	53941	     	39115	57052	56922	47572	57170	25340	29144	18348	 2578	     	     	19683	21077	53134	30808	45028	43079	11187	 3191	52670	
 35		45840	46561	38810	56213	32566	     	32160	40033	36364	36137	     	44382	     	     	44725	 2179	56050	23782	32044	     	41130	57898	20958	24156	16391	     	40930	 6938	34412	 1547	13191	 2870	50680	13400	34080	45924	 5073	16166	14133	 9422	38038	     	     	     	58187	     	25129	20195	24100	40019	 6712	48398	27081	26087	 9372	37909	 8571	37176	48314	43507	31463	24180	11193	51075	10166	55530	36922	34547	30763	30586	45298	57481	59201	22915	28881	 1619	30675	45491	42109	43266	49777	     	17692	44806	40264	37347	16682	 7750	42814	     	50004	30194	10770	11607	     	35218	10242	50030	48086	42868	
 36		20273	21814	42305	21142	23373	     	 6418	48566	16942	 9957	30697	35663	 7202	19278	12526	39798	33437	23849	29093	     	     	22386	51697	41642	21656	48662	     	 6499	12206	33343	18035	 9686	27719	54254	12418	21116	10145	53965	     	10995	     	50423	52624	59910	21318	35805	 1589	38646	16869	15711	 8718	55465	 1059	38713	32796	59531	44513	50442	42618	33217	21909	48501	 1133	     	28390	29326	41951	12389	55503	14410	37143	35913	     	56756	31247	56971	 7485	 5470	33545	52201	48534	49802	     	52992	19511	53869	     	     	     	29636	44020	53389	50466	11860	     	54944	48414	     	10751	53580	
 37		59328	20976	     	26460	30094	 1951	53123	19617	36352	18855	30268	47223	     	 8652	     	     	32405	28293	53561	 2615	46584	33125	36477	14064	27825	42212	  627	34800	47134	     	50172	12766	46470	     	49281	33454	42157	     	25762	45312	32510	45077	 9059	48607	     	45752	57078	     	23550	 7169	33989	39238	43613	     	 1458	27414	31700	     	37916	27287	     	50790	40117	 7271	55473	30145	52695	44543	58911	     	52864	14707	49035	 9575	 3648	52123	     	49748	16609	46130	     	45806	31232	 6665	12232	46999	14498	32472	40617	16150	35544	45198	52916	 7356	53767	16285	45408	38286	20568	     	
 38		11063	40197	24133	 1735	     	45429	 7143	14552	28103	     	58766	58817	28342	28919	 1266	21049	18832	 3320	43859	38901	43646	54831	37162	 3326	54996	     	35854	55247	 9736	49608	 7000	31376	56381	36270	     	43815	54588	51710	     	21844	52040	     	34966	 6802	57782	43740	34350	     	23028	     	30376	     	     	55115	 1484	     	33902	26552	43926	52403	22768	11043	22253	     	39119	41362	 3043	38924	 5269	13227	 6752	30928	48547	37037	39200	20516	51560	     	35384	38970	52832	12329	26975	52113	11592	59834	 5278	40703	54750	40244	58955	     	 6010	 1175	31155	 5565	20879	     	     	18361	
 39		39654	12889	 2807	21344	35905	51686	51017	54927	  662	49106	46807	14470	43194	34037	 8853	 4659	32291	     	49507	     	16879	     	12726	 3323	19447	17119	52817	     	29797	23193	22234	 6980	19924	     	18473	55520	21584	56718	46120	40310	36469	     	31007	13061	32895	     	40866	51850	     	27748	42549	 9648	  259	     	40743	22969	46671	25689	24303	22775	48480	51909	     	58272	 4409	14873	50955	 4167	17271	 7459	56930	 5153	39939	     	45796	55601	39028	40676	 7151	14590	 1113	 1151	51873	46998	21180	 8716	45445	     	52278	     	12691	46027	54339	     	13126	     	40386	57374	36191	33258	
 40		12298	41897	18063	     	 3679	     	 5109	54009	33732	 2337	56572	59841	 8396	33655	51851	28733	44117	 9105	     	47537	 5072	25682	38106	15237	43656	43942	 6866	     	20719	 9539	38372	  351	 3718	28616	     	17268	13945	27868	57687	     	34312	19998	22834	39098	  136	15169	19824	34771	     	44927	23110	21643	14001	28471	45418	45277	20798	32368	47963	40533	38921	14139	24057	     	 6061	 8496	54997	47622	     	21534	26864	26728	42041	39072	11905	16625	45189	 7835	  672	38150	19092	13998	42370	47885	30885	     	35306	29851	27138	41388	47255	     	 1896	41102	     	50450	12150	 1254	37934	     	
 41		18840	50921	 2751	37826	34349	51253	14636	51355	38218	31240	37115	55627	27822	 8048	 6365	 5165	27155	42062	30388	23536	57673	29298	56109	41211	25165	     	25901	     	59020	 7879	     	 4602	     	17992	22411	58371	12307	26797	17492	24450	 1196	38811	42149	 8449	58904	32330	18974	22195	16831	     	 4190	16312	29238	     	19726	42284	 2526	 9932	 2804	14325	25329	34843	 6062	35852	42753	51086	34044	47125	     	 9272	47646	34961	 6138	 2796	27321	 1301	19341	56355	     	     	15701	29065	24409	20899	     	52156	51472	12273	50601	 7682	56692	32481	41377	  998	     	 8285	     	 3769	27610	43988	
 42		20236	56638	40002	54560	59837	     	 9287	21464	59191	51369	13583	38893	 2694	43664	43623	     	17785	  222	 9558	27661	48411	19025	17662	     	     	     	54418	     	37522	42936	17066	     	     	  436	29414	25657	     	32071	12251	 8410	20784	54409	  193	 4176	39189	 3832	54183	 5881	 7807	31659	     	 2110	 3723	17166	40142	31626	 5859	     	26748	34914	12420	     	41037	14150	19962	  725	27942	10464	     	53832	 3712	25904	42848	13874	35933	56855	 3636	40192	39011	18041	     	49112	     	     	57316	 6717	59572	29316	58690	33267	40624	40015	     	59575	34183	56296	22929	  852	35495	53185	
 43		 6979	53914	     	  240	20532	36901	56308	56522	 5239	12654	14456	 7404	23008	17949	     	23225	46147	50190	37995	40513	25126	     	 9018	22976	24368	37487	 2571	57535	41814	25429	 9245	26890	51521	 5992	49730	55339	17401	10473	16734	56097	23559	 1733	43642	29389	13072	39595	59821	40053	36806	10017	57191	 5284	57477	54960	22419	 8203	53516	41500	     	45357	24354	11185	 2679	 8372	58975	20110	23981	18435	15020	 5362	25412	20018	13823	17294	 1561	41946	51025	25248	     	43527	 1831	38474	39206	11239	25517	     	33316	35947	13264	44677	 1437	 2660	45538	40418	     	52256	57942	53362	24184	27406	
