   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
 19		31990	     	11772	51675	49044	25097	 3294	 3773	35055	56542	14910	30629	     	33098	17999	50028	32370	48842	29445	     	     	19240	21707	     	19765	51679	57967	     	53191	 1679	50425	49364	
 20		     	27503	29957	16847	38302	32319	40007	59979	37994	14641	35747	50334	47226	12604	28774	47540	     	11448	     	11812	47402	     	 4474	29831	55877	     	51167	22022	52005	     	39123	57562	
 21		 5654	59375	     	48518	16406	  143	24299	20453	44129	55898	36442	23242	54508	 1502	38190	58422	 1686	58892	56498	 3104	     	13019	50773	 2922	57260	30235	33404	57136	41993	29435	18970	  974	
 22		34332	33821	26616	12842	49379	45412	     	     	50740	25984	52360	45832	     	40326	43832	   44	14576	 3523	40487	39331	45508	54205	 1106	 6292	41861	27615	54923	20528	45537	  825	     	25737	
 23		     	     	52683	12845	     	 9598	54356	21266	 6071	     	52564	12955	     	48653	44829	25785	33217	     	33360	     	24232	33269	56664	44582	27528	54047	48107	16917	54590	     	44398	     	
 24		11702	17499	     	20441	59254	48344	59318	54393	 4946	57226	 7217	33034	30524	33742	12127	23677	31687	25534	     	17495	     	34668	21651	14210	38055	35273	28970	48997	13466	10942	 2778	     	
 25		45140	52620	39906	12685	16923	38935	12554	47890	19935	     	31132	 9606	58608	27444	30245	30076	51724	47110	26730	35410	57378	59831	     	59828	55302	23080	     	     	45232	21207	17181	 6320	
 26		16364	     	42349	43412	43182	35316	10478	43709	21918	 6321	14349	15975	26580	     	52275	21439	32582	     	16745	38386	  503	     	29981	26840	46792	45268	30024	57395	43603	     	17557	 1191	
 27		36845	 4734	18799	33349	16386	14793	     	13979	 8370	14148	37152	     	47628	     	27825	33696	48667	11504	 9743	54554	41210	11368	33846	48114	20160	 4675	 6719	11839	     	43135	18569	44256	
 28		21769	59427	39628	29414	29028	 8967	14466	55149	 2906	59951	35505	26124	20650	 5885	31786	49770	25611	52029	12618	52517	 6995	41074	 9130	59483	44249	29710	 4960	20186	12869	 1403	12264	22645	
 29		20173	59587	49684	42762	37700	51498	20132	26537	58321	17697	30043	 7078	42227	     	 2474	 2174	     	     	15412	40460	27380	18504	30129	13818	     	35896	24127	14305	     	     	36364	50952	
 30		55012	33145	30184	     	33923	44806	47506	  523	16056	41152	59030	49929	25091	49939	20768	52753	     	42701	     	43465	     	  912	54033	54472	32279	46020	54375	39822	40798	  965	19798	46675	
 31		10797	57128	49710	     	  737	     	   87	17058	26565	57928	55324	17670	47153	42196	     	11174	16335	54959	37760	 6702	44657	 1520	 6469	18069	     	54324	52676	38318	35419	38018	55612	 6442	
