   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	
 19		12858	35588	29039	38793	29289	31379	22681	 5842	26566	 5010	33231	 2228	20348	26192	54493	23218	23435	11704	18062	39031	58832	43956	16523	39872	25567	34945	21179	31792	  565	22754	23488	32128	20332	 9136	50658	13068	51676	11169	34848	17613	58680	47850	 3514	 2862	27507	44705	 9498	46658	34911	22249	43536	47461	41437	 4560	 6379	47841	 5615	30319	21493	28847	23903	17469	49954	 8253	 2676	26466	24379	 6228	40024	45933	22355	38833	58049	33800	42632	 4511	55695	48033	47002	10989	 1048	12386	 1611	 3869	16376	16402	 5112	40184	31785	54712	41940	16786	 4777	32773	42397	 3995	 2425	18456	47400	 7315	
 20		45019	58411	58732	48986	26758	   16	25006	20845	38305	22989	32822	54653	30796	10226	45115	20626	44129	  283	34597	30544	 4258	37244	  176	28432	31443	10040	 6727	23312	  302	17938	 5032	36683	13922	35176	 2499	23861	37511	20087	39479	55688	16944	14173	31108	37628	40107	32860	36499	54920	32704	17183	47970	57585	 2678	16839	32663	55386	48016	 6996	32219	57125	59237	52667	26762	52187	13751	30774	49642	55045	 5594	30974	42802	10753	28961	39323	53125	  217	19462	16614	28321	21289	18820	27090	38795	 5596	23613	44177	57502	 5928	50034	41390	54171	24946	49028	19789	26534	17549	35729	35563	57657	18567	
 21		17159	17197	58914	28170	47208	13048	22979	36370	21378	57281	30497	59591	22680	31670	28212	56399	48133	53532	39274	  834	 2186	41956	19829	52922	28549	20470	47533	16106	23384	23408	11596	49350	 4953	36182	34445	54012	14606	40882	 9127	44284	12062	 2547	57922	23916	 2586	34020	50116	43148	28235	57074	43004	  776	28529	16223	45889	12937	43097	 5520	43218	56382	54265	39725	27593	14879	17913	19927	41888	47076	39491	29764	46321	41703	50381	19274	36203	56937	58269	18569	13899	43913	45253	52773	 4788	52357	 9216	29472	 7795	36299	58854	28637	17901	 2659	 4517	38303	22122	 4421	 7063	46161	36558	39688	
 22		33115	32208	10284	  775	56383	46731	36933	35207	30820	25216	12748	35521	29140	49903	28097	23456	12887	28995	  566	  543	59377	25880	 7303	 7419	39887	48707	46967	16909	55149	36430	44167	11095	43221	25650	53458	 1791	49245	26097	 7014	10873	 6213	57754	 6410	12585	45123	12531	55958	46200	35205	36397	  227	49818	41450	36606	 7021	15481	40167	31385	 7964	31929	 7574	22146	 2983	39675	10380	32695	56232	49308	26589	45450	57711	44182	34601	48463	  555	27396	45694	29464	36694	31470	 6629	44057	32535	17821	 1882	21893	30557	39385	 9361	22885	47259	 4269	47455	33496	35523	40428	26054	34871	27924	12328	
 23		28975	21577	 4355	51419	 4171	15275	42710	29426	30297	35649	 5424	 4783	26966	31983	16655	51508	48994	45710	44541	48969	27192	43969	14671	24930	43298	39903	39650	 5283	57216	44478	20113	 1746	43109	42835	23364	48709	13484	47819	59688	 3325	 4649	38091	16292	34889	11227	31576	 6117	49841	59475	31027	48036	51772	38426	39152	19567	12132	20400	31624	58438	30163	23360	49419	 8796	25067	30773	37571	13483	31519	39083	16060	 5005	10865	31365	55901	44735	48701	22614	12080	 4252	18704	51344	25124	43190	17552	 6555	29309	31019	18785	13461	36041	59100	 3389	15056	32399	51809	10315	 9814	24010	50063	 8023	
 24		 4479	51533	28259	57856	39342	34680	14718	23112	34981	35252	44481	30175	45975	31454	20599	10817	 2522	53394	 2098	50068	13452	53876	39736	31699	51750	 1391	26743	43773	27454	55377	11341	36944	42134	  311	 8092	 1321	24489	43418	 9244	37951	15373	42826	41879	46201	17750	26069	57321	26459	 9085	37911	25260	28927	49638	27575	13296	 4752	26490	20572	29497	  839	31941	36403	20539	49113	49551	44711	37045	38632	39519	43953	18642	46457	 1711	51452	57342	43381	 6256	55647	54812	46397	 1071	28400	23774	39767	18877	12349	37784	26315	53390	58807	22289	31697	22562	54486	44938	26163	55290	 5211	46847	  806	
 25		44112	43908	37513	28458	 5144	12674	 7639	35472	13234	33707	58627	25276	 3870	34435	11476	    4	29031	31348	25222	31544	19510	38949	18816	 4631	  767	25017	23469	30673	45166	  778	38848	10231	11771	26661	52140	56839	56621	 7830	11966	28249	10640	11683	 3665	23692	47346	 1515	 6414	37254	10087	 3890	41015	 3087	 6022	26074	11848	 1035	21633	27031	20641	32583	29314	14741	43723	 3030	46307	32091	53493	45860	16558	22494	59629	39325	11756	34967	40655	 9928	 2075	12485	33169	 8748	41159	49633	11699	 4846	 3058	 8305	58412	19693	58090	17115	 4335	44312	 9924	 2574	43361	55748	24153	56619	45033	18622	
 26		32261	18219	 4463	29319	49978	50035	 8903	54663	 5179	49217	29514	38725	46166	11790	11414	21581	29066	21598	52041	56335	 4561	 3851	19828	50112	45005	56173	24138	29537	 3033	32920	59776	57931	 7509	54992	22329	10082	 8559	 6945	45911	34879	51308	39712	29496	 9093	  244	28414	56405	40396	13263	29401	15813	59415	48524	36393	53283	41140	34469	25001	55934	27331	23838	10346	53478	10789	59899	 6210	24070	31216	53573	 5618	27159	40547	42261	49682	25075	10782	 2841	 3302	43049	 6185	23486	56789	15180	42091	24486	29666	12214	49747	43587	31784	16506	46022	23619	 4070	 6851	18477	  885	47175	44238	58445	
 27		56174	19565	54541	48593	54216	14722	12702	15472	  177	25359	54719	36394	47352	44497	54127	18979	22732	38206	57838	35786	59848	35375	29239	51890	25186	21663	33865	 3428	32079	35258	29529	28983	45790	15167	39922	20523	 9014	47444	49452	 4204	 7572	 8274	18084	 7157	49674	27845	55351	21622	57597	33180	 5129	31233	26955	41444	17282	38672	55332	 8938	 5521	56433	 9411	49332	54196	42863	32049	32455	58111	23704	23667	11140	26265	24356	 2357	23119	38401	43326	16229	49869	29588	32179	51971	 7979	17032	17042	 8495	41877	35307	27013	48750	44607	17013	38065	56018	 7082	23077	 6241	55974	42637	20635	57463	
 28		50576	55981	  165	32930	45886	 9514	14895	20508	14530	10739	54181	40050	45559	16633	24666	16643	48507	14693	49034	51933	36275	37559	39972	18326	 2501	10014	32416	15646	 5400	25920	28203	 9505	23362	45768	19128	 8490	26784	39165	 5484	20357	44661	35821	 2999	11862	48996	 4396	27658	37310	56780	36183	18858	21572	 5545	14399	33832	37195	 3982	53262	37625	27428	17285	28624	35777	50163	52275	27757	28507	19335	24647	54555	17653	29881	26379	17672	52193	16138	30118	18197	14962	35985	20310	32524	17265	 2497	17333	46708	11327	  765	28747	22565	 3656	17626	37823	17361	 9753	41988	15998	40552	50205	23672	
 29		 3201	33993	 6149	36354	30887	48157	17258	 4855	42739	48683	51071	37407	50233	21329	18591	16790	 3886	12480	38172	15595	29643	  585	12044	35343	38236	19251	54946	28682	 3164	15777	16890	31666	 4913	48788	28200	33048	31538	 9189	31289	29951	20076	44440	 2354	19983	27581	14049	25080	34608	55942	 8214	41507	54469	34685	52563	36362	 3479	53085	 5851	46058	21258	 8741	41600	 5935	32093	59492	17395	43206	55511	26960	51473	13285	57512	56200	22533	53007	24960	24437	16737	33885	39430	56430	55550	22636	 4706	21408	 5986	27626	25824	12808	44242	34427	15927	 2026	51439	 1409	58775	50094	30896	19288	33439	
 30		 9337	52715	40659	35457	  421	21645	46078	56941	19668	 8934	18451	34505	19662	56820	20370	41283	22086	16423	39493	42914	52132	 8717	 5131	12947	49963	 7273	55845	38406	23755	29985	52753	40668	15785	53100	58612	57047	 3499	31880	52363	 6192	41157	33759	 8613	13553	26312	16383	49284	42361	36093	29941	 1616	30033	 8314	 4467	31043	38860	45009	27535	24036	  199	37610	55011	24061	32852	17688	57123	40968	27920	25144	 8194	22696	  423	49268	 4533	26877	12033	35342	42132	 7565	37656	 6607	31229	23836	31651	21993	 1924	35283	22972	23570	27160	20653	13142	24063	47719	25128	50239	27001	 9446	22169	27858	
 31		21131	41304	58598	40179	46073	56060	54639	44473	44171	44985	34480	26426	33751	53910	30290	41391	35144	 6640	 5999	11777	38431	10605	48065	 5738	56370	 5442	45195	38397	21357	18529	16750	40182	38488	 4076	 3669	26255	35480	23866	51749	17759	15853	22437	36868	14832	 3477	54075	40749	46776	56436	26996	 7393	38380	52425	47981	14817	24973	18434	26746	38130	27740	22254	32829	38326	 3403	 8082	10569	12739	15512	27790	11692	19616	44222	35611	35902	53567	36900	17883	21081	37342	 7250	29211	42541	32171	14291	21576	52976	43451	35260	24226	25420	21362	29347	 8323	49807	56889	56165	 9543	38354	37619	16143	
 32		13041	49314	56490	32307	37573	18583	  236	 7321	16270	11761	43918	33909	37019	57262	 3671	 2883	37298	19346	47560	43806	40294	45777	 9239	28088	 7561	48853	17643	29192	13478	 5500	15218	50409	43199	42963	33917	44285	57207	17610	45257	18125	24769	29991	39752	21208	 2996	56344	25724	10926	59188	 8237	29165	30152	48705	45744	10913	 6121	55227	48502	38790	36073	38849	 8098	 4584	19177	35190	 8303	17266	33402	37758	 8543	22020	16007	24310	48094	26838	  142	40352	35603	50552	53706	51281	12224	42985	 2149	36851	55017	47541	48069	55696	 4207	27323	57454	30744	16359	20766	29020	16516	32312	47647	25797	
 33		38043	58901	44905	26969	36936	 9705	11398	11965	24680	37767	23020	34711	11074	36485	54985	57694	23996	20167	27394	33319	36233	28959	 5734	 8983	 1502	10149	53687	52338	28124	58220	21685	57400	19505	40456	56612	40783	33296	52331	22388	39122	17825	40600	55581	46206	33527	37604	 9309	48201	 2194	33529	21455	26217	52975	38398	27795	18683	57653	 5334	30415	48704	20686	27791	31802	47544	33151	56156	50156	52857	51424	45205	 7236	14042	11953	41919	    2	19135	54931	38891	24468	 6478	 6839	53036	41745	 6742	53413	33802	48797	58289	 8608	 6388	 2847	24557	43210	27967	26223	17682	13750	10139	 4379	18664	
 34		14511	10266	21425	58550	 6288	29170	24692	33450	10035	 6403	41530	57999	 7530	24806	40048	43854	37982	 6060	46707	11659	40658	32971	26704	 8135	21449	28862	50346	 2355	 8791	28765	22182	49685	22943	46051	36089	44820	57405	27524	 4897	57659	25449	 7745	16026	48460	21110	34530	12425	24628	20008	43993	14674	32136	49838	 5057	25078	10853	36733	14108	12119	33401	59692	39647	16046	29420	22620	31458	59753	18981	 2702	20194	 3684	37792	18808	43532	13611	11371	56356	13344	53941	30325	39115	57052	56922	47572	57170	25340	29144	18348	 2578	14406	27254	19683	21077	53134	30808	45028	43079	11187	 3191	52670	
 35		45840	46561	38810	56213	32566	12450	32160	40033	36364	36137	43160	44382	49257	22030	44725	 2179	56050	23782	32044	25731	41130	57898	20958	24156	16391	57651	40930	 6938	34412	 1547	13191	 2870	50680	13400	34080	45924	 5073	16166	14133	 9422	38038	44456	44067	37194	58187	34403	25129	20195	24100	40019	 6712	48398	27081	26087	 9372	37909	 8571	37176	48314	43507	31463	24180	11193	51075	10166	55530	36922	34547	30763	30586	45298	57481	59201	22915	28881	 1619	30675	45491	42109	43266	49777	57903	17692	44806	40264	37347	16682	 7750	42814	11719	50004	30194	10770	11607	38513	35218	10242	50030	48086	42868	
 36		20273	21814	42305	21142	23373	39954	 6418	48566	16942	 9957	30697	35663	 7202	19278	12526	39798	33437	23849	29093	32999	 3850	22386	51697	41642	21656	48662	 7378	 6499	12206	33343	18035	 9686	27719	54254	12418	21116	10145	53965	51216	10995	55596	50423	52624	59910	21318	35805	 1589	38646	16869	15711	 8718	55465	 1059	38713	32796	59531	44513	50442	42618	33217	21909	48501	 1133	41706	28390	29326	41951	12389	55503	14410	37143	35913	49658	56756	31247	56971	 7485	 5470	33545	52201	48534	49802	45324	52992	19511	53869	59004	22093	43376	29636	44020	53389	50466	11860	29073	54944	48414	16557	10751	53580	
 37		59328	20976	11737	26460	30094	 1951	53123	19617	36352	18855	30268	47223	19677	 8652	38198	35514	32405	28293	53561	 2615	46584	33125	36477	14064	27825	42212	  627	34800	47134	40327	50172	12766	46470	56695	49281	33454	42157	40277	25762	45312	32510	45077	 9059	48607	47046	45752	57078	44215	23550	 7169	33989	39238	43613	42409	 1458	27414	31700	46515	37916	27287	51621	50790	40117	 7271	55473	30145	52695	44543	58911	16206	52864	14707	49035	 9575	 3648	52123	41420	49748	16609	46130	 4537	45806	31232	 6665	12232	46999	14498	32472	40617	16150	35544	45198	52916	 7356	53767	16285	45408	38286	20568	26894	
 38		11063	40197	24133	 1735	55828	45429	 7143	14552	28103	10662	58766	58817	28342	28919	 1266	21049	18832	 3320	43859	38901	43646	54831	37162	 3326	54996	26828	35854	55247	 9736	49608	 7000	31376	56381	36270	  528	43815	54588	51710	 3748	21844	52040	47408	34966	 6802	57782	43740	34350	41792	23028	20997	30376	22529	20221	55115	 1484	46865	33902	26552	43926	52403	22768	11043	22253	43797	39119	41362	 3043	38924	 5269	13227	 6752	30928	48547	37037	39200	20516	51560	 3957	35384	38970	52832	12329	26975	52113	11592	59834	 5278	40703	54750	40244	58955	18339	 6010	 1175	31155	 5565	20879	55202	 8111	18361	
 39		39654	12889	 2807	21344	35905	51686	51017	54927	  662	49106	46807	14470	43194	34037	 8853	 4659	32291	 7443	49507	21034	16879	57151	12726	 3323	19447	17119	52817	41374	29797	23193	22234	 6980	19924	 5104	18473	55520	21584	56718	46120	40310	36469	42482	31007	13061	32895	13957	40866	51850	50154	27748	42549	 9648	  259	20951	40743	22969	46671	25689	24303	22775	48480	51909	46839	58272	 4409	14873	50955	 4167	17271	 7459	56930	 5153	39939	18073	45796	55601	39028	40676	 7151	14590	 1113	 1151	51873	46998	21180	 8716	45445	23253	52278	39116	12691	46027	54339	40109	13126	 7455	40386	57374	36191	33258	
 40		12298	41897	18063	10515	 3679	18481	 5109	54009	33732	 2337	56572	59841	 8396	33655	51851	28733	44117	 9105	25491	47537	 5072	25682	38106	15237	43656	43942	 6866	10918	20719	 9539	38372	  351	 3718	28616	39349	17268	13945	27868	57687	49134	34312	19998	22834	39098	  136	15169	19824	34771	38113	44927	23110	21643	14001	28471	45418	45277	20798	32368	47963	40533	38921	14139	24057	14654	 6061	 8496	54997	47622	19148	21534	26864	26728	42041	39072	11905	16625	45189	 7835	  672	38150	19092	13998	42370	47885	30885	30659	35306	29851	27138	41388	47255	12583	 1896	41102	28010	50450	12150	 1254	37934	24452	
 41		18840	50921	 2751	37826	34349	51253	14636	51355	38218	31240	37115	55627	27822	 8048	 6365	 5165	27155	42062	30388	23536	57673	29298	56109	41211	25165	43657	25901	34346	59020	 7879	37197	 4602	27085	17992	22411	58371	12307	26797	17492	24450	 1196	38811	42149	 8449	58904	32330	18974	22195	16831	12097	 4190	16312	29238	45612	19726	42284	 2526	 9932	 2804	14325	25329	34843	 6062	35852	42753	51086	34044	47125	25975	 9272	47646	34961	 6138	 2796	27321	 1301	19341	56355	  457	39686	15701	29065	24409	20899	38622	52156	51472	12273	50601	 7682	56692	32481	41377	  998	47025	 8285	14923	 3769	27610	43988	
