   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
 10		39759	     	11641	11395	 4278	28417	54148	59649	44885	22966	 2237	 5097	41051	59878	34768	 9434	     	 5557	57208	52961	49695	32054	 7465	26945	 1630	34835	46673	45725	20939	13246	29339	     	
 11		35545	 5191	 6413	29150	22829	     	40692	21351	10922	44632	  916	33274	33049	40202	59208	36160	 7631	36431	59583	     	     	30973	18248	41186	 5983	57249	43519	15533	45820	10428	42540	57943	
 12		20772	30337	 7586	19249	56063	42357	18325	47910	27690	 6362	34077	47427	59538	45837	59290	59636	39296	 9764	51568	44664	43828	13816	35452	43383	40350	46037	12318	10444	26052	59746	14248	54283	
 13		     	     	47765	 9161	28664	13348	43593	34494	58545	29254	20821	33828	32008	39251	     	37910	15239	52421	43538	15806	     	 1909	 6622	20654	 9711	44765	     	 2401	 2787	57806	44308	58344	
 14		 2641	35512	28048	41261	54343	25171	     	39483	20697	 9573	14277	36623	 5027	12048	53719	     	 5326	55934	21635	30136	    0	59921	     	10040	19719	42510	 7733	 7502	49438	52036	     	36346	
 15		 7123	     	35990	19009	15706	 7376	59647	21702	31974	30841	43213	45828	20429	17500	 4074	10124	 9861	17281	58010	 2224	22366	 6381	 5866	 3907	42132	  532	55389	 6638	13094	 5502	37611	     	
 16		35162	46922	 5134	 2722	38989	 5716	16961	36605	 4445	13966	30579	24760	53600	 8128	 5533	38363	21483	 6776	21890	43738	24463	21795	     	41357	     	59244	23843	     	42958	22406	 6598	35883	
 17		 4132	57376	46485	19748	59520	14175	  623	     	31343	17372	20154	49073	57337	53878	 2891	46379	18828	58782	 8404	16212	     	37704	40285	27134	58622	49873	46995	53265	 4414	16688	57562	     	
 18		 4354	54430	35466	44501	15803	     	14592	11187	22559	13049	52944	10494	32249	26754	33673	22414	     	 1311	31148	35631	 5923	33892	32372	13298	 7158	24794	22437	25321	  130	37516	21789	45005	
 19		31595	     	52570	     	21912	46524	42516	32831	51430	53977	     	54525	58140	     	44905	 7294	44797	53349	 7964	41597	 8288	46703	51139	46849	13716	43926	53722	 6407	16468	24021	 1624	36524	
 20		42204	12039	21395	16653	     	14846	19224	24144	17111	40915	     	27924	48530	 8364	14484	29769	36720	10528	56305	41872	24739	47198	16399	 7660	46350	14181	35097	 5023	30548	35134	 8402	33851	
 21		31355	 3440	52524	43133	     	  667	40778	39830	 5988	 8558	56866	 2579	25849	28536	34463	13472	40396	38462	23844	19345	39823	     	43860	24872	25567	33063	57155	     	     	 1588	59332	21482	
 22		27901	55543	55287	     	42882	15640	29112	41150	46830	59919	40577	     	     	22362	54873	55071	15148	45796	18709	36234	58683	     	27124	40024	35080	14964	 7771	17685	59570	24293	10038	52293	
 23		20192	48390	27676	 6924	49082	 9470	 8060	56935	40850	32854	50671	30253	35189	 2116	42353	12848	37746	50003	 6326	46257	17201	22168	11688	28273	22373	16195	  772	10422	 7752	46543	48555	     	
 24		45691	26731	25122	     	25015	22506	27087	43986	 7368	58832	38892	 6907	53193	54371	31501	29397	50902	13219	38160	32393	 2525	27812	23896	     	37013	19002	 7886	54169	     	58732	     	47181	
 25		14654	     	56523	40242	15172	49628	10708	45536	     	 5332	59317	33207	 4024	11793	37161	29910	28378	18208	28875	50827	35237	41177	22109	46177	25023	30150	17798	18907	26158	     	17343	53663	
 26		23377	46807	44527	     	51144	11986	52846	20766	     	 3248	     	54917	12484	34542	37974	52674	 7861	 7683	32277	19392	 7048	37827	58225	 9267	53025	     	22161	31757	     	55214	38780	44006	
 27		35185	38068	58122	50346	54153	     	     	16227	15596	47056	 4238	  330	21393	41551	     	30249	16983	59399	28393	 1824	 1787	46014	     	35954	21410	53058	 1714	58141	19821	34548	50935	     	
 28		45123	20233	34022	12747	49531	24436	     	52870	39714	19962	27385	37768	     	18023	40388	32087	34621	47232	36391	19057	51827	37535	12173	48918	 9123	     	12548	39090	     	39563	25946	46865	
 29		31167	27835	     	   53	     	50113	     	23212	15473	57144	15186	55489	27371	14453	40795	     	     	40832	 4518	49015	25496	     	     	25720	52219	36014	32903	11959	40107	26277	18722	26139	
 30		     	54028	50279	22524	50977	53103	16543	54835	13850	     	21139	 6196	55864	 1319	 3510	28279	16552	 3048	48540	26108	45707	 3591	     	12163	 1026	27932	29455	10942	33153	49630	 7246	 6091	
 31		19492	24924	57704	39629	31397	27152	25883	18323	     	46059	57490	29868	59489	35643	28202	49201	40179	 2700	39240	     	 2977	 4333	39275	     	24047	42860	42968	43095	59470	37018	19770	 3580	
