   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
 15		     	     	16247	35431	53906	52616	48418	     	22021	58586	35965	51252	     	45780	27317	 8637	41539	51773	30253	56291	16258	58378	52395	11766	     	     	56799	 1186	 3324	  476	50295	46849	
 16		23248	17740	47008	30604	 9896	32863	43112	55551	23074	 5479	48361	28108	50444	 9797	21435	50376	58194	27966	36317	23549	 7355	42856	48762	13845	46982	     	58337	12158	17486	10645	 1470	43752	
 17		18249	44821	45153	10213	43826	     	     	46823	 8566	20365	     	35786	     	 1009	10534	18100	 6670	14200	11619	     	15038	     	21180	24320	32337	 5393	  377	46275	19093	 9675	     	32824	
 18		47260	37578	23293	32506	40402	28581	52209	42326	 6297	 9920	     	58314	42667	30379	     	27404	 5326	31551	22184	42409	30024	35675	52693	     	27624	51901	45142	35470	22456	27596	48446	18617	
 19		41314	     	40654	 9624	55284	 6999	20243	48412	21221	27715	41911	14835	33192	15696	33241	55182	41390	46485	     	     	 3797	31293	     	45810	 6494	     	13143	     	22631	14175	22384	53126	
 20		28861	     	12512	22123	49334	 5053	51142	 3152	58739	16585	 8667	     	   19	18452	50436	52280	21702	26116	41800	13096	16569	48680	45950	 1684	53789	     	29512	     	58835	     	36325	26589	
 21		 4561	24375	37627	55858	53408	55289	39483	48631	19333	37738	41972	 5749	13262	43107	 2105	36686	26026	28559	58302	48056	33144	10049	41429	37462	18132	37678	40307	36265	11706	  655	50899	14648	
 22		48545	15225	 4631	54252	     	26977	58046	     	33260	46702	     	17769	41664	50675	50425	     	22652	     	43178	26614	17311	10355	56404	 3851	 6176	31309	56245	45832	15017	55965	     	56810	
 23		37319	20002	41935	     	21166	59342	10325	     	59540	 5292	10003	     	54596	12997	     	53984	48575	20699	 4808	     	     	49102	44969	 4633	11881	11872	21172	 4459	17695	56378	23889	35796	
 24		15731	45980	39034	46223	30252	19472	59304	30457	19547	54623	33277	26164	     	34055	49086	52547	 3126	     	     	53103	58327	34255	34563	     	54336	34570	 8132	53266	19228	50898	49360	46936	
 25		16207	43630	30661	33041	10858	 5568	54214	51167	19794	47029	21834	45219	40939	21634	45473	46289	34868	12221	53566	28535	57746	17597	 3026	43464	19955	  336	32214	     	39175	20432	     	17314	
 26		29620	 9749	57697	11616	 2866	48997	23918	36908	35892	53922	38130	35854	32406	     	 8156	43644	44209	38805	26402	52263	20151	41342	59546	14576	     	47623	17195	     	57435	23569	21156	37671	
 27		40802	 2116	26756	46376	57700	36272	     	20958	18264	     	45010	20672	12249	37653	12656	     	     	     	12908	 7086	19781	43762	15350	     	12406	45745	27976	30477	 9752	34786	     	28717	
 28		19451	  193	22794	26202	 5408	50251	     	25419	51349	54779	40748	 4515	33177	47775	39604	22325	42321	28536	17734	17793	 9114	46081	33292	43801	     	44572	46947	26046	32166	     	     	     	
 29		11558	11505	     	42713	     	25975	15401	 2707	56423	11826	57693	12404	37377	57376	17907	43542	 3840	     	23649	42732	 1912	29274	     	 3757	     	 7454	     	58933	     	     	18592	     	
 30		 1543	12772	37009	44454	20374	  550	 8616	     	59431	     	 4929	49500	     	  203	59035	46767	25679	29952	38678	 5475	     	25753	 5483	     	14089	55369	22459	36283	12294	55630	56624	11768	
 31		39952	41321	28000	58797	18405	48647	18475	     	58918	22621	59133	 8590	     	     	51649	     	35252	54577	16323	41654	27849	17988	     	     	52638	41905	55582	     	49099	38033	     	19631	
