   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	
 14		37448	30056	16430	22737	35105	16918	 5121	46444	 4900	54706	     	18274	39398	14273	10490	10488	25550	30853	 9702	49128	24381	52021	56073	45400	20587	 2859	16036	 9794	 5288	 8376	 2561	48303	54754	 7724	19951	 4474	52196	37153	26944	48728	34292	52030	11713	 3787	43849	33448	21789	43243	13520	 8973	37431	17687	43845	43522	 4407	32133	37932	52265	22165	 4940	34698	 3180	54483	32782	50237	48152	  348	37776	     	 2802	52395	
 15		54434	52229	22509	24831	12541	56526	49241	33327	49028	36839	39570	25055	38492	30659	31858	42749	41942	11766	 8300	 1841	30042	43735	 1019	33746	55348	15128	27893	 8640	58958	57389	14839	54453	57621	51260	46211	25514	 9561	45620	 2103	14535	58255	46712	32953	20067	25131	49161	30346	 7898	29744	48394	28195	 4912	 8366	30882	47815	52192	   44	     	  703	22124	29409	 1280	 6127	44643	43154	32943	 3999	12682	42506	34263	55963	
 16		 2513	35814	24741	59165	 5050	39105	28038	37419	31422	28360	12408	     	12108	29750	34244	26335	50481	39399	14656	53686	25054	56255	42029	43150	41837	  973	 5230	 8992	55421	33630	36030	51136	50943	13151	19432	56423	56274	 6089	51270	35614	56127	 5253	57554	51909	19942	12568	35714	49224	37460	49341	15219	46147	17860	44856	51669	40217	53832	21906	25421	46976	53552	 4759	11706	 3243	49376	59453	13969	 1683	59156	16803	45466	
 17		50088	56206	48915	33248	18481	 2906	 9496	41632	21761	51629	50690	34476	40313	59778	13885	37402	48066	34527	58099	23633	54113	55742	38746	48962	44586	 1407	 7783	54057	57550	10489	30934	46961	 2487	   67	54030	25917	58398	35389	 5357	 3838	38958	16596	 8682	32353	34251	38656	40412	50388	20405	20038	52889	 6106	48724	29135	29052	32559	27457	47351	19615	13592	53024	51944	47301	21956	44369	52941	12878	11421	 6000	23123	 2619	
 18		 8136	20058	 8540	18334	40078	59129	25525	35412	32896	44618	32916	10105	30204	47480	44622	27832	 6695	41499	39164	19613	26356	53543	19047	10007	50547	17516	30711	46144	44883	37206	54023	30171	53654	52148	38535	44725	50568	49623	54150	59261	18647	 7174	51075	36617	39903	54032	22430	13045	27647	 8909	15489	 2993	30339	28282	47747	22865	49812	26811	24813	57787	 7488	11609	35487	 7587	     	14091	15966	 8782	25182	41758	49939	
 19		45342	49286	40124	19558	46408	  489	39022	20938	28967	43105	49526	40751	   66	31777	29653	41794	31050	29314	38603	27842	10823	38558	41009	14825	44296	 1578	41020	31538	58047	50087	29022	40589	 2157	23197	24170	41711	12734	15227	42845	36508	 3279	11535	27982	45282	18924	50643	12717	51088	17855	11257	 8267	 1074	 3438	42875	40263	33692	35792	19780	12333	32182	19057	 9016	20784	52907	31107	20749	45313	55727	13281	14456	 2550	
 20		33999	20790	53903	46997	20277	26929	33696	41750	50665	31039	19103	 7050	14777	58417	51238	31138	36472	20579	23888	17051	12961	17662	27348	44078	51413	19247	19415	13132	37008	35746	53184	57510	53152	46379	32252	59880	19700	18320	 4623	47100	33349	26029	19821	47104	57663	 4178	38568	24094	15200	13766	  320	54752	13496	14882	 3282	50978	 4770	23670	52837	46886	26897	 3947	52524	25625	17614	 1263	39957	12452	 5413	11834	49205	
 21		13459	51180	10102	36707	31946	26489	55226	41706	51329	47606	59536	45291	59369	43437	 7952	18539	40077	59975	 8142	49471	29294	49400	48514	22358	26936	 9901	44170	 3415	43271	55829	32839	19143	22812	27335	57880	28154	21142	 9086	26163	37307	12754	27961	 1309	 3542	34118	43626	47077	33458	20129	 2686	59158	50211	33896	16659	15103	35653	35639	36005	42132	13253	53799	 6238	39002	35722	37760	16859	49201	43986	 7274	29414	58924	
 22		43819	37950	11806	10927	27358	22221	40034	20348	59570	     	 6196	13486	31363	40334	56370	41253	43858	16257	13579	14729	 7637	26085	33669	13064	 9762	47019	55471	45790	19400	 9554	34340	52440	51068	 8079	35079	42393	47185	28042	16489	58076	19827	29370	20752	38793	49702	38273	 1734	44014	38340	49386	 7246	55922	 3580	46632	24195	37970	32164	39695	43957	17476	13397	50744	16002	30585	 2609	 2954	53534	29261	43011	19972	  996	
 23		21899	20650	20273	49574	14366	50262	38213	59202	11322	53201	35102	22447	13406	50274	51098	57022	25280	48341	33723	 1133	18324	30767	38216	35988	 2879	20052	 5990	33181	42118	55010	19691	52011	39616	56456	28543	 5474	14039	28152	29644	 1035	15325	30200	10811	28418	52357	 4112	13539	37285	29405	54889	43586	18991	33859	48526	53386	32360	27687	48205	17010	 6369	 9726	50592	22867	42175	39556	55306	33428	29924	23727	  175	 3702	
 24		  791	 6872	10556	55797	47550	  456	 2298	 2051	35665	58548	20923	 5245	 7466	20010	 7652	28186	52648	53587	 4546	56130	54256	48325	12281	34976	53213	42754	29958	49300	46082	56396	24791	56151	50997	44375	30372	35538	14568	50677	34341	26966	46623	48094	 5065	  704	44796	12174	50447	51121	29527	20413	19230	42211	59787	44000	51144	44517	 1545	52039	31120	13185	34646	24581	11689	45265	58497	38412	48945	54953	35421	15942	56606	
 25		20262	19873	46046	38460	 3858	30477	38763	42469	37247	15203	24804	36462	50723	26192	 6828	57352	14189	13110	49451	53946	35023	25269	32542	39853	 6809	49758	13843	55618	52738	47257	18034	 4111	32436	34461	55266	11615	20605	44204	53266	23801	54472	 8287	17112	31271	27467	14952	16037	 5261	14661	56137	24611	59931	51727	19553	19105	52371	50372	46372	42543	56831	43863	40348	55093	18774	32842	10787	22029	  203	31239	10836	13955	
 26		 8329	36686	45373	 2416	22323	27504	57761	26191	15897	47307	33241	 7919	26455	 5265	44401	 3254	48600	52589	 5798	48840	23391	 9755	 6337	47250	37690	38528	36956	12889	44960	46154	13296	39698	54597	43581	10230	21980	21961	15067	 9238	20439	25085	 5041	31835	39710	30182	29189	47563	12593	53317	41740	18291	30226	52820	 3117	20799	26559	50962	11851	47796	 8955	 1434	53307	40056	54394	45968	15374	19592	34824	59461	38722	43946	
 27		 2161	56146	32226	34515	28766	 8401	     	47900	45246	23004	55954	22943	55818	21627	49351	33363	17572	31480	42708	 9290	12514	17669	52235	40299	13020	15308	 4477	25838	30676	22863	45068	24418	17602	51894	 4588	 2739	20485	22845	49978	52241	55615	14220	48690	 5524	 6909	56768	14472	19211	15328	   35	47568	 4398	30132	17639	21151	59958	 3303	28976	12681	38554	23323	21145	53296	47392	53005	 3387	17341	40166	35217	11671	42743	
 28		39406	57075	44810	10107	56582	41305	19678	21569	13844	17215	45171	34047	57042	45509	17338	26134	11703	27898	31279	59364	 6189	42838	55516	25658	25026	32154	12077	 9104	 2735	15245	54307	23779	54547	40704	17766	48711	57808	50286	 6219	48162	49050	 9091	46591	24394	54462	48031	50022	36922	53800	50519	55382	25345	  260	40619	41785	46290	56263	45106	36147	40845	21984	     	51315	10728	28232	59915	54792	26482	53457	54206	17934	
 29		 1924	43485	29581	49938	49348	47926	 1874	49254	45184	58051	45809	19004	43375	 1322	41180	27861	49559	56894	11917	34314	 1828	32185	23941	55312	29818	41225	35262	47765	43833	22839	45423	49111	 9897	16685	 6741	22888	27875	10796	25160	46126	51101	34061	56268	 6607	52637	13348	 2061	20230	11426	30255	14354	46649	58366	52341	31002	17363	10086	31005	46851	  765	40508	33613	29696	49899	58419	31596	42836	59761	 1902	26236	31511	
 30		14013	18867	37608	17299	33600	59267	 7226	41732	55873	18890	28583	 5172	33457	56632	52924	18097	39761	 5162	33619	50824	25060	48878	56261	28928	42272	58363	25010	18836	 6687	54232	 4379	58168	20770	57110	40192	39701	 7492	26115	24736	45259	22635	33210	 9156	12643	26366	 8674	24487	 2846	48743	22532	27043	30524	22005	59683	14711	56111	57027	 6188	36340	45900	58444	 4131	37566	38889	50659	40463	13680	21565	51078	 6443	52556	
 31		19451	53959	42165	 2698	 9230	32813	57376	38404	50239	15818	40100	27531	33666	22969	24644	16460	 8925	33565	33753	51985	43922	 8323	 8227	 8726	16224	40064	 6510	28777	36872	31717	18917	27713	57816	20859	40852	 8642	 1542	56022	38499	  746	 7158	50030	52703	  471	58703	53004	22349	  828	31234	11424	50468	 4758	49066	35140	23985	 3869	30180	16392	32588	 8309	 8964	50445	27500	11874	43394	 8638	38843	34481	43256	40966	57040	
 32		52621	17768	13931	52376	53638	 3894	 7884	11281	51281	36306	58322	57817	44957	24353	39263	11755	46481	47857	33365	21262	55281	 3764	59238	  226	 5863	13569	11095	38485	12629	27259	16733	34961	35845	48485	 5527	54623	12766	31834	  604	26496	16057	 6115	33626	12305	30538	 6371	 6450	 6402	15382	43926	53677	10635	23868	31667	10241	26853	38026	44317	10214	     	29336	59319	 2257	35258	40894	43727	33984	34375	15242	29888	17518	
 33		27284	53361	47956	37953	21656	 2417	46492	56069	40861	39000	23454	51380	19133	43773	10723	28274	36542	 2227	57320	57353	30574	12533	32796	25935	37406	42086	  910	32415	24363	37554	44039	40935	58494	 5994	48722	13162	13418	49450	 7932	53270	50887	15911	30714	  351	53509	10630	17883	42957	24361	36142	59416	51261	40093	14906	37291	  381	41518	20454	40695	25817	     	34042	17189	50766	30855	42420	 1382	10054	12294	38641	22481	
 34		 6315	 9388	56970	32829	50915	24587	17453	39589	11968	18627	  838	52246	36974	 3522	57588	14845	29120	16501	45300	12244	56212	54946	23204	17672	54745	43654	34885	     	13385	18155	29875	24236	14196	47721	 6675	29892	38378	43855	38635	59434	15337	34630	36697	24033	 5293	36431	 3242	50977	37244	40781	42898	58825	13481	33658	44678	 2519	53775	45826	52022	17236	34326	47880	24315	17632	19101	20276	56087	21029	58351	48548	39762	
 35		32786	50004	   83	27674	52415	10847	36915	44111	14654	 6728	53185	38727	22198	19961	 3672	59404	52104	37360	59654	27953	58228	21418	55787	40679	49289	20250	35024	43587	 4705	50339	26206	36865	43634	16728	10171	47890	40993	43993	40977	53280	 1185	34516	48327	54642	56091	 3138	 6302	49811	17351	  839	29518	 6668	10573	12596	38240	22956	57191	59588	47089	51015	38627	 8629	 2184	 4975	 3059	 5064	22002	12527	  964	 5477	54941	
 36		 6322	13404	54276	49081	14737	28789	34577	50157	14925	 4639	44644	22815	26923	38730	16449	33113	33136	45007	43334	13964	 6497	37762	20584	35206	54612	41480	 4962	26680	 4290	57876	57574	50282	32670	34430	 3928	10967	34511	26821	52355	51889	  220	58238	  366	59186	   41	 7015	51595	50070	13265	15250	 6780	28695	35286	30188	24947	36929	43810	23912	 7651	 6874	 1775	11826	  962	26987	39727	48814	11810	 8379	56825	 4433	55572	
 37		20189	20891	23630	44562	24899	39921	12510	22450	58888	22369	27751	46939	14621	48732	10046	26756	     	56983	42237	52214	46984	52579	11139	31825	54017	48244	55890	56461	44501	19164	12803	58782	28057	 9659	27436	46313	58118	15487	46188	 1501	18449	19688	10038	 6125	32141	50054	15142	56195	 2084	40593	10615	 3378	 1991	36822	49068	55410	48481	52510	21769	11824	43355	18100	 7560	13633	 6738	 4169	 8154	20839	27231	50811	25526	
 38		41945	43599	59571	59287	48746	 2465	20068	40739	37366	36106	26939	47318	56240	57089	 3950	27855	39340	10486	27240	 9809	21657	 1339	51171	50914	24904	24749	14716	 9354	32682	18570	38697	51431	48478	18080	 7881	41315	25972	58422	 8123	48343	20703	37212	23157	28020	25490	 6512	57361	 7738	42635	  324	26194	42133	 8735	 7867	15834	36162	31985	55241	11636	14372	46530	24284	 5849	30820	42045	 3849	45456	39538	36497	38888	15440	
 39		22531	40651	 3315	40120	22418	 6865	23819	40989	  461	17434	 2308	54185	 1033	58901	55429	59393	48014	34997	26331	14385	16911	27258	22249	 4017	23257	27714	 4841	11244	 1812	46499	 9107	  728	59615	18832	42588	10460	36043	10443	31415	24607	31841	43321	     	31877	47150	48577	 6953	  600	48250	14898	 5564	   18	11903	55016	 9050	16505	30207	11266	11030	23469	14018	46834	 8044	47486	47195	 3776	20546	52669	 4784	18206	49977	
 40		19507	54808	28666	49681	 6749	  472	34837	30030	27956	33695	15363	36319	36684	41628	23488	 2932	25746	50584	32071	57814	51446	35385	57701	 7266	 1846	40689	14901	43323	48956	48795	49805	26133	54152	50215	48100	11382	 7528	56131	55361	30651	59910	37660	 1760	58295	52691	47350	35788	24026	57306	12735	58174	41178	34739	45585	57257	37216	23750	42148	58801	 3570	51617	 3642	19384	13887	22467	43706	22089	17512	59430	12611	54791	
 41		56879	20181	10347	40344	14694	 2656	30806	  179	23432	45759	51158	51023	 1864	58226	35072	45242	10769	47928	51557	10333	43074	59522	 5873	45064	 4204	45026	10648	 3058	 6114	46121	50964	15846	44002	38986	25185	32962	11612	54135	  455	59406	36318	39862	30316	51832	 9195	39730	 2717	51988	10425	33411	27352	 8059	17527	16415	 2013	56084	46660	12536	52109	18055	52101	52040	59354	17954	56081	19194	59826	54788	36076	32838	 2868	
 42		30569	25220	38396	 8262	55845	16170	45680	24871	23111	46611	13736	 7892	17131	 6233	13091	40370	35484	40222	46281	13234	53979	49059	55688	22241	57159	 9171	29561	24451	45452	59557	     	54159	26147	35644	18265	     	56163	30502	14558	54922	 3291	33694	53500	29150	 3343	46626	30333	 1463	44815	18526	21793	48174	47467	54175	     	15059	18563	59134	39702	43701	55673	50116	37021	 2391	48425	14291	 7305	 5259	33767	20683	55780	
 43		47255	 7971	40366	36783	20106	34728	54419	 7088	 5554	13120	18441	17842	32760	57097	23067	19136	52633	 8709	41382	41825	38972	13936	31861	21469	15637	44294	26287	12753	51690	23822	57402	57907	31826	16405	12256	11915	58980	54959	11099	17970	13317	28502	53022	 2675	     	22490	11238	18974	43206	28956	59785	 7659	46766	42480	26716	 9701	45018	 4029	51835	 6311	44972	57504	49358	 9166	21208	 5326	15686	55331	  793	47057	39631	
 44		27963	18255	51623	36344	21358	 4594	45741	44067	19975	19301	50145	47853	56145	35354	39766	35712	45625	     	25577	40128	26491	 6541	25334	23008	23651	29014	33039	 2167	48436	16485	44477	48913	  495	33282	31450	12834	56911	 2195	59920	53750	27509	23196	42902	13630	34945	30830	 4733	16429	57519	42748	49928	12635	46422	 9139	 6424	40199	10418	 3946	 6692	42281	48482	25543	44694	22150	43272	20915	57551	 5260	32327	39227	22689	
 45		51143	16050	15323	13122	20084	34657	51688	  329	38345	11338	 3065	21319	45318	32847	49742	11740	22140	46610	22139	42995	34413	29807	37879	29659	32573	23551	13983	29084	36635	57139	40397	35596	 8970	22407	 3997	30596	 9963	16934	27771	34804	11151	27357	37889	51834	26208	     	39751	26116	 6550	58735	43038	25856	48790	20612	 2518	55459	24958	11055	45402	40705	22080	51596	26960	55443	25317	52811	18554	21499	30790	19532	11892	
 46		58145	 5463	45819	     	13811	15071	 7184	 7726	 1886	57948	58334	40317	 9711	45213	 1325	 7588	48318	21463	     	11321	51124	41594	44825	50966	21334	19117	46531	17604	27187	58166	 2761	25411	41141	31704	53669	15183	30080	49403	46077	37714	53403	14961	28372	33073	 6242	16635	11594	 7976	18833	35033	53980	14666	29891	30295	41567	26643	34644	36808	51759	11193	36360	20864	31430	24420	19217	53346	35950	38652	37315	12166	15762	
 47		45541	12615	 4522	 6848	12352	46825	29113	58345	19227	19445	42278	47848	49860	 5076	 1667	 5035	30420	26663	 1275	44162	25705	15319	35112	59400	16543	46999	 3812	45065	36080	55363	13749	16787	 5707	57094	39899	35865	34888	52539	14154	20073	23761	50079	 6289	55275	 1111	38011	 2691	19781	34457	 6724	55693	57259	17078	13786	14724	15427	57650	59418	57126	51468	44269	 4901	35369	35070	49190	13624	23832	12422	33991	12612	32340	
 48		56050	12219	19567	20391	 9699	37486	58829	26038	22529	 9942	14764	20957	     	44906	47944	54564	11003	22335	51267	44579	45961	57579	37641	56519	45718	 7737	14851	29362	46420	29839	47167	32922	 4233	 2425	 7241	54820	36421	11542	 8789	59323	 6659	35847	24990	 8450	40785	54643	31709	 3206	16003	18507	46261	40638	55355	38055	21462	 3666	17093	14950	49854	 4904	52995	 3199	24777	13073	56171	30099	41985	19602	43771	19200	28611	
 49		 1202	 3440	28470	18616	17642	17129	10235	49940	19893	 8598	 2620	55217	25249	 4252	32082	 4570	32098	54370	57502	12630	 3625	49449	 4063	 5405	 8304	16746	45088	22588	17548	47222	22011	15042	50355	59160	17284	30945	49670	21044	24569	30106	29213	23857	14607	49948	18948	17825	56956	24389	50141	54667	26022	34306	24113	40860	 9370	54978	10626	18498	 7707	34672	15217	32105	49273	10352	59860	47816	58922	13255	38661	42842	53747	
 50		 6794	50559	12482	49355	39972	 8023	 5471	37735	57266	  719	 8951	 6697	48416	 9190	16572	14663	21580	51246	50742	13532	53643	52182	54637	58208	42740	 4205	50059	51580	 2033	57018	26886	27401	41875	32080	18071	12649	40469	15528	27610	57258	33124	22239	42253	59426	41866	 4806	46132	 9389	 1583	59996	46319	     	18952	49499	34159	31084	49600	38305	37450	15968	 9338	34380	37058	20733	58303	42803	38908	10882	34269	 8888	13668	
 51		56525	12194	11965	10918	55979	12922	34863	 9984	 3338	45658	41314	58062	44197	14895	37532	36500	46618	55251	27604	59503	30994	24659	13005	 7440	 2415	27840	24983	 8127	 4888	18393	55036	18211	12908	35014	45646	15433	16220	49543	28710	48693	17090	30489	29056	  586	47840	14344	  819	44696	  568	16408	48691	57288	26541	18964	17521	 5067	 5931	 3185	 4373	52310	37971	15641	 6791	 3519	35857	14303	26225	35237	56560	26993	     	
 52		18962	13182	33090	 9785	41299	48673	51871	48321	54732	36683	34829	26117	15926	 5543	49365	56273	33950	56909	59632	10181	 8586	20917	18725	51046	37610	22632	12944	38592	14773	56335	10974	37263	14671	29328	  528	17635	53875	49377	49835	35211	27345	 3084	26698	12995	20238	38776	29124	57742	45888	46759	 9792	11923	36589	43426	 2627	19911	36252	14728	50353	47965	36965	52186	20082	16423	43924	57585	 5791	36651	36742	     	11341	
 53		56817	43729	50876	10011	18669	43101	47192	31335	40158	38220	     	26394	17471	22810	58622	 8572	54716	52917	 8869	19406	37432	41892	51322	52441	 6358	15036	10784	 4406	39979	30464	53018	23504	58331	58218	58804	 9931	37333	57004	  549	 2178	44304	 8055	19109	13130	43545	18615	53568	 2366	51561	18195	 7900	10913	14600	26365	 6845	21556	42460	18568	38734	38753	22133	12747	18766	58442	14783	 7039	35260	 9650	30660	 7071	44560	
 54		48877	34028	28169	31540	27806	20505	24232	52874	 1172	 2687	21280	15148	17163	23136	55318	20269	32223	     	29478	51471	17467	48216	23308	32329	55696	  666	 2436	31583	 7277	40525	 3661	25554	18134	14292	 2654	57992	11100	 6254	30480	 8758	11097	11984	55097	14862	 4296	52929	 3937	56503	 1050	13166	52916	40296	46954	35002	28050	53562	53974	15713	10563	11040	13700	17259	12580	17014	 6590	54273	32965	31483	11413	12956	30491	
 55		14590	24370	42574	25654	 9741	35233	29142	53124	31221	15514	16513	40250	 9631	37372	47947	20172	45976	16998	 5928	50391	20210	20986	32604	27902	22001	 3540	41496	20519	27302	  310	26404	38231	28817	41551	14408	 3090	44144	44971	47373	58350	 7340	57170	43524	  488	33833	23132	50324	 4804	23163	48354	13458	24046	37884	50511	24630	17233	54293	24645	29977	48843	21702	11352	46069	 5912	21503	41206	 1890	 5733	 5748	42054	55687	
 56		 6435	 1298	26606	 9885	58572	10030	 8335	57310	 9575	10526	39270	22429	46781	   46	45629	21586	 1396	56859	52138	25057	51298	 1993	50451	55955	41246	11514	24739	42491	21189	36219	12598	22442	 1631	46616	58210	55035	19343	52273	49815	45818	 2815	39744	11410	40998	34075	58895	 7419	40908	 2708	28291	50667	37093	33934	26090	 4040	43466	 5853	 1561	14134	 5959	43387	49389	27193	50845	15671	12704	22416	12298	21683	19000	 1922	
 57		47793	42290	55491	13661	27315	 9067	40086	17628	14213	18727	57379	 5571	 7683	17648	 4936	46813	30976	21552	48369	 8277	22269	10628	19916	 7328	15907	17727	 3075	25285	33279	40369	54980	21582	46731	29116	22688	37312	40749	  323	41847	     	28679	10406	16215	 2185	 7098	35366	 5504	38564	58059	45994	58374	26266	13966	29894	14503	16372	45929	 5089	45702	47383	50595	46474	 4478	15844	55718	37999	44109	43804	45255	48023	29111	
 58		     	16437	 1843	50100	58194	48864	45685	 7649	     	  268	10867	 9698	23770	 1461	32125	25243	27487	29315	30285	15909	12903	 8747	 8648	 5881	11859	 8320	45514	17681	17575	 3370	15993	17886	18329	32469	10660	46199	50344	11278	22511	42893	36174	36299	17145	18376	18731	14088	31553	38803	58346	40060	51044	44952	13776	45709	37948	21735	42883	38880	18460	41015	24519	52174	50378	10249	53096	16448	 8013	26611	 2677	11591	46935	
