   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	
 10		51036	     	46302	 6890	57582	28478	54955	10239	     	51544	48935	41578	57221	54025	28460	20846	27181	13584	56917	49977	23854	43950	55144	52573	  215	56354	     	49938	39037	51389	12983	25959	35643	42746	     	21087	11446	     	     	53472	38498	26495	43731	35246	50755	     	13213	29780	     	32289	32542	 2056	59325	34639	52469	39267	 5412	40338	     	10228	38594	33550	 1698	12433	29785	48486	53873	14538	52734	     	49128	45797	35903	34761	13959	17986	41434	 4854	 4007	 9258	 1168	     	12045	     	     	 9742	     	     	22625	41813	35839	 5323	     	16884	43074	42201	55758	10064	     	     	
 11		28765	 9695	45440	     	     	15607	 5261	 1401	     	47767	19890	55073	37072	     	47497	39313	29008	40606	53453	14760	17496	     	25321	     	 2089	22416	37525	38752	40230	44006	29662	49075	     	16126	11727	10128	16949	55855	 8718	20066	25702	39288	25582	47736	58282	     	30997	     	 9738	29697	26287	12997	21568	29974	 2237	 4802	 7348	32013	52851	44225	 9764	17774	 3869	36171	40997	29107	 7128	 5458	     	55976	24730	15992	 8493	50261	     	35775	38898	31203	40839	   69	56859	     	40881	31421	10989	32538	56717	53267	 3549	 5602	43049	15542	24525	     	25852	 7494	     	 4790	41554	30601	
 12		42493	44419	14751	21783	     	56163	27322	 7626	16830	     	 1717	15496	54142	45380	 1449	25095	33073	39177	48903	42202	19983	43666	     	47672	38293	57008	51675	34487	21068	47771	     	13734	47958	17467	44683	37712	53790	41439	18593	46752	45650	13820	54254	 6595	24318	  892	51928	 8363	     	11587	 9201	30505	33782	14860	34481	20812	17208	     	 7734	14576	22731	24056	 1608	 4620	29121	12678	29475	50358	     	40450	     	31550	48640	 8867	     	13713	50580	22860	50067	     	 4598	32513	     	     	24613	50231	     	33575	     	35472	28071	 7057	     	41204	24379	20714	29745	33905	     	37955	
 13		45018	33085	31650	  116	45677	10066	54068	57792	 4440	     	24262	     	57986	     	47153	38169	42588	24919	34225	29912	42161	33610	     	  414	19992	24825	58982	22582	 5736	48844	     	52891	11287	     	27920	46435	55615	34956	33809	     	32406	29390	     	43642	13646	14456	44736	     	 7958	41228	     	16597	22811	27862	49771	     	     	54579	29859	52788	     	39556	 5334	     	39765	 3031	  919	15220	 3956	10300	28165	15185	 9729	 3985	26063	57374	29114	32135	56739	19639	 1815	34853	44475	     	29517	42526	49184	  207	11668	13266	53971	     	27167	53231	40659	     	13669	54566	51631	27411	
 14		     	20402	 2384	52406	     	15348	21320	     	 7586	22358	53266	56587	 3201	     	     	37929	27506	59251	 3014	50685	     	13482	39188	59571	47889	22235	56483	     	32375	55660	19665	     	     	32693	11130	37694	24752	 6235	38566	46286	23351	27900	     	30498	18181	19358	     	47923	28126	43695	48389	47787	14546	14498	55722	11970	     	11671	15112	43249	  629	57111	 1522	36384	13061	20366	     	43655	29687	55330	30026	 6775	  663	28531	16986	     	47086	     	44205	50266	38377	37478	12035	26816	19381	59998	  718	13494	15606	     	59509	10705	40546	43401	20904	51234	45602	 2229	46477	41207	
 15		13526	28869	 1943	 9545	15680	     	 1007	     	58058	30180	33722	15049	29175	49451	45524	20501	24922	44256	 6606	 5063	22898	32398	24334	     	40798	37524	53582	57660	27727	26648	17331	     	29260	  383	51437	37006	 6159	25056	 8513	34117	15951	36747	28534	29157	10253	43834	 6160	     	26854	 4969	21454	39797	32335	31980	35583	49304	 5199	56624	 5776	36245	22480	15225	28075	54978	24888	15976	 1032	59088	12942	     	41700	 7395	30832	36091	 1933	 5695	21713	31779	35464	41142	19200	19282	21892	16849	13112	15946	41478	48555	14357	50856	     	34002	  971	33246	31778	     	51815	     	17444	     	
 16		     	27592	19188	     	34021	51820	51317	39400	37708	 4460	20318	33976	33985	39254	50709	49921	36067	20616	50787	  299	15991	13485	44237	21564	20272	50173	48947	21824	     	26746	15620	49539	34760	     	40995	     	33587	 2268	     	     	 7085	     	11278	 8152	 4112	56727	 9762	18944	     	50946	 6765	49500	33166	27043	43309	46282	     	24740	59190	  606	     	     	     	57109	26470	42030	45121	56523	     	43912	34448	38417	33788	     	26492	53900	     	45200	17473	49699	10974	     	54335	49835	 7441	22963	55693	52196	16864	     	     	24625	43019	44763	     	20257	34061	 8940	17713	     	
 17		48221	49969	 4264	13675	37340	36428	 1336	12978	     	42755	50540	 9105	 7250	17597	51113	43712	21550	10202	     	 8450	18644	     	 7447	28827	 8093	     	45112	16958	20861	32243	39284	51682	42492	 4871	38761	34290	26900	10197	49354	28548	     	39367	     	     	54797	     	 3400	38824	49133	     	     	49418	 7269	44520	     	 6778	     	     	     	     	54926	     	 7517	22633	28453	14354	13210	18459	 2869	 5777	49268	19522	     	27934	25182	  464	15832	47684	10431	35019	43323	51539	 8701	52818	20676	     	22923	     	 4753	 2724	28894	14691	31760	48759	15211	17600	29180	23046	34381	42554	
 18		20304	48660	     	47110	16809	     	58130	24565	     	57612	27465	52361	19763	45676	33416	33999	17298	     	 1804	53920	58742	12190	29518	44228	59111	42652	11259	15708	16003	39448	 6568	19843	     	14202	55986	     	 4286	10718	54657	     	54472	  687	     	21658	     	57989	41139	10252	48099	     	     	56193	33387	51314	21513	49412	19205	30467	     	27383	33448	31585	29583	47822	42689	58820	28361	59290	23240	     	26923	     	54252	     	55203	39303	31834	59013	     	14393	25558	     	 1980	16736	49393	22692	     	10474	36672	36708	55492	 9504	 6643	50388	     	56040	15468	42447	 9800	37817	
 19		     	15245	     	35412	31419	     	59923	 6607	 5305	55955	56108	21070	23491	35892	57844	 3745	52672	 4297	     	26634	24994	46023	18438	34066	54985	14939	21000	  755	22725	51787	49686	36053	     	21915	12069	41402	     	     	31317	41789	48915	38276	     	20954	38154	18819	17717	58833	56503	43628	11486	11061	51547	45949	12224	34986	     	50910	13086	41415	30718	     	     	20405	46280	38244	 1682	53768	51033	12307	52206	 5880	36979	     	41956	17401	 1261	     	27849	21272	25774	38271	51997	58000	 8146	25922	35308	38132	     	25991	32824	44309	 1813	13871	18570	     	17892	58559	16238	21646	
 20		42119	18960	40969	 1088	21825	34700	18483	55781	10830	40318	     	53068	45542	     	20115	21209	34084	 8558	32248	29553	42231	46918	41557	34262	     	28886	     	51386	24412	35298	59673	 1049	44888	35411	20491	 6948	41888	57720	58153	18872	38307	40454	 9460	21219	24484	59582	43227	35029	36974	     	19998	42654	 1219	39902	38923	57073	     	56026	37587	38151	57300	43511	31966	  929	 9713	32885	  120	 6019	55462	     	21572	52964	24491	 6037	36009	11992	     	13774	20086	19895	 6455	10991	10842	23130	     	38312	28030	 5723	     	43771	46938	52847	33406	26802	43958	17014	19691	     	     	49586	
 21		 9248	  189	27615	     	56113	37728	11774	38795	10841	22232	14116	25876	19399	32207	15738	     	33206	15926	 7939	31592	     	53354	19812	37437	48156	 3439	47484	34450	28225	18919	 2285	29456	27806	14583	29348	22059	 4345	43917	54049	22632	34864	44899	     	46055	45059	33373	24275	15430	 1214	38329	23404	24331	26328	  602	     	49805	35325	     	21014	     	33893	28440	39739	     	 6686	     	     	     	12304	18346	28150	 6656	17427	30216	32823	     	     	44835	 7102	41492	26260	54574	14121	47576	19278	 5362	41974	  957	35321	32009	     	39404	 6893	39322	10825	 4000	51105	49180	45550	56283	
 22		     	29007	     	58911	     	17966	18594	33606	56058	     	41005	  408	 3097	     	46384	26198	     	46291	     	 1361	     	12828	 7080	40750	14556	 1632	11586	 5049	32792	     	21236	42871	50159	 2680	37366	     	 3700	39512	     	46709	44849	17556	     	40413	56017	19562	 4412	56879	45497	47791	36795	39326	48035	45598	 5599	 1156	 5012	18021	45942	38582	     	59378	     	20700	19689	58382	     	24371	24418	52261	34502	     	47416	 8393	24882	30349	33313	     	52954	     	     	 9670	31658	59331	59428	26960	45531	51985	10651	46448	37451	51593	41510	18654	 6639	39052	     	     	54928	48403	
 23		48529	22778	46727	21311	43939	     	     	19235	26030	     	     	53388	48535	23563	24638	 1289	  653	29230	34245	37856	59187	51816	49264	51678	56742	 8966	41455	 7432	20484	32296	49271	18690	 8831	17570	34593	37432	57121	41588	10647	 5236	40168	54529	20260	51734	55009	30980	     	     	31042	30806	     	     	32021	  611	     	54412	     	40054	25488	11242	32767	42543	16402	     	50440	51119	 2520	36574	22412	10835	     	57223	35310	 6514	 6904	     	44253	 6684	12160	16027	47395	10264	35302	     	34601	     	     	11328	32907	29547	38342	33706	     	59085	 3442	     	18606	32122	26529	10045	
 24		     	40140	41814	34740	     	51183	34627	26091	21360	47286	36033	 2429	  779	41633	55601	 8103	56261	12740	     	 6903	16016	  588	     	52553	24534	33833	52470	39292	28974	20530	18613	34109	38766	 4409	55268	20745	51659	     	17261	 9016	 7385	29935	22938	     	     	     	     	42990	28763	 8656	13111	45603	55068	42021	     	     	36765	25379	 1583	     	 2421	26262	23270	37637	10296	 4136	10818	     	34672	11277	19729	 7066	 3831	34342	27719	32043	     	 5944	     	33241	38590	50349	24622	 3417	32551	21229	     	     	46148	 6995	     	     	17016	41375	39362	     	15840	     	50640	16421	
 25		48139	57277	16494	     	     	20009	33883	  624	50052	29469	20696	13673	41290	47597	29969	  396	     	21616	51826	15135	38461	44344	51237	33934	39537	40161	44756	22423	     	52258	 1235	 3919	24312	 5639	49651	     	28656	24352	 4799	51620	     	52518	 9301	 8481	     	15421	35942	43748	24822	51761	     	43140	16321	32506	14842	24942	49692	52032	21017	 5759	30432	36613	     	  966	45805	22051	22794	29339	12543	40572	34055	12445	29304	 8327	56593	44532	44519	 7703	     	29205	 5927	26759	14933	     	57226	22500	24920	17681	33041	28149	27927	55919	12819	30996	18099	16834	41905	     	  864	     	
 26		33520	10624	27850	     	17324	     	21894	25696	29544	14277	22482	40368	37838	20407	15177	 5222	39233	30935	     	59765	17390	33806	10139	43293	57439	27071	26329	47904	     	16268	     	57689	     	12076	23608	12996	44584	16438	57013	31528	22672	 4592	16279	54761	 7588	42801	25593	11477	14007	58016	     	37508	28419	     	32441	27273	     	43775	17864	57415	42525	     	29336	25775	26303	55434	52322	     	26182	 2679	 4020	45165	57647	13714	14420	37169	14547	     	53080	23726	     	17962	15540	 2031	  808	34775	     	35507	     	     	     	     	26082	41527	 1757	 9434	  814	     	27735	52750	
 27		38355	41364	28743	45473	28289	59887	     	     	 2401	48512	43544	24846	40907	36351	 6236	     	 3891	33819	     	     	 8540	     	56720	15516	     	 1084	22581	 4664	16310	48998	31041	 3934	  944	10575	 5388	51109	25255	     	31355	39454	41282	13375	17493	41733	29529	22065	37586	 6828	     	31621	     	48866	 2565	     	  748	 8298	56337	40790	20352	 3256	51980	     	28796	 4132	 5106	30280	     	15392	 4916	     	22575	19861	56189	15783	 7617	43905	 4863	40920	     	     	18620	33294	50158	     	     	25370	29595	13001	37613	 1576	12883	10058	 5102	 8815	42694	     	52396	     	49052	 4709	
 28		28185	23705	58061	     	21607	52931	47274	     	35504	57547	32804	     	25793	     	16901	     	18899	13988	     	56125	53155	     	17729	12569	17435	29766	  841	19903	 1186	  538	26957	26168	28542	53742	 9142	32651	59367	56565	41937	48948	 9289	40386	44958	17868	     	 7452	 1411	57031	23519	 2074	21583	24400	 5995	     	59068	     	 9250	18511	50845	58674	37202	     	34313	     	42478	33335	 4478	53098	15313	53799	 6543	35100	44991	20552	     	49722	42787	31172	     	45068	31888	33092	     	46754	33015	 5244	21780	47237	10234	55328	48581	13099	23749	16040	12778	  857	     	44184	 4767	15698	
 29		45788	23043	39062	23692	     	15174	19873	     	59700	     	58835	58538	 4423	34141	 8456	58790	56257	     	32537	40377	23651	46660	     	33422	     	28013	58596	38472	48331	     	18506	12142	 5523	52480	27175	36570	54971	     	32691	26241	     	     	33873	29760	50557	17430	50145	56769	59715	48986	54286	33890	15597	13990	34998	34583	     	46464	58555	 9760	46827	13021	 6045	     	25600	57781	 8300	 4130	46407	     	52468	17915	20401	27293	41641	46745	27036	44104	     	45622	57285	     	 6016	15267	42515	30130	22806	44655	11190	     	18559	     	22766	 4351	 1941	39185	32492	     	 6397	 8533	
 30		52192	     	21293	54640	19325	36483	35549	15892	27852	47560	     	 4692	35764	45351	20637	 1242	 9108	10767	47222	     	44659	43746	39936	31129	22135	40642	51343	18427	48547	54664	     	 2622	34110	19845	     	25619	53659	27743	 1157	36510	 8714	42624	13249	34570	42350	21267	52403	 5386	54312	     	14614	30784	35196	 1163	55461	36449	24101	     	43014	33681	     	     	     	22067	     	     	52390	42100	43279	26395	32997	 1026	31186	38962	     	15778	16504	33935	 9413	31731	     	     	     	 5506	22383	 3015	55816	14572	11113	  543	22042	44320	45858	42919	53097	35220	22635	14994	 1665	58649	
 31		41147	55689	31229	     	10438	24380	 5190	36594	51334	43270	48316	35553	28666	31363	16595	     	     	58432	 9052	52615	51004	 9187	45125	51596	     	52638	  967	     	13429	     	10609	34822	47401	30212	44803	39268	     	39449	32736	50825	53650	38592	35975	13024	32219	20535	 9305	33405	54708	29702	24190	18928	37931	  355	15859	22772	 3199	 3751	57810	     	  965	57904	     	26992	43808	24177	48399	55883	45013	36190	     	12333	33703	52952	44258	22064	56553	41100	     	45355	24705	55514	 9534	11116	 6878	55484	17255	     	25410	48352	     	27602	42701	37330	32305	58045	25294	46461	55475	 7698	
 32		12578	     	  305	  601	47827	     	32686	     	  962	35407	     	59874	 4450	49685	35592	52703	38558	46431	21133	23439	 1472	10543	52956	     	 8532	29528	 7873	14761	 8822	15414	43618	22976	43884	36136	53075	55139	     	  293	12247	 4223	43222	 7930	43660	33319	     	15933	21221	 9213	21450	     	37103	54055	48812	26853	10390	22880	23914	47431	40983	18898	15564	54594	 4893	28680	     	20872	10473	52708	57692	 2361	50442	 9541	45263	46699	 5258	10924	48704	28234	27544	     	     	 9294	41829	35639	20694	28024	51873	 2757	24629	36444	 1322	49958	58990	27306	42287	30970	36554	 2331	25766	40699	
 33		25711	11958	38906	     	     	44196	34494	     	52249	     	     	37300	 5913	 3653	29820	     	47251	27027	 4152	43241	 9888	 5877	54342	56222	     	     	17236	     	     	10817	 8205	48541	 9449	56217	 9897	37696	24145	22800	27829	50297	33505	29115	20325	 7088	54717	11718	 4856	47249	     	57297	50160	  889	57366	57611	24616	40215	10690	 5157	     	54641	13392	 2548	 5501	 6244	53466	 8252	57646	49930	17502	26948	19557	21436	     	48351	  500	36650	49718	30674	     	50594	23849	10663	20693	54089	     	33164	59192	33942	53622	 1393	53452	42009	23923	 4115	39075	 6303	58551	46041	38902	20809	
 34		56066	32148	31814	19458	35521	46492	21173	43822	25004	27777	     	 4204	56504	52757	37040	 1944	27762	37984	12931	19933	16612	     	55027	 2158	     	     	 9954	     	 9864	15707	 9334	25467	 9813	43006	49888	17920	15574	     	45296	14557	 7791	29823	12998	18169	21606	40819	     	16941	52983	11105	23141	48891	43257	58166	26791	44774	20713	47059	49426	17404	56203	 3970	37144	21845	 9127	26598	 8819	33924	 7291	33157	23868	     	44863	 1082	18061	10741	50887	31625	47902	17880	     	     	11694	31471	 1281	 4774	40835	19460	20780	     	25723	56618	  393	36799	 8424	15481	25718	25561	 7274	44862	
 35		10790	53728	38474	31751	32001	19759	 9901	25313	23150	44970	57574	23621	46913	10617	     	     	 3319	     	45447	     	     	30233	     	     	32059	29174	55677	31431	41982	30043	 9657	48914	 5789	36071	10268	50196	     	42114	 1597	41122	     	 8444	 5594	 5123	12963	43590	     	52643	36827	35895	45252	39683	10952	36448	54399	26001	11867	22643	36180	     	17388	     	52695	30326	 4167	40093	29422	 2225	37042	39419	     	49645	     	31321	10314	19640	58280	     	15271	 2938	57032	27242	     	32113	15812	21005	32739	26845	14108	42711	 2992	  130	  938	46002	57680	34514	31335	38401	20057	48199	
 36		18500	34325	 1681	14501	53274	29223	45593	48344	38051	14699	23571	24439	38640	51684	     	 1907	 6209	28254	21950	25819	35819	27192	19648	     	 9544	     	58196	50329	30413	39821	 9385	14623	     	15918	     	 7265	31889	44330	20916	     	16363	22128	47115	45638	37319	37171	11427	14749	49162	25398	59869	14179	     	46975	14725	 3737	40678	     	 9245	11985	31315	     	23858	 8053	     	     	59544	     	16863	51327	 2050	11431	37321	 6347	11848	44285	 2816	23618	 6112	 5127	46667	 9336	 1901	 7679	40475	     	27742	     	21581	12825	22655	38021	     	37204	14682	29537	59911	28857	 6980	 8651	
 37		24936	20130	32801	58781	     	49710	15904	     	 1060	31265	     	39424	 9156	56030	     	12417	50150	 6186	10311	30002	28438	     	24102	31833	     	38268	14239	28037	41261	34556	44692	15531	45081	13329	     	27947	 5740	41182	     	     	30474	38731	15958	     	19016	16543	 8193	     	     	18912	13527	47778	52199	46923	21900	25387	54735	49352	54846	31993	23940	40776	     	26128	36843	32049	53192	     	27883	 8254	22290	26386	12322	17357	 7903	 1317	     	10576	 5532	55585	     	17840	34372	  862	40157	41985	23293	     	     	     	     	49041	     	38730	33582	 2075	     	59636	11669	56656	
 38		17262	20387	     	 4595	43783	55213	49013	 5352	33707	 5026	35649	44485	55481	29866	 6950	15751	32042	46715	11670	 1877	54305	11638	57169	26414	54542	15284	     	31577	     	56053	45746	24653	47847	17807	31868	21463	 3019	41179	 5453	 8895	32825	36592	24928	19647	39539	23410	56940	48388	32029	33839	     	 7906	17728	     	33079	57025	50444	 1344	59082	41991	     	46865	  526	 5163	30685	     	 5638	27080	50921	50260	53233	19169	56349	30946	 9768	 7831	23703	26480	15815	44498	     	     	12863	18866	37069	     	 9557	11403	55037	     	45248	13596	33530	43874	35247	48405	24397	21127	48961	31681	
 39		57209	18635	41891	 2061	55178	     	 8810	30211	18210	54404	     	     	32469	12958	 6459	18451	32740	49947	32910	     	32937	53662	16936	57054	50416	29212	22279	17494	47628	43294	33001	52652	     	     	14006	48304	28945	57310	 3435	33065	     	13506	24048	27702	56425	     	19813	52478	38905	59550	     	32700	36355	23412	16092	45894	30565	  650	     	42929	 8707	16087	 7859	58455	56229	30139	  730	36635	51108	     	37483	27352	25862	11144	49194	     	19677	36291	 6451	     	47339	13958	 7065	53660	20444	 4735	43653	47839	19226	21609	55386	     	31115	17755	24437	13581	 3103	20869	44800	15327	
 40		 9915	13219	17065	     	24305	23666	30676	50832	     	40106	54590	14117	36458	35456	 6079	10193	18142	 7428	40446	33342	50794	46345	     	14195	25798	55957	35995	41349	46683	 3746	19038	25953	44561	26354	23579	23460	57911	     	58385	55260	 4246	27501	 6393	25537	28940	 7557	32110	26550	20537	25081	 9906	17671	     	     	14151	45096	20928	     	39296	41460	     	38188	36460	50379	52546	41932	45635	10190	31387	15070	21521	 5211	49618	23497	  667	 7498	29744	12874	11680	28381	43526	21383	     	31422	22452	     	13599	21008	13963	12614	     	47054	24746	   77	33845	43271	 5818	48772	24626	 3554	
 41		35228	55020	49338	16981	40553	     	42007	 2870	     	45516	25543	19745	41998	 8046	23669	38743	    2	36212	39569	11175	48216	59464	17173	34072	43015	     	54058	     	 1890	38004	 3405	     	 7808	45856	     	50323	12712	39938	     	34280	50279	 2787	55929	48341	11710	 7419	     	45565	56980	52302	51654	20061	27639	 3050	     	56098	     	56384	20187	55304	55254	32054	43053	     	42687	43212	27741	44733	13332	 5926	45627	23637	     	39920	29673	     	 7667	31583	59300	39954	10384	37811	12271	54635	19142	33536	32830	 3777	16829	     	 7889	     	51915	58416	     	17923	23564	     	23921	39353	
 42		 5615	48251	 8788	 3244	21473	     	     	 2350	33787	49980	     	40873	16208	47864	16142	45011	     	39535	 6762	 1600	54301	16317	24652	38534	32738	     	51085	     	     	     	52867	42056	23104	16502	15714	13317	36773	58325	41405	21842	39769	53515	30668	23482	     	     	     	29426	 7771	     	29554	19810	53791	     	55927	10406	 1886	12982	45339	10221	10067	37410	14483	     	 3998	25338	25528	     	     	34615	38797	44604	28993	28605	58912	43564	46313	58073	 1722	58826	58247	27165	20497	48072	20801	30536	43191	40735	27020	52720	33292	15122	46312	16711	20221	21887	52755	18188	25407	39531	
 43		 7837	49997	 7021	35071	 2081	15834	16359	23296	16913	18562	     	     	48069	46082	58937	26162	21597	17759	32747	 2251	51194	19019	41264	39474	     	58943	14143	     	57734	39807	54473	     	15312	     	18647	11965	23165	52854	33699	 1612	45717	 5969	46473	42307	24002	47591	22464	 5738	 6155	     	     	 2115	     	26750	54914	17952	21373	     	21840	10334	 6495	11336	     	32525	14976	     	34263	14936	31117	     	39324	29711	  126	50503	48849	40493	52863	38774	47583	22661	39575	11230	     	29563	11838	33925	31542	  589	17317	29532	40733	     	18320	57838	     	25629	18524	37579	56724	29741	
