   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
 16		35162	46922	 5134	 2722	38989	 5716	16961	36605	     	13966	30579	24760	53600	 8128	 5533	38363	21483	 6776	21890	     	24463	21795	38659	     	25241	59244	23843	     	42958	22406	     	35883	
 17		     	57376	46485	     	59520	14175	  623	     	31343	17372	     	49073	57337	53878	     	46379	18828	58782	     	     	43946	37704	40285	27134	58622	49873	46995	53265	 4414	16688	     	     	
 18		 4354	54430	35466	44501	15803	41208	14592	     	22559	13049	     	10494	32249	26754	33673	22414	32176	 1311	31148	35631	     	33892	32372	     	 7158	24794	22437	25321	  130	37516	21789	45005	
 19		31595	23617	52570	15395	21912	46524	42516	32831	51430	53977	59346	54525	58140	11303	44905	 7294	44797	53349	 7964	41597	     	     	     	46849	13716	43926	53722	 6407	16468	24021	 1624	36524	
 20		42204	12039	21395	16653	 1642	14846	19224	24144	17111	40915	 3383	27924	48530	 8364	     	29769	36720	     	56305	41872	24739	     	16399	 7660	46350	     	35097	 5023	30548	35134	 8402	33851	
 21		31355	 3440	52524	43133	36192	  667	40778	39830	 5988	 8558	56866	 2579	25849	     	     	13472	40396	38462	23844	19345	39823	46796	     	24872	25567	33063	57155	41056	57343	 1588	59332	21482	
 22		27901	55543	55287	50379	     	15640	29112	41150	46830	59919	     	     	29624	22362	54873	55071	15148	45796	18709	36234	58683	     	27124	40024	35080	14964	 7771	17685	59570	24293	     	     	
 23		20192	48390	27676	 6924	49082	 9470	     	56935	40850	32854	50671	30253	35189	 2116	42353	12848	37746	50003	 6326	     	17201	22168	11688	28273	22373	16195	  772	     	 7752	46543	48555	52082	
 24		45691	     	25122	47460	25015	22506	27087	43986	 7368	58832	38892	 6907	53193	54371	31501	29397	     	13219	38160	32393	 2525	27812	23896	35989	37013	     	 7886	54169	     	58732	 3405	47181	
 25		14654	16951	56523	40242	     	49628	10708	45536	49240	     	     	33207	 4024	11793	37161	     	28378	18208	28875	50827	35237	41177	22109	     	25023	30150	17798	18907	26158	10225	     	53663	
 26		23377	46807	44527	15886	51144	11986	52846	     	     	 3248	28116	54917	     	34542	37974	52674	 7861	 7683	32277	19392	 7048	37827	58225	 9267	53025	 5732	22161	31757	10129	55214	38780	     	
 27		35185	38068	58122	50346	54153	39263	59774	16227	15596	47056	     	  330	21393	41551	36388	30249	16983	59399	     	 1824	     	46014	 1462	35954	     	53058	 1714	58141	     	34548	50935	 1677	
 28		45123	20233	34022	12747	49531	24436	14468	52870	39714	     	27385	     	25776	18023	40388	     	34621	47232	36391	19057	51827	37535	12173	     	 9123	22364	12548	39090	18064	     	25946	46865	
 29		31167	27835	 2805	   53	     	50113	     	23212	15473	57144	15186	55489	27371	14453	40795	10180	 4491	40832	     	49015	25496	51667	     	25720	52219	36014	32903	11959	40107	26277	18722	26139	
 30		     	54028	50279	22524	50977	     	16543	54835	13850	 5390	21139	 6196	55864	     	 3510	28279	16552	 3048	     	     	45707	 3591	39965	12163	 1026	27932	29455	10942	33153	49630	 7246	 6091	
 31		19492	24924	57704	39629	31397	27152	25883	18323	59837	46059	57490	     	59489	35643	28202	49201	40179	 2700	39240	     	 2977	     	39275	     	24047	42860	42968	43095	59470	37018	     	 3580	
