   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	
 10		 1879	54128	 9241	55116	47662	10078	54494	27985	56028	     	15815	37669	39581	38845	     	25435	55500	48067	40979	15390	14996	12487	43098	18836	35751	16765	38946	     	     	 1252	     	35165	     	 9016	 9630	10646	     	42298	17695	20102	22902	 6250	50647	20182	18293	55916	27427	     	12554	 1211	45765	37717	49880	     	 4476	34020	28253	14204	51049	     	52083	30957	27651	20281	     	51701	 6124	45723	50915	     	  459	     	59195	25430	     	 5995	47049	26094	13198	47579	 2023	30918	51674	26213	 8774	     	27227	     	22060	 1892	54550	 5167	43604	     	19029	39352	 6621	17778	19287	51888	
 11		36268	 8477	     	15881	27348	29937	31280	41491	36115	34983	58974	22056	 2973	 7895	49319	     	41836	14670	27805	40468	     	15251	45631	22237	20207	46803	46672	49198	56111	27586	14945	40909	56656	 1320	 1422	52516	36317	16232	31073	     	42188	 4375	     	58799	56381	10817	23886	51007	 6500	 2409	 1671	35707	14065	29006	 9454	16068	23743	26845	20357	27755	 9542	     	 5110	57029	28958	 3056	     	51379	 6217	     	16580	59082	21941	 1730	29327	44950	15254	     	25570	47137	39840	46975	12780	 6955	14598	 9943	 2524	21562	     	     	 6091	46581	57651	     	15313	 8738	     	     	40941	35730	
 12		38340	14307	47261	 7511	     	14995	  847	     	51228	22722	22923	35525	35862	     	 9785	59964	53166	     	20031	37990	35160	48031	     	13760	56489	54527	51090	58474	40717	19638	26039	18407	42503	18339	25627	42257	33240	14430	 5412	55561	48370	43436	53603	     	 3602	26047	10187	17755	53582	25540	27705	41768	 6420	16072	45091	58388	39554	39713	58238	55094	 8025	 6252	     	11223	     	12803	21196	49036	44616	47415	56461	35170	19414	 1398	26854	53365	29720	 5640	33753	11980	41406	42473	24753	 2138	40658	39385	     	19986	33766	17548	26971	25218	21382	20610	 3734	49539	37868	     	     	 5807	
 13		14418	     	58517	49682	40115	59501	 5938	23469	42684	 2387	 3368	22124	 6385	 2649	23115	 5373	47492	23367	     	21494	32120	27536	  800	58641	35578	     	     	38468	12459	     	44579	 4205	41299	 4146	     	52007	 4810	 3039	32878	16447	10316	 1261	  135	10985	50724	27587	     	17774	24599	16031	26185	35910	     	41159	     	20825	51035	     	40780	16463	30237	19272	 6717	48057	     	29377	36818	 6316	     	44903	18563	59832	     	35340	     	     	     	27150	 1159	 8766	16248	36393	     	36420	     	14936	36081	56661	28016	25910	41850	53406	58089	  767	 5230	50203	21284	 4008	26537	34669	
 14		40783	12515	12092	52697	     	15240	52781	55471	36029	16191	     	43248	34784	     	41116	11086	46390	17814	18507	12125	19191	10272	18116	42661	15559	32025	16453	42963	     	     	28929	23594	52854	45210	11774	30140	10058	     	58510	36083	38088	 8893	     	25895	44375	32928	     	10728	     	29819	     	43225	     	21968	10520	14524	48853	39647	51345	55771	24507	22166	  696	     	12300	17591	43823	31732	28921	26877	14909	45798	45298	27300	32562	     	20514	46377	10658	37348	   40	53358	 8174	37122	  625	18791	33926	41497	     	     	18683	18356	53341	     	     	59765	45805	18955	53904	44181	
 15		     	50718	33750	50320	     	 8789	     	 1553	     	     	30359	46310	28195	53565	 5992	     	     	 7744	53123	25421	12755	23463	55623	 8286	14168	17795	 3573	58808	     	25031	38708	     	29449	47106	12913	     	52330	 5764	     	 5846	19927	48097	13066	   45	37959	30048	 6107	17120	45257	45674	     	43427	13327	25230	22853	    6	45109	39800	46127	27355	     	56902	     	56346	46433	46976	59360	 1212	56822	36704	11913	40615	40239	58435	     	13685	     	12253	  572	 1702	37045	 5136	53829	44593	 4774	59352	16798	     	     	17116	 7655	33577	     	46417	51315	44906	56937	21459	44006	44718	
 16		24094	37074	40234	13573	26418	25356	19396	10201	     	36189	19322	 5914	42576	 9339	13564	     	55596	56676	 4903	42426	27839	12963	42775	     	  581	57207	32206	47133	32428	 6787	     	43825	18772	     	     	49168	10406	39361	12721	48856	47046	45004	     	43840	     	28803	 4165	56665	15198	37299	11173	28813	14811	57966	47599	     	51484	19167	19323	54061	 8580	44125	53712	58246	21797	14567	23822	22017	49900	22924	     	39949	32714	 4590	32515	25529	56541	41461	     	17886	40963	36588	13605	 4002	23708	     	27676	26415	47847	57782	38386	     	53906	32814	15482	39284	32583	30736	59367	32726	
 17		32114	 5790	35755	26404	22073	52473	52717	     	39101	13341	29754	57852	23000	 4887	31431	26381	47454	33366	41219	53645	32727	35782	17933	26417	19009	20012	13945	22437	25626	45354	 8158	38057	 3714	     	21861	21226	48936	     	28719	     	41466	     	43685	15222	24404	53557	 4111	54004	51712	 6553	 3313	10535	46456	57834	33885	34046	30440	56439	28618	44198	58499	 9739	36140	14324	 9580	18893	     	58834	41309	42814	     	 3218	22090	22804	19343	49639	40565	24344	11409	 7291	14236	     	26976	23968	58842	     	37035	34461	18661	 6528	15901	48847	     	37439	37275	29058	54686	50033	26646	39372	
 18		  212	     	49687	41416	54005	     	45188	     	32311	43187	16008	     	26942	17687	45606	53510	34279	51509	52809	22435	23059	39117	23149	38018	41076	40397	17663	53481	19759	38842	     	23288	     	 6816	     	54718	13478	     	55612	35033	24476	27551	29873	     	30861	59486	31149	16443	51292	 1752	59943	29560	 8411	 4852	56528	37195	     	 7620	26609	20836	     	19806	 9257	49580	     	     	11315	54822	49090	21612	58625	52077	 8429	16083	57684	35177	 6956	42892	     	47298	19056	29891	27092	10206	13183	 5759	10224	58708	53339	44281	51479	58656	 1920	42514	22912	11963	27525	 2343	18882	50648	
 19		58491	11672	29196	17982	 2226	31746	     	33371	32423	19656	54106	     	35323	  660	39903	     	     	22410	58469	26576	57842	48375	39264	53442	 1918	17115	39351	34418	 4059	 4684	30007	21443	55529	56619	38996	36906	45758	 4363	 5843	     	10118	 2043	 9412	19077	34153	31875	 7943	33951	     	15182	31238	     	 9734	56032	  674	15791	24369	     	35288	37354	59338	     	10181	27357	37895	58023	10477	19294	38655	11734	27182	27273	 5029	55401	     	22882	26556	44693	45170	 5221	39782	 2074	51557	 2021	13968	44435	     	     	20488	15981	42345	28188	 3674	35431	27772	     	44118	14469	45929	     	
 20		 3760	47819	     	30243	     	45657	17251	46756	19801	28736	34434	     	51528	31489	25070	     	45228	40350	26139	55796	 2623	 8172	10221	     	55098	     	42048	 4924	44933	     	37420	18811	46153	 1475	20009	 9612	38775	38246	28976	46032	52198	     	 1445	16492	     	48225	35517	30296	48634	59312	     	48538	53131	12676	52910	56960	     	21705	51732	54878	16104	 3789	15491	 7772	27106	     	15858	20659	 5831	     	11014	 2956	     	29804	12993	32290	     	45987	56303	13125	 3571	59523	42999	     	53204	55858	 6444	 3277	40043	17248	20153	34856	14156	 9830	39346	51348	20999	57524	16954	44937	
 21		17668	52466	     	     	33004	33900	50534	22319	12104	43480	     	     	39562	20833	59968	 7814	39569	10317	15548	43461	38654	45432	23332	38593	26096	39342	     	     	23560	13713	59800	27076	 7258	 6883	41653	16016	12796	 6245	24016	55927	     	54933	47547	15120	40621	34361	     	48614	31078	16439	57135	26575	 7185	34547	43994	25813	53391	21464	41695	22528	18558	38813	40874	12387	14087	14290	57673	28468	54417	21901	49480	 2436	14585	     	 2244	47773	 6876	11553	     	52964	34185	21420	 8697	     	37418	50025	     	40197	40120	 2329	59210	38332	     	38355	     	40145	21124	15757	20381	56770	
 22		 3303	17976	16111	26655	 1714	     	59421	 1777	34527	24797	     	58958	12956	45578	11952	17979	54216	 5866	 9219	33330	     	37103	55597	38409	55256	36425	 5393	 7706	21550	     	41342	33779	     	35948	     	37770	11280	19657	52644	50063	25812	31517	25999	38652	11763	53802	     	30036	47744	16477	     	38414	25237	 3541	14632	 4870	42725	45527	13431	40812	45092	 9153	 7932	     	 2740	21193	12797	10212	20535	24877	58480	33838	39980	     	23856	     	13214	28469	23791	53493	28902	58197	28538	 4238	57681	50924	30301	24187	38756	     	35931	33504	 3635	31570	 7487	     	16935	     	22515	42515	
 23		 8417	     	34480	54395	47708	 6587	32986	23986	23061	27386	48693	34320	53304	47421	26688	43903	 3129	23924	10892	 6449	     	 6040	52905	23023	19839	51921	37508	 3570	19001	30394	 5040	     	58832	 7531	32447	53895	31498	18876	 2248	50951	18786	17592	24148	45062	52796	50678	     	 1855	     	15047	29623	     	 8559	37723	41119	29441	 1351	26115	50663	     	44473	44036	41000	18057	39110	 1260	12781	51957	47945	 8800	29448	 9258	17479	17078	45258	20561	22846	37445	16508	     	29552	20244	     	35151	 6752	     	13888	     	  301	37118	26597	 5066	30506	56278	27537	46241	20432	34244	24428	     	
 24		     	27974	15979	23134	12405	10088	37793	37738	24303	58138	39588	 8610	13279	30802	24887	36185	     	28788	     	52502	31060	48236	11096	     	38162	40146	     	37645	27395	31813	     	56992	26549	55146	51946	15116	     	     	25613	57075	     	40752	59497	43072	48320	 6168	     	41099	37577	43599	     	16220	33647	41171	23008	 1930	32759	38547	52324	31173	11472	  440	34334	53097	43702	43322	46665	 8558	     	28045	27324	 8798	45807	     	39715	 4417	34178	46741	48938	     	  947	54367	     	 2281	43357	 9913	 4399	29118	12923	     	     	     	 2629	28385	29200	49120	16138	     	 5183	55691	
 25		     	 7065	54224	46384	45440	     	47212	12776	21707	 3751	50469	53941	53572	18274	 9536	11194	16465	47247	32605	     	28547	 9638	     	20234	29562	42440	53888	35480	     	16370	21080	16444	39847	57590	21961	     	29644	24745	30356	24709	25319	26949	 5985	25686	52381	     	25357	43387	24498	     	     	36593	28137	     	47262	29080	27817	     	     	43021	15696	 4429	36417	30685	28561	11621	49232	24853	     	42169	56621	57589	22518	10680	36461	33695	25292	51284	19755	43605	17956	46808	21007	30690	54424	     	18369	19996	36047	22292	     	23635	     	36327	 2992	42041	25835	28475	 3858	52528	
 26		49169	40711	23794	18289	45430	37596	 4410	     	39989	18223	 5782	39137	58149	55034	28285	 7907	35211	29233	 5527	35729	44502	     	32199	14463	46652	28167	     	55328	     	18875	 2052	29668	     	 4499	 7109	39925	     	10778	14107	53467	15586	 2072	14496	18232	49303	44454	 3722	21507	     	36062	27609	33420	 1078	24121	17528	38850	41506	39618	 8056	42247	55480	52641	 9691	51171	10450	48416	34720	36183	40409	41547	12668	33323	     	37304	     	     	 4806	  242	52404	17492	21468	48533	     	20117	36495	40440	36985	18532	44479	 8763	 4369	49468	35903	 2734	26807	39261	48529	34315	58528	59068	
 27		11985	     	     	34834	33007	33810	27139	     	27857	     	46935	42153	     	34273	31502	45748	 2378	23606	     	43615	15957	 4104	37134	17869	55198	49176	 1197	41542	27140	29908	44475	     	48154	29436	30503	     	55723	47812	11770	53475	48907	     	27419	 9343	59050	     	39163	12715	13559	35303	33667	55045	 5465	48369	     	46628	     	     	15156	30676	55917	36853	54309	 5847	27507	43977	24841	49479	52393	17596	12347	49657	59828	10444	34164	34427	10938	17013	26527	     	18493	13698	     	14997	21323	39233	     	28548	 7731	46618	 4777	30666	 3927	56382	53151	     	53995	40925	10932	19830	
 28		 2151	25214	     	 9184	46977	 1027	     	  164	 6701	51328	 7462	     	50085	55638	     	23841	10745	39029	     	13763	 5541	26483	16038	45015	46605	27558	32810	47892	17573	   78	     	     	53508	34296	42562	37290	 9500	34787	48386	     	31121	 3475	11495	   21	31895	48754	     	45052	45669	     	     	 4271	 8202	40881	52057	28260	21430	46201	32355	14310	     	 8779	     	10100	41476	31876	28762	40407	     	28972	50849	19353	28753	38857	50681	10959	47520	 4045	29691	     	52020	21157	 2301	49576	32519	36567	37405	  688	51451	27695	 2206	24010	27141	25476	23212	28263	15041	45340	56437	31806	
 29		     	     	34866	19514	21503	50405	     	30040	32446	49828	 6004	49227	21167	33016	50686	 6083	20803	30303	     	44220	22182	41624	 1603	 3021	 4688	     	10654	10614	     	 9289	41050	20386	     	58498	34294	13224	     	 8293	 5493	 4503	     	23753	50573	51589	12610	21740	23157	58677	50595	42199	23357	10165	23624	38450	40199	51084	34197	 6867	     	  221	 4330	14968	     	57484	42470	31107	29954	 2404	 9242	10320	58198	14777	11665	  952	43989	33387	10234	40065	29963	13510	     	27496	11164	 5626	46160	12404	20819	41305	12500	22098	  298	     	 7006	 6606	45383	43815	14512	31002	31948	54801	
 30		39045	50163	27110	52643	30765	27957	37551	34271	41717	14206	 7139	 4512	51287	30499	     	54925	35008	     	42406	35763	36030	     	40503	45847	26176	 6691	52066	     	13370	 1554	18831	30039	47859	27165	29288	32787	56138	 7992	     	     	54322	53296	29749	20630	13345	     	 2487	 5156	51803	 4065	50658	57170	25798	32471	     	     	37779	51860	12390	10003	52001	     	28989	12450	     	 3898	     	29569	53337	52488	16269	46736	59597	     	 4840	16919	     	17605	11259	39407	     	31735	18847	42340	37239	49979	59456	59810	47123	10878	29088	  497	59136	35805	 2758	34070	58143	27908	13258	 6627	
 31		     	     	39427	55083	58271	54396	56210	 4902	27358	32051	53792	     	     	23437	12520	13649	10861	35781	57211	11391	29307	 7705	30630	52716	     	 1636	24785	34168	55662	38853	 5211	56674	45324	17825	17346	34944	 7856	 8866	     	51721	23297	25906	55164	42333	46444	49829	19961	26324	     	     	 9645	13969	36908	     	     	30606	35872	     	29902	     	17234	46367	 7715	 3010	 6400	21972	18762	 5333	 9584	     	 2816	     	49558	 2542	13156	 3447	44282	32560	18326	     	51939	26459	23388	36390	38993	54235	46885	25166	     	58653	     	18000	10816	 9701	39719	57653	10936	     	54749	36352	
 32		49897	37643	25761	36758	42579	     	     	48865	55845	58239	53815	39257	 8724	44149	48569	54632	28980	 3500	35454	46834	 6791	47582	32969	48231	40698	28778	39235	37511	50154	11560	 8673	33848	12532	44472	34762	     	17471	     	31507	     	56349	28299	49282	   39	45569	     	     	25559	31236	45034	 5988	 2864	38681	59196	     	42958	30583	55460	     	52431	32127	43336	11727	50854	     	25175	22439	     	     	34755	     	40413	56450	58451	30992	42273	22820	36920	48205	54333	21042	 9568	24521	40314	     	15807	12620	47339	43172	     	34977	     	25295	32467	     	31719	33528	57900	37233	     	
 33		     	53419	25154	18273	 5582	 2809	59372	     	49882	31530	14856	     	22855	40471	59495	41876	36419	     	54726	     	 2264	53744	48450	20699	48740	10867	59638	14850	22926	48368	     	 9356	 7542	56118	33945	     	48915	  509	 4685	     	37481	 8474	     	47610	29047	11352	27402	13980	19284	     	 3940	14973	35797	55097	 1204	54581	59223	56389	55660	48168	18123	39844	10211	59052	56916	31359	     	35866	14232	26580	 6904	46911	 6424	42981	 8949	42105	     	 9828	     	33809	53883	38033	     	30493	27837	 3215	37814	29071	48139	     	31703	15397	 5349	  488	48554	54565	24792	23542	16292	     	
 34		     	11739	12224	59221	59653	31619	28113	22984	55216	 6800	46461	50294	44427	15157	35426	25366	37407	13136	56395	     	34982	39456	52636	31165	50772	     	13646	     	     	36726	33692	     	35195	38456	41798	38205	36386	 6564	15847	     	30954	     	     	53407	42975	  244	 9951	23129	17410	52144	10307	 2674	 4763	33242	11556	48876	 2828	20021	57277	14944	57230	15985	21069	     	 4617	     	53935	30560	43416	 5998	19906	25543	     	     	 9986	 8818	     	     	20085	40253	49621	40905	13596	19518	     	22462	58988	 4977	32322	 5277	22375	     	16353	     	     	 6754	18332	     	40112	53538	
 35		49698	     	16672	10966	13433	14336	 1129	36354	34738	     	     	18066	54436	14747	     	16660	     	24931	28028	     	28235	19470	53823	30357	46544	37879	48382	54146	57764	11190	10834	 8886	47251	35599	54471	26508	12785	29834	     	53852	 1884	26403	19489	 3613	18784	     	41796	16127	30027	59698	16297	 3703	21703	     	13529	42288	35369	27210	18160	     	12401	48817	     	11001	26011	16172	23927	49181	23452	30682	39669	 1392	26828	48294	     	17913	54398	16146	43333	 7450	     	43987	24249	 3716	 4350	47151	     	21151	 5408	32121	52640	51912	30308	51021	53892	     	 8413	49361	47179	 1214	
 36		22843	     	     	46480	51198	53865	56019	38229	14212	34829	 6347	29137	     	46538	37691	45794	36535	44044	45586	     	42913	     	51883	42179	 7231	50339	29310	20599	11563	     	     	14635	17303	45792	58792	 4116	22844	44046	24756	 7556	     	16175	     	26564	30473	14614	14643	15764	12288	     	18279	33177	59287	19293	50993	37044	59126	10469	12615	  561	     	34546	52029	19093	12749	59069	42908	 5650	35895	14274	38691	47827	     	44784	32498	10082	56812	35584	54296	     	10087	38765	45534	14581	23491	57068	26612	31337	  791	48617	54657	31377	46050	  422	     	54437	51317	45140	19566	     	
 37		59374	16468	38185	     	56833	52063	36370	23465	15466	47816	26952	 1514	     	18080	14867	 1860	19953	 9554	16320	11547	25106	55551	30929	50684	     	21325	28114	 2182	40839	35259	40555	     	29017	37231	33373	34884	20613	25216	33820	16479	14091	42689	     	50290	54752	57439	12130	53346	27308	40240	46572	13822	43761	56047	     	46945	     	39643	21276	 6329	49431	51862	37063	24963	38966	26087	16843	19240	29425	35629	15239	     	 3869	     	 6777	     	26773	43440	53642	 8233	     	45973	17544	22784	35710	     	43431	19395	49455	20176	13915	35695	11740	13990	22115	14555	44173	52187	     	15637	
 38		18291	     	15903	57184	33613	59320	12267	29117	21944	46420	18917	 1907	     	37901	     	46350	14849	33392	 2604	48701	     	18411	35641	39500	10864	 4659	22958	 7775	12228	23598	14504	 6237	46120	15049	21537	12029	     	  175	51722	29585	37027	18771	 7055	52343	28513	     	21526	50322	     	29795	45555	53120	44752	18646	     	50165	11144	15320	38504	     	26925	     	12683	52738	11415	46187	     	     	51967	 5397	 9076	37844	24345	28140	11451	18144	44468	     	     	 4018	47861	56762	56791	34938	59231	59261	43872	59773	     	24435	40873	32914	49092	21822	13441	37494	18529	20205	22861	 1157	
 39		 9842	24998	20133	 7273	37904	23120	14203	  703	     	47466	     	17474	46657	     	14244	 2513	54921	 8449	44566	     	     	     	51500	15221	36850	33485	51472	23654	 8135	39794	48622	32200	 3531	51951	13791	     	     	30893	49673	49010	43226	 5835	30061	40917	26277	 6529	 3957	12935	45739	     	21824	53525	 9957	43600	 7329	22634	 4207	30943	10485	56157	28822	49738	     	50695	43720	     	  494	     	35567	57626	16739	43058	     	23847	36784	10324	 6060	40209	     	 4822	45455	     	57095	31202	     	     	 6435	38041	55942	42519	 6466	29245	28377	10982	31389	     	22005	43496	     	38431	
 40		36018	39065	     	13146	38127	 7480	47240	     	 1162	     	42960	48644	14566	51997	34678	16273	35417	47842	     	     	47764	 9357	12172	25817	25937	14935	50832	     	46879	32384	25197	15676	17880	41101	47273	54860	47044	49366	39430	 6123	16098	27270	21790	17818	 1963	35625	51045	28627	36362	32832	10021	45098	23173	46144	     	34382	     	23667	     	36710	35716	     	40896	27669	33415	39537	 2568	 7987	21864	27391	44099	 6675	28814	58242	28656	52313	54924	39378	16721	56868	14762	19945	40646	     	10422	37005	12389	     	33293	 4067	13928	25970	     	27654	14089	56197	48247	     	27209	 4535	
 41		57918	48106	23971	49313	51802	 7713	44983	33747	35415	     	40491	     	15988	   47	57998	37098	 1155	57351	18916	43066	16078	43980	32545	13251	57086	 6742	40232	21390	19366	39119	 8421	     	55087	35200	     	34894	16337	55802	49916	 2183	38206	17773	50241	     	56848	 9987	     	54429	11355	 7664	48572	21536	42658	52685	44161	     	41558	20193	50533	51535	39253	 4879	45857	     	     	48593	19154	     	 5182	     	42319	14355	     	     	36192	53379	42796	34935	23973	 1848	     	49803	39832	42518	11802	12788	25469	41997	27345	29242	     	12742	21295	     	14076	22995	12197	 7460	     	     	
 42		     	     	22697	39161	47989	56855	28996	52981	20917	     	     	27158	14529	 4519	37475	     	19263	45607	48017	26784	33018	24731	25631	27732	39318	26447	55310	47589	10537	     	38880	45369	34163	35425	16812	37776	21986	51243	42713	19807	33984	     	34554	16719	 3999	35013	 3514	36179	33734	  930	54725	55291	52883	 4762	46324	14537	39651	21254	  130	46562	18113	11750	18248	53430	54631	27798	17614	42557	27039	     	30981	     	56320	     	     	 5809	 7207	46915	59002	 2042	53651	18237	17227	12605	27223	28718	55918	     	     	     	53170	57102	42402	10996	22379	 8698	18678	 5997	38107	27228	
 43		 2299	  322	25484	31333	     	19045	47609	23287	15153	     	20769	33796	49601	32796	39196	15775	     	29381	48155	     	 3221	59996	50398	 7591	32527	50193	     	58293	     	22076	 1274	23529	 9421	22295	25670	     	20996	50708	19564	20614	 1282	     	39228	23498	     	12761	37843	19183	21909	 3822	54834	40934	49664	 8540	56296	 1466	31451	48597	15769	42324	35140	     	30274	     	 3276	55689	25918	52133	18612	12899	     	10253	30149	28730	 9129	28895	     	57686	     	58335	  938	55279	56480	36914	37222	     	22776	25465	14354	17246	21897	37194	     	13230	20802	54156	14723	54833	22653	16867	
