   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
 17		 4132	57376	46485	19748	     	14175	  623	34571	31343	17372	20154	49073	57337	53878	 2891	46379	18828	58782	 8404	16212	     	37704	40285	27134	58622	49873	     	53265	 4414	16688	57562	     	
 18		     	54430	35466	     	15803	     	14592	11187	22559	13049	52944	10494	     	     	33673	     	32176	 1311	31148	35631	 5923	33892	32372	13298	 7158	24794	22437	25321	  130	37516	21789	45005	
 19		31595	23617	52570	15395	21912	46524	42516	32831	51430	53977	59346	54525	58140	11303	44905	 7294	44797	53349	 7964	41597	 8288	46703	51139	     	13716	43926	53722	 6407	16468	24021	     	36524	
 20		42204	12039	21395	16653	     	14846	19224	24144	17111	40915	     	     	48530	 8364	14484	     	36720	10528	56305	     	24739	47198	16399	 7660	46350	14181	35097	 5023	30548	35134	     	33851	
 21		31355	 3440	52524	     	36192	  667	40778	39830	 5988	 8558	56866	 2579	25849	28536	34463	13472	40396	38462	23844	19345	39823	46796	43860	24872	25567	33063	     	     	57343	 1588	59332	21482	
 22		27901	55543	55287	50379	42882	15640	29112	     	     	59919	40577	23088	     	22362	54873	55071	15148	45796	18709	36234	     	56773	27124	40024	35080	14964	     	     	59570	24293	10038	52293	
 23		20192	48390	     	 6924	49082	 9470	 8060	56935	40850	32854	50671	30253	35189	 2116	42353	12848	37746	50003	 6326	     	17201	22168	     	28273	22373	16195	  772	10422	 7752	46543	48555	     	
 24		45691	26731	25122	47460	     	22506	27087	43986	 7368	58832	     	 6907	     	54371	31501	29397	50902	13219	38160	32393	 2525	27812	23896	35989	37013	19002	 7886	54169	24353	58732	 3405	     	
 25		14654	     	56523	40242	15172	49628	10708	45536	49240	 5332	59317	33207	 4024	11793	37161	29910	28378	18208	28875	50827	     	41177	22109	46177	25023	     	17798	     	26158	10225	17343	53663	
 26		23377	46807	44527	15886	51144	11986	52846	20766	 3233	 3248	28116	54917	12484	34542	37974	52674	     	 7683	32277	19392	 7048	37827	     	     	53025	     	22161	31757	10129	     	38780	44006	
 27		35185	38068	58122	50346	54153	39263	59774	16227	15596	47056	     	     	21393	41551	36388	30249	16983	59399	28393	     	 1787	46014	 1462	35954	21410	53058	 1714	58141	19821	34548	50935	 1677	
 28		     	20233	34022	12747	49531	24436	     	52870	39714	19962	27385	     	25776	18023	40388	32087	     	47232	36391	     	51827	37535	12173	48918	 9123	22364	12548	     	18064	39563	25946	46865	
 29		31167	27835	     	   53	50241	     	42697	23212	15473	57144	15186	55489	27371	14453	40795	10180	 4491	     	     	49015	25496	51667	25907	25720	     	     	     	11959	40107	26277	18722	26139	
 30		47504	54028	50279	22524	50977	53103	16543	     	13850	 5390	21139	 6196	55864	 1319	 3510	28279	16552	 3048	48540	26108	45707	     	39965	     	 1026	27932	29455	10942	33153	49630	     	     	
 31		19492	24924	57704	39629	31397	27152	25883	18323	59837	46059	57490	29868	59489	35643	28202	49201	40179	 2700	39240	37895	 2977	 4333	     	31113	24047	42860	42968	43095	59470	37018	19770	 3580	
