   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	
 14		40783	12515	12092	52697	 7451	15240	52781	55471	36029	16191	28664	43248	34784	 5681	41116	11086	46390	17814	18507	12125	     	10272	18116	42661	15559	32025	16453	42963	54363	43611	28929	23594	     	     	11774	30140	10058	     	58510	36083	38088	 8893	33551	25895	44375	32928	     	10728	34030	29819	23991	43225	     	21968	10520	14524	48853	39647	51345	     	24507	     	  696	51667	12300	17591	43823	31732	28921	26877	14909	45798	     	27300	32562	51789	     	46377	     	37348	   40	53358	 8174	37122	  625	18791	33926	41497	27939	57570	18683	     	53341	41177	11668	59765	45805	18955	53904	44181	
 15		19988	50718	33750	50320	33305	 8789	     	 1553	39683	12262	30359	     	28195	     	 5992	 5423	     	 7744	53123	25421	12755	23463	55623	 8286	14168	     	 3573	58808	54054	25031	38708	 7229	29449	47106	12913	22287	52330	 5764	54268	 5846	19927	48097	13066	   45	37959	     	 6107	17120	45257	45674	56513	43427	13327	25230	22853	    6	45109	39800	     	27355	40802	56902	40751	56346	     	46976	59360	 1212	     	36704	11913	40615	40239	58435	22447	13685	57693	12253	     	 1702	     	 5136	53829	44593	 4774	59352	     	59624	     	17116	 7655	33577	 3765	46417	51315	44906	56937	21459	44006	     	
 16		24094	37074	40234	13573	26418	25356	19396	10201	46738	36189	     	     	42576	     	13564	43826	55596	56676	 4903	42426	     	     	42775	29673	  581	57207	32206	47133	32428	 6787	43389	43825	18772	     	37447	49168	     	39361	     	48856	47046	45004	18133	43840	36934	     	     	56665	     	37299	11173	28813	14811	57966	47599	     	51484	19167	19323	     	 8580	     	53712	     	21797	14567	23822	     	     	22924	30889	     	32714	 4590	     	25529	56541	41461	55781	17886	40963	36588	13605	 4002	23708	16760	27676	26415	     	     	38386	 5692	53906	32814	15482	     	32583	30736	59367	32726	
 17		32114	 5790	35755	26404	22073	     	     	49512	39101	13341	29754	57852	23000	 4887	31431	     	47454	33366	41219	53645	32727	35782	17933	26417	19009	20012	13945	22437	25626	45354	 8158	38057	 3714	     	21861	21226	48936	37686	28719	33027	41466	58566	43685	15222	24404	53557	     	54004	51712	 6553	 3313	10535	46456	57834	33885	34046	30440	     	28618	44198	58499	 9739	     	14324	 9580	18893	45353	58834	41309	42814	40204	 3218	22090	22804	19343	49639	40565	24344	11409	 7291	     	53395	26976	23968	58842	     	37035	     	18661	 6528	15901	48847	45384	     	37275	29058	54686	50033	26646	39372	
 18		  212	24244	49687	41416	54005	55861	45188	35654	32311	43187	16008	     	26942	17687	45606	53510	34279	51509	52809	22435	23059	39117	23149	38018	     	40397	17663	53481	19759	38842	 9230	23288	42069	 6816	24710	54718	13478	56739	55612	35033	24476	27551	29873	     	30861	59486	     	16443	51292	 1752	     	29560	 8411	     	56528	37195	16342	     	26609	20836	53688	19806	 9257	49580	55943	     	11315	     	49090	21612	58625	52077	 8429	     	57684	35177	     	42892	19076	47298	19056	29891	27092	     	13183	 5759	10224	58708	     	     	51479	58656	 1920	42514	22912	11963	27525	     	18882	     	
 19		58491	11672	29196	17982	 2226	31746	19118	33371	32423	19656	54106	24123	35323	  660	39903	40177	  402	22410	58469	26576	57842	48375	39264	     	 1918	     	39351	34418	     	     	30007	     	55529	56619	38996	36906	45758	     	 5843	     	10118	 2043	 9412	19077	34153	31875	 7943	     	45436	15182	31238	28579	 9734	56032	  674	15791	24369	     	35288	37354	59338	19575	10181	27357	37895	58023	10477	19294	38655	11734	27182	27273	 5029	     	 7821	22882	26556	     	45170	 5221	39782	 2074	51557	 2021	13968	44435	27598	10029	20488	15981	     	28188	 3674	35431	27772	     	44118	14469	45929	12440	
 20		 3760	     	     	30243	48269	45657	17251	46756	19801	28736	34434	 5364	51528	31489	25070	26544	     	40350	     	55796	     	     	10221	13821	55098	  331	42048	     	44933	51599	37420	18811	46153	 1475	20009	 9612	38775	38246	28976	46032	52198	29139	 1445	16492	44791	48225	35517	     	48634	59312	49482	48538	53131	     	52910	56960	48834	21705	51732	54878	16104	 3789	15491	 7772	27106	41385	     	20659	 5831	46889	11014	 2956	25160	29804	     	32290	57671	     	56303	13125	 3571	59523	     	 6405	53204	55858	 6444	 3277	     	17248	20153	34856	14156	 9830	39346	51348	20999	57524	16954	44937	
 21		     	     	15593	41403	33004	33900	50534	22319	12104	43480	     	28729	39562	20833	59968	 7814	39569	10317	     	43461	38654	45432	     	38593	     	39342	29803	58631	23560	     	59800	27076	 7258	     	     	16016	12796	 6245	24016	55927	17769	54933	47547	15120	40621	34361	21683	48614	     	16439	57135	26575	 7185	34547	43994	     	53391	21464	41695	     	18558	38813	40874	12387	14087	14290	57673	28468	54417	21901	49480	 2436	14585	27339	 2244	47773	     	     	51987	52964	34185	     	 8697	27459	37418	50025	13958	40197	     	 2329	     	38332	35728	38355	10480	40145	     	15757	20381	56770	
 22		     	17976	16111	     	 1714	11618	     	 1777	34527	     	58464	58958	     	45578	11952	17979	54216	 5866	     	33330	47925	37103	55597	38409	55256	36425	 5393	 7706	21550	     	41342	     	     	35948	     	     	11280	19657	52644	50063	25812	31517	25999	     	     	     	24216	     	47744	16477	25794	38414	25237	 3541	14632	 4870	42725	45527	13431	40812	     	 9153	 7932	     	 2740	21193	12797	10212	20535	     	58480	33838	     	16420	23856	38093	13214	28469	23791	53493	28902	58197	     	 4238	57681	50924	30301	24187	38756	 2943	35931	33504	 3635	     	 7487	43603	16935	     	22515	42515	
 23		     	51011	34480	54395	47708	 6587	32986	23986	23061	     	     	34320	53304	47421	26688	43903	 3129	23924	10892	 6449	     	 6040	52905	23023	     	51921	     	 3570	     	30394	 5040	     	58832	 7531	32447	     	31498	18876	 2248	50951	18786	17592	24148	45062	52796	     	 2456	     	40295	     	29623	47747	     	37723	41119	29441	 1351	26115	50663	38349	44473	44036	41000	18057	     	 1260	12781	51957	     	     	29448	 9258	17479	17078	45258	20561	22846	37445	16508	     	29552	20244	53540	35151	 6752	17009	     	46073	  301	     	26597	 5066	30506	56278	     	46241	20432	34244	24428	54737	
 24		50781	27974	15979	23134	12405	10088	37793	37738	24303	58138	39588	 8610	13279	30802	     	36185	29153	28788	12131	52502	31060	48236	11096	41658	38162	40146	 8960	37645	27395	31813	21518	56992	26549	55146	51946	     	29512	     	25613	57075	51191	40752	59497	43072	48320	 6168	40176	41099	37577	43599	45753	16220	33647	41171	23008	 1930	32759	38547	52324	31173	11472	  440	34334	53097	43702	43322	46665	 8558	     	     	27324	 8798	45807	36489	39715	 4417	34178	46741	48938	     	  947	54367	36276	 2281	     	     	     	29118	     	42142	 2266	12614	 2629	28385	29200	49120	16138	 6525	 5183	55691	
 25		25126	 7065	54224	46384	45440	19915	     	12776	     	 3751	50469	53941	53572	18274	 9536	11194	     	47247	     	36565	28547	 9638	23938	20234	     	     	     	35480	19065	16370	21080	16444	39847	57590	21961	58021	29644	     	30356	     	25319	26949	 5985	25686	52381	46949	25357	43387	24498	20407	     	36593	     	 1034	47262	29080	27817	23377	19271	     	     	     	36417	30685	28561	11621	49232	24853	13813	42169	     	57589	22518	10680	36461	     	25292	51284	19755	43605	     	     	21007	     	54424	     	18369	     	36047	     	21234	23635	     	     	 2992	42041	25835	28475	 3858	52528	
 26		49169	40711	23794	18289	45430	37596	 4410	17156	39989	     	 5782	39137	58149	55034	28285	 7907	35211	     	 5527	35729	44502	 1511	32199	14463	46652	28167	 4211	55328	 6453	18875	 2052	29668	37556	     	 7109	39925	46065	10778	14107	     	15586	     	14496	     	49303	44454	 3722	21507	     	36062	27609	33420	 1078	24121	17528	38850	41506	39618	 8056	42247	55480	52641	 9691	51171	10450	48416	34720	     	40409	41547	12668	33323	20607	37304	 7357	15137	 4806	  242	52404	17492	21468	48533	42397	20117	36495	40440	36985	18532	44479	 8763	 4369	49468	35903	 2734	26807	     	48529	34315	58528	59068	
 27		11985	  678	     	34834	     	     	27139	     	27857	23656	46935	42153	39085	34273	     	45748	 2378	23606	40712	     	15957	 4104	37134	17869	     	49176	 1197	41542	     	29908	     	     	48154	29436	     	59093	55723	47812	11770	53475	48907	 8607	27419	 9343	59050	42736	39163	12715	13559	35303	33667	55045	     	48369	35804	     	12729	 1301	15156	     	55917	     	     	 5847	     	     	24841	49479	52393	17596	12347	49657	     	10444	34164	34427	10938	     	26527	 9685	18493	13698	57833	14997	21323	39233	16090	28548	 7731	46618	 4777	30666	 3927	56382	53151	     	53995	40925	10932	19830	
 28		 2151	25214	15367	 9184	46977	 1027	 9967	  164	 6701	     	 7462	43307	50085	55638	     	23841	10745	39029	40434	13763	 5541	26483	16038	45015	46605	27558	32810	47892	17573	     	33788	32045	53508	34296	42562	37290	 9500	34787	     	34511	31121	 3475	11495	     	31895	     	 3897	45052	45669	54177	33149	     	 8202	40881	52057	28260	21430	46201	     	14310	58367	 8779	18793	10100	41476	31876	28762	     	39691	28972	     	19353	28753	38857	50681	10959	47520	 4045	29691	     	52020	21157	 2301	49576	32519	36567	37405	     	51451	     	 2206	24010	27141	25476	23212	28263	15041	45340	56437	31806	
 29		26232	37924	34866	19514	21503	50405	57761	30040	32446	49828	 6004	49227	21167	33016	50686	 6083	20803	30303	20976	44220	22182	41624	 1603	 3021	 4688	43925	10654	10614	59675	 9289	41050	20386	48585	58498	34294	13224	27500	     	 5493	 4503	 1905	23753	50573	     	12610	21740	     	58677	50595	42199	     	10165	23624	38450	     	51084	34197	 6867	33912	  221	 4330	14968	  884	57484	42470	31107	     	 2404	 9242	10320	58198	14777	     	  952	43989	33387	10234	40065	29963	     	46632	27496	11164	 5626	46160	12404	20819	41305	12500	22098	     	28477	 7006	 6606	     	43815	14512	31002	31948	54801	
 30		     	50163	27110	52643	30765	27957	37551	34271	41717	14206	 7139	 4512	     	30499	 8368	54925	     	28290	42406	35763	36030	56165	40503	     	26176	 6691	52066	     	13370	 1554	18831	30039	47859	27165	29288	32787	56138	 7992	31277	23258	54322	53296	29749	20630	13345	     	 2487	     	51803	 4065	50658	57170	25798	     	52311	47808	     	51860	     	10003	52001	19780	28989	12450	48704	     	37587	29569	53337	     	16269	46736	59597	51778	 4840	16919	29869	17605	11259	39407	22788	31735	18847	42340	37239	49979	59456	     	     	     	     	  497	59136	     	 2758	34070	58143	27908	     	 6627	
 31		19706	46370	39427	55083	58271	     	56210	 4902	27358	32051	53792	34325	56082	23437	12520	13649	10861	35781	57211	     	29307	 7705	30630	52716	25634	 1636	     	     	     	38853	     	56674	45324	17825	17346	34944	 7856	 8866	27470	51721	23297	25906	55164	     	46444	49829	19961	26324	19567	16309	 9645	13969	     	25018	17934	     	35872	13942	29902	23108	17234	46367	 7715	 3010	 6400	21972	18762	 5333	 9584	 8208	 2816	31666	49558	 2542	13156	     	     	32560	18326	53900	51939	26459	23388	36390	38993	54235	46885	25166	15109	58653	 6505	18000	10816	 9701	39719	57653	10936	23256	54749	36352	
 32		49897	37643	     	36758	42579	24430	 6994	48865	55845	58239	53815	39257	 8724	44149	48569	54632	28980	 3500	35454	46834	 6791	     	32969	48231	40698	28778	39235	     	50154	11560	     	33848	12532	44472	     	32866	17471	13910	     	15913	56349	     	49282	   39	45569	14822	53012	25559	31236	45034	     	 2864	38681	59196	 2678	42958	30583	55460	     	52431	32127	43336	11727	50854	 9133	     	22439	53471	23839	34755	21863	     	56450	58451	     	42273	22820	36920	48205	54333	21042	     	24521	40314	56420	15807	12620	47339	43172	 4398	34977	52013	25295	32467	     	31719	33528	57900	37233	41932	
 33		35321	53419	25154	18273	 5582	     	59372	50935	49882	31530	14856	 6548	22855	40471	59495	41876	36419	47700	54726	46074	 2264	53744	48450	20699	48740	     	59638	14850	22926	48368	13095	 9356	 7542	56118	     	27855	48915	  509	 4685	58527	37481	 8474	46226	47610	29047	11352	27402	13980	     	21440	     	14973	35797	55097	 1204	54581	59223	56389	     	48168	18123	39844	10211	     	56916	31359	16974	35866	     	26580	 6904	46911	 6424	42981	     	42105	  421	 9828	52896	33809	53883	     	17232	30493	27837	     	37814	29071	48139	     	31703	15397	 5349	  488	48554	54565	     	     	16292	53633	
 34		46730	11739	12224	59221	59653	     	28113	22984	55216	     	46461	50294	44427	15157	     	25366	37407	13136	56395	35423	     	     	52636	31165	     	15110	13646	21546	35819	36726	33692	57093	     	38456	41798	38205	36386	 6564	15847	28856	30954	20649	32343	53407	42975	  244	     	23129	17410	52144	10307	 2674	     	33242	11556	48876	 2828	20021	57277	14944	57230	15985	     	26771	 4617	     	53935	30560	43416	 5998	19906	25543	53455	 8127	 9986	     	19494	17366	20085	40253	     	40905	13596	19518	18374	22462	58988	 4977	32322	 5277	22375	52651	16353	13002	45479	 6754	18332	38644	40112	53538	
 35		49698	16450	16672	10966	     	14336	 1129	36354	34738	55734	     	18066	54436	14747	56177	16660	54751	24931	28028	55666	28235	19470	53823	30357	46544	37879	48382	54146	57764	11190	10834	 8886	47251	     	54471	26508	12785	29834	17269	53852	 1884	26403	19489	 3613	18784	40467	41796	16127	     	59698	     	 3703	     	44432	13529	42288	35369	27210	18160	13772	12401	48817	52531	11001	26011	16172	23927	49181	23452	30682	39669	     	26828	48294	 4268	17913	     	16146	43333	 7450	35913	     	24249	 3716	 4350	47151	45168	21151	 5408	32121	52640	51912	30308	51021	53892	     	 8413	49361	47179	 1214	
 36		     	27314	 1729	46480	51198	53865	56019	38229	14212	     	 6347	     	40931	     	37691	45794	36535	44044	45586	 2515	42913	     	51883	     	 7231	50339	29310	20599	11563	51909	17001	14635	17303	45792	58792	 4116	22844	44046	24756	 7556	39684	16175	20023	     	30473	14614	14643	15764	12288	     	18279	33177	59287	19293	50993	37044	59126	10469	12615	  561	14170	34546	52029	19093	12749	59069	42908	 5650	     	14274	38691	47827	29818	44784	32498	10082	56812	35584	     	     	     	38765	45534	14581	23491	57068	26612	31337	     	48617	54657	31377	46050	  422	46898	54437	51317	45140	19566	 9558	
 37		59374	16468	38185	16831	56833	52063	36370	23465	15466	47816	26952	 1514	 9725	     	14867	 1860	19953	 9554	     	11547	25106	55551	30929	50684	28659	21325	     	     	40839	35259	40555	49218	     	37231	     	34884	20613	25216	33820	16479	14091	42689	     	50290	54752	57439	12130	53346	27308	     	46572	     	     	     	16369	46945	 9404	39643	21276	 6329	49431	51862	37063	24963	38966	26087	16843	     	29425	35629	15239	46361	 3869	21663	 6777	     	26773	43440	53642	 8233	 9882	45973	17544	22784	35710	     	43431	19395	49455	20176	13915	35695	11740	13990	22115	     	44173	52187	32351	15637	
 38		     	43534	15903	57184	33613	59320	12267	     	21944	46420	18917	 1907	25676	     	29432	     	14849	33392	 2604	48701	14578	18411	35641	39500	10864	 4659	22958	 7775	12228	23598	14504	     	46120	15049	21537	12029	     	  175	51722	29585	37027	     	 7055	52343	28513	45393	21526	50322	18709	29795	45555	     	44752	18646	49030	50165	11144	     	38504	22244	26925	43853	12683	52738	11415	46187	12244	 8481	51967	 5397	 9076	37844	24345	28140	     	18144	44468	 9284	59479	 4018	47861	56762	56791	34938	59231	     	43872	59773	 8743	24435	40873	32914	49092	     	13441	     	18529	20205	22861	 1157	
 39		 9842	24998	20133	 7273	37904	23120	14203	  703	21015	47466	48164	17474	46657	22325	14244	 2513	54921	 8449	44566	52192	22571	 6536	51500	15221	36850	33485	51472	23654	 8135	39794	48622	32200	 3531	51951	13791	13215	30218	30893	49673	49010	43226	 5835	     	     	26277	 6529	     	12935	45739	 8631	21824	     	     	43600	 7329	22634	     	30943	10485	56157	28822	49738	40106	50695	43720	27295	  494	56769	35567	57626	16739	43058	42110	23847	36784	10324	 6060	40209	37765	 4822	45455	28222	57095	31202	28248	24496	 6435	     	55942	42519	 6466	29245	28377	10982	31389	40801	22005	43496	47857	     	
 40		36018	39065	48317	13146	38127	 7480	     	 9393	 1162	45238	42960	48644	14566	51997	34678	16273	35417	     	48372	12111	47764	 9357	12172	25817	     	14935	     	40965	46879	     	25197	15676	17880	41101	47273	54860	47044	49366	39430	 6123	16098	27270	21790	17818	 1963	35625	     	28627	     	     	10021	45098	23173	46144	22388	34382	     	23667	35094	36710	35716	46760	40896	27669	33415	39537	 2568	 7987	21864	27391	44099	 6675	28814	58242	28656	52313	54924	39378	16721	     	14762	19945	40646	 4624	10422	     	12389	13072	33293	 4067	13928	25970	35125	27654	14089	56197	48247	     	27209	 4535	
 41		57918	48106	23971	49313	51802	 7713	44983	33747	35415	51823	40491	36197	15988	   47	57998	37098	 1155	57351	18916	43066	16078	43980	32545	13251	     	 6742	40232	21390	19366	39119	 8421	42951	55087	35200	36647	34894	16337	55802	49916	 2183	38206	17773	50241	39285	56848	 9987	 2399	54429	11355	 7664	48572	21536	42658	52685	44161	54877	     	20193	50533	51535	39253	 4879	45857	49810	17513	     	19154	     	 5182	     	42319	14355	 2670	29968	36192	53379	42796	34935	23973	 1848	 8712	     	39832	42518	11802	12788	25469	     	27345	29242	49757	12742	21295	15851	14076	22995	12197	     	21336	14235	
 42		     	33102	22697	39161	     	56855	     	52981	20917	     	58816	27158	     	 4519	37475	19068	19263	45607	48017	26784	33018	24731	25631	27732	39318	26447	55310	47589	10537	50313	38880	45369	     	35425	16812	37776	21986	51243	     	19807	33984	47176	34554	16719	 3999	35013	 3514	36179	33734	  930	54725	55291	52883	 4762	46324	14537	39651	     	  130	46562	18113	     	18248	53430	     	27798	17614	42557	27039	18464	30981	47372	56320	33009	12272	     	 7207	     	59002	 2042	53651	18237	17227	12605	27223	28718	55918	13940	36632	42361	53170	57102	42402	10996	22379	 8698	18678	 5997	38107	27228	
 43		 2299	  322	     	31333	58160	19045	47609	23287	15153	20894	20769	     	49601	32796	39196	15775	     	29381	48155	46682	 3221	59996	50398	 7591	32527	50193	 3606	     	29000	22076	 1274	23529	 9421	22295	25670	20314	20996	50708	     	20614	 1282	52923	39228	23498	40708	     	37843	19183	21909	     	54834	40934	49664	 8540	56296	     	31451	48597	15769	42324	35140	53224	30274	16821	     	55689	25918	52133	18612	12899	 6585	10253	30149	28730	 9129	     	12024	57686	45627	58335	  938	55279	56480	36914	37222	19047	22776	25465	14354	17246	21897	37194	     	13230	20802	54156	14723	54833	22653	16867	
